id,location_id,accessibility,details
278,1333682431246833,,
279,1333682431246834,,
280,1333682431246835,,
281,1333682431246836,,
282,1333682431246837,,
283,1333682431246838,,
284,1333682431246839,,
285,1333682431246840,,
286,1333682431246841,,
287,1333682431246842,,
288,1333682431246843,,
289,1333682431246844,,
290,1333682431246845,,
291,1333682431246846,,
292,1333682431246848,,
293,1333682431246849,,
294,1333682431246850,,
295,1333682431246851,,
296,1333682431246853,,
297,1333682431246855,,
298,1333682431246856,,
299,1333682431246857,,
300,1333682431246858,,
301,1333682431246859,,
302,1333682431246860,,
303,1333682431246862,,
304,1333682431246863,,
305,1333682431246864,,
306,1333682431246865,,
307,1333682431246867,,
308,1333682431246869,,
309,1333682431246870,,
310,1333682431246871,,
311,1333682431246872,,
312,1333682431246873,,
313,1333682431246875,,
314,1333682431246876,,
315,1333682431246877,,
316,1333682431246879,,
317,1333682431246880,,
318,1333682431246881,,
319,1333682431246882,,
320,1333682431246883,,
321,1333682431246885,,
322,1333682431246886,,
323,1333682431246888,,
324,1333682431246889,,
325,1333682431246891,,
326,1333682431246892,,
327,1333682431246893,,
328,1333682431246894,,
329,1333682431246895,,
330,1333682431246896,,
331,1333682431246897,,
332,1333682431246898,,
333,1333682431246899,,
334,1333682431246900,,
335,1333682431246901,,
336,1333682431246902,,
337,1333682431246903,,
338,1333682431246904,,
339,1333682431246905,,
340,1333682431246906,,
341,1333682431246907,,
342,1333682431246909,,
343,1333682431246910,,
344,1333682431246912,,
345,1333682431246913,,
346,1333682431246852,,
347,1333682431246854,,
348,1333682431246861,,
349,1333682431246866,,
350,1333682431246874,,
351,1333682431246878,,
352,1333682431246884,,
353,1333682431246887,,
354,1333682431246890,,
355,1333682431246847,,
356,1333682431246908,,
357,1333682431246914,,
358,1333682431246915,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
359,1333682431246916,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
360,1333682431246917,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
361,1333682431246918,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
362,1333682431246919,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
363,1333682431246920,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
364,1333682431246921,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
365,953875575104132,,
366,1202618027693441,,
367,1146850101014457,,
368,991046422392107,,
369,1333682431246922,,
370,1333682431246923,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
371,1333682431246924,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
372,1209346136301236,,
373,1333682431246925,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
374,1333682431246926,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
375,1134996153077734,,
376,1333682431246927,,
377,1333682431246928,,
378,1333682431246929,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
379,1333682431246930,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
380,1333682431246931,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
381,1333682431246932,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
382,1333682431246933,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
383,1333682431246934,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
384,1333682431246935,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
385,1333682431246936,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
386,1333682431246937,,
387,1333682431246938,,
388,1333682431246939,,
389,1333682431246940,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
390,1333682431246941,,
391,1333682431246942,,
392,1333682431246943,,
393,1333682431246944,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
394,1333682431246945,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
395,1333682431246946,,
396,1333682431246947,,
397,1333682431246948,,
398,1333682431246949,,
399,1333682431246950,,
400,1333682431246951,,
401,1333682431246952,,
402,1333682431246953,,
403,1333682431246954,,
404,1333682431246955,,
405,1333682431246956,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
406,1333682431246957,,
407,1333682431246958,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
408,1333682431246959,,
409,1333682431246960,,
410,1333682431246961,,
411,1333682431246962,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
412,1333682431246963,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
413,1333682431246964,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
414,1333682431246965,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
415,1333682431246966,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
416,1333682431246967,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
417,1333682431246968,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
418,1333682431246969,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
419,1333682431246970,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
420,1333682431246971,,
421,1333682431246973,,
422,1333682431246974,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
423,1333682431246975,,
424,610544508126672,,
425,580857017779168,,
426,671699874900293,,"We provide interpretation services through our Interpreter Services Hotline."
427,624574598656861,,
428,633623168263940,,
429,777544006426049,,"We provide interpretation services through our Interpreter Services Hotline."
430,800464838128526,,
431,848643167597481,,
432,898537800432105,,"We provide interpretation services through our Interpreter Services Hotline.
Public Transportation: Rail -- Rhode Island Ave Metro // Bus -- D8 line"
433,929361885175005,,
434,935485129696113,,
435,970045820687110,,
436,941990903583859,,
437,957520333540238,,"We provide interpretation services through our Interpreter Services Hotline."
438,1167767752140850,,
439,1159744769911269,,"We provide interpretation services through our Interpreter Services Hotline."
440,1225318904357849,,
441,1296924653275525,,
442,1333682431246976,,"Walk-in services available Monday, Wednesday, and Friday (1-3PM) "
443,1333682431246977,,
444,1333682431246978,,
445,1333682431246979,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
446,1333682431246980,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
447,1333682431246981,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
448,1333682431246982,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
449,1333682431246983,,
450,1333682431246985,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
451,1333682431246986,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
452,1333682431246987,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
453,1333682431246988,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
454,1333682431246989,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
455,1333682431246990,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
456,1333682431246991,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
457,1116308991917029,,
458,1333682431246992,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
459,1333682431246993,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
460,1333682431246994,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
461,1333682431246995,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
462,1333682431246995,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
463,1333682431246996,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
464,1333682431246997,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
465,1333682431246998,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
466,1333682431246999,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
467,1333682431247000,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
468,1333682431247001,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
469,1333682431247002,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
470,1333682431247003,,
471,1333682431247004,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
472,1333682431247005,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
473,1333682431247007,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
474,1333682431247008,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
475,1333682431247009,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
476,1333682431247010,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
477,1333682431247011,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
478,1333682431247012,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
479,1333682431247034,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
480,1333682431247035,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
481,1333682431247036,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
482,1333682431247037,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
483,1333682431247038,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
484,1333682431247039,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
485,1333682431247040,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
486,1333682431247041,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
487,1333682431247042,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
488,1333682431247043,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
489,1333682431247044,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
490,1333682431247045,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
491,1333682431247046,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
492,1333682431247047,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
493,1333682431247048,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
494,1333682431247049,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
495,1333682431247050,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
496,1333682431247051,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
497,1333682431247052,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
498,1333682431247053,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
499,1333682431247056,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
500,1333682431247057,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
501,1333682431247058,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
502,1333682431247059,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
503,1333682431247060,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
504,1333682431247061,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
505,1333682431247062,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
506,1333682431247063,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
507,1333682431247064,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
508,1175190163226960,,
509,1333682431246984,,
510,1333682431247065,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
511,1333682431247066,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
512,1333682431247067,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
513,1333682431247068,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
514,1333682431247069,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
515,1333682431247070,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
516,1333682431247071,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
517,1333682431247072,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
518,1333682431247073,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
519,1021458214239224,,
520,1333682431247054,,
521,1320932553563772,,
522,1333682431247074,"ADA Complaint","Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access

DCHA is committed to providing equal access to events/programs for all applicants, residents, or participants with disabilities. If you need a reasonable accommodation or sign language interpreter service, please contact ADA/504/Language Department at 202-535-2737 or ADA504@dchousing.org with your complete request. Please allow at least three business days to make the necessary arrangements.

Although there is a waiting list for housing in the District of Columbia, preference is given to persons with mobility impairments, particularly those who serve as the head of a household. When there is a handicapped-accessible unit available, DCHA will go down its waiting list to look for applicants who have indicated they have mobility impairments.

DCHA also provides reasonable accommodations. That means that a unit owned and operated by DCHA may be changed to accommodate a person with a disability. For example, if you are hearing impaired, DCHA will provide a fire alarm with a strobe light. It also means that people with disabilities can take full advantage of DCHA services, including living with greater ease in their homes.

You may make a request in writing for a reasonable accommodation any time during the application for housing process but you are never required to tell DCHA that you or a member of your household has a disability.
"
523,1333682431247075,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
524,1333682431247076,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
525,1333682431247077,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
526,1333682431247078,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
527,1333682431247079,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
528,1333682431247080,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
529,1333682431247081,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
530,1333682431247082,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
531,1333682431247083,,
532,1333682431247084,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
533,895829905770410,,
534,1333682431247085,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
535,1333682431247086,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
536,1333682431247087,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
537,1333682431247088,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
538,1333682431247089,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
539,1333682431247090,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
540,1333682431247091,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
541,1333682431247092,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
542,1333682431247093,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
543,1333682431247094,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
544,1333682431247095,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
545,1333682431247096,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
546,1333682431247097,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
547,1333682431247098,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
548,1333682431247099,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
549,1333682431247100,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
550,1333682431247101,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
551,1333682431247102,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
552,1333682431247103,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
553,1333682431247104,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
554,1333682431247105,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
555,1333682431247106,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
556,1333682431247107,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
557,1333682431247108,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
558,1333682431247109,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
559,1333682431247110,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
560,1333682431247111,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
561,1333682431247112,,
562,1333682431247113,,
563,1333682431247114,,
564,1333682431247115,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
565,1333682431247116,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
566,1333682431247117,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
567,1333682431247118,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
568,1333682431247119,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
569,1333682431247120,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
570,1333682431247121,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
571,1333682431247122,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
572,1333682431247124,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
573,1333682431247125,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
574,1333682431247126,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
575,1333682431247127,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
576,1333682431247128,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
577,1333682431247129,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
578,1333682431247130,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
579,1333682431247131,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
580,1333682431246538,,
581,1333682431247132,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
582,818197734902999,,
583,1333682431246578,,
584,908942274584388,,
585,1333682431246579,,
586,804162820575251,,
587,623817892479347,,"Not wheelchair accessible. No ASL available."
588,844015447975705,,"Wheelchair accessible."
589,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
590,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
591,1293267778021809,,
592,859883434612658,,
593,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
594,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
595,1125441162012486,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
596,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
597,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
598,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
599,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
600,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
601,1333682431246581,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
602,1333682431246580,,
603,608530994924722,,
604,1333682431246582,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
605,1333682431246583,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
606,1333682431246583,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
607,1333682431246583,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
608,1333682431246583,,"Visitors with concerns about the level of access for specific physical conditions, are always recommended to contact the organization directly to obtain the best possible information about physical access"
