taxonomy_recordid,taxonomy_name,taxonomy_parent_name,exclude_vocabulary,taxonomy,category_logo,category_logo_white,taxonomy_grandparent_name,taxonomy_vocabulary,taxonomy_x_description,taxonomy_x_notes,language,taxonomy_services,taxonomy_parent_recordid,taxonomy_facet,category_id,taxonomy_id,order,badge_color,flag,status
841905613386238,Legal,,,629864383953331,/uploads/images/1613686048category_logo_841905613386238.png,/uploads/images/1613686048category_logo_white_841905613386238.png,,,"Services for legal representation, mediation, advocacy, citizenship and immigration, adoption and foster care, guardianship, civil rights and more.\n",,,"1234728398301372,805290013325766,1227451026876891,1146427923405605,954742655318156,1102203467116873,982207553498582,1108394531508208,635645258311778,1205746962140909,1122765390786822,643973730285080,1160836319132411,943521538490652,895263756347270,702296325594248,709150850319193,831230865396411,1220731362295108,1210758210255628,1113729883287074,1108270050321045,851500386737857,612333310679780,826575730085111,629441538824999,625010110827987,576233469616692,1183837054694105,1309075999603061,1290826855930269,1245797842459737,1098034582826680,835196230590039,766179643113383,896834539658723,1098013630156546,810657067829775,817516189087861,1277600718493078,892274678523551,565370307901606,1236034161171034,617717048691003,795647463619947,973325735749516,1245717986328193,761788898992773,1125987342546107,920689283541707,1336452381281967,1187595538912964,886045211613436,962682510401278,819907567165668,777147158438789,1138627636801968,1096695050630138,1186669715768214,943806798890403,1122934207742346,1286870063123571,1084455155861412,1200983719344738,811112269491730,1114942083297484,1125858260716274,886500049202807,1236006015638372,925576284170577,958235862658517,640700715075294,871369531788799,960670406610559,614660449605719,1215155337816976,973083960423797,813818370182701,1304753692724881,768947684418255,1044391885826553,943628495908545,1053662246534838,972287284892047,882977120503000,956603811443415,857918942159858,630264519658509,874630142674226,1108750269140523,1094239887822670,756512918126172,1106228409807836,1066076138766405,1020471555082436,792124806489460,746078248071882,792936164198567,1080000450333930,897612626354041,1141602848810845,762793386869132",,,,recKRZT6kU6QyAdrb,,000000,modified,Published
841837312375321,"Maternity Care","1165536100757865,1287117316578391",,629864383953331,,,,,,,,,,,,recKTBqcKHSRnCLAG,,1354C3,,Published
878852836579488,Transportation,897715506052490,,629864383953331,,,,,,,,"1231068953747206,928339115255252,1278460102567092,1263144790142252,923927696574335,753350947911582,1114627657542591,1008410084982241,1098985564159984,846905885724829,605278265206856",,,,recKveBUFLBbFDjRD,,E42B39,,Published
884987017087539,Recreation,"1186613002076967,935458216016910",,629864383953331,,,,,,,,,,,,recKzvkhxYtfQG9ME,,B631C1,,Published
817592898756695,"Housing Status",,,1081834932991779,,,,,,,,,,,,recL35wZtvjz16tbs,,0A7B79,,Published
822958875627856,"Adult Daycare",1186613002076967,,629864383953331,,,,,,,,,,,,recL7HCMjtibFz49V,,AC56D8,,Published
824666532982332,Homeowners,817592898756695,,1081834932991779,,,,,,,,"787172371237208,569553997851039,966998420345688,757359275699925,834464881233325,795787284434998",,,,recL7Uhx8Rk57yfjH,,45210,,Published
851636387581415,"Medicare Recipient",820647015810178,,1081834932991779,,,,,,,,"1135119642997578,1229961680483259,1202321397052978",,,,recLOvJToxR0AzQxs,,92ED0B,,Published
854830167797217,"Hearing Impairment",1141891580359737,,1081834932991779,,,,,,,,,,,,recLUYUHHUlXZTxnu,,812B2A,,Published
876849061746143,"Recently Diagnosed",818150474957808,,1081834932991779,,,,,,,,,,,,recLikkDi0JFATpY5,,0CA6FD,,Published
884990506453053,"Foreclosure Counseling","891529659623486,666755781872045",,629864383953331,,,,,,,,,,,,recLuGQFc4Lb5qYig,,0396B8,,Published
848353838408166,"Food Pantry",630013980013392,,629864383953331,,,,,,,,,,,,recMCeuKR7MjHMcwL,,0BB7C3,,Published
847224100195290,Spouses,615363042499687,,1081834932991779,,,,,,,,,,,,recMDSTGxch5Mrk0n,,D3B7CB,,Published
848192563052259,"Seizure Disorder",1276982655382389,,1081834932991779,,,,,,,,,,,,recMFL55XDM3Tdohw,,DD297E,,Published
871490711325090,"Personal Loans",1249190270484337,,629864383953331,,,,,,,,,,,,recMZiZOis2fhMHMx,,961B55,,Published
879051723324085,"Maryland Resident",1139839930624727,,1081834932991779,,,,,,,,1206515011255222,,,,recMapHycL4hPtDvi,,C03D6B,,Published
879394671891223,Health,,,629864383953331,/uploads/images/1613686285category_logo_879394671891223.png,/uploads/images/1613686285category_logo_white_879394671891223.png,,,,,,,,,,recMg8J08cJI1Zdpg,,000000,modified,Published
892692765580900,"Health & Safety",605525374389695,,629864383953331,,,,,,,,,,,,recMt7nTLlKaKwmZd,,0AC042,,Published
897050828053862,"Community Gardens",630013980013392,,629864383953331,,,,,,,,,,,,recMwDpwnJNYjVFLf,,477018,,Published
839753638188280,"Adoption & Foster Care","893915418546777,779743205099707",,629864383953331,,,,,,,,"914082352772982,992653786137258,911214413937448",,,,recN3Q6l27NYz9emZ,,52DF80,,Published
842032101664236,"Help Pay for Food","798567761994199,975831365187379,630013980013392",,629864383953331,,,,,,,,,,,,recN3bqYvwgNOAQgj,,15DD28,,Published
870724737216726,"Occupational Therapy",806935508227949,,629864383953331,,,,,,,,,,,,recNQYKE0Se2qNOKL,,1AAB8F,,Published
888406512340629,"Residential Treatment","806935508227949,792078943886000,1110183826221887,600702532354257",,629864383953331,,,,,,,,,,,,recNdN0taFj6RpKew,,AFC2B2,,Published
891529659623486,"Housing Advice",1305774265925553,,629864383953331,,,,,,,,"897612626354041,1141602848810845,762793386869132",,,,recNdm5WvIwaPpgoL,,047342,,Published
897677147477296,Dependents,615363042499687,,1081834932991779,,,,,,,,,,,,recNitcQ5MAtMe2vt,,EA0C9D,,Published
894278665383286,"Rectal Cancer",1265252182873860,,1081834932991779,,,,,,,,,,,,recNjGo8uXNBFHhRB,,AEC0F2,,Published
847186792894551,"On the Autism Spectrum",1141891580359737,,1081834932991779,,,,,,,,585745505232672,,,,recO1HVtdBzeDjMNG,,6D0F07,,Published
850871160684969,"Help Pay for Utilities","1125729387706168,975831365187379",,629864383953331,,,,,,,,"1092859529383419,853430057787908,985958129077094",,,,recO1kmJB0Dx9hblY,,941947,,Published
876072370037480,"Severe Mental Illness (SMI)",1276982655382389,,1081834932991779,,,,,,,,"1179579948367764,765148434335618,1183846216660530,974276139813148,824258346211268,1182824915404630,1268436437227362,899717824024978,1107272253487063,1265103663036314,1286937248151879,1065184137544502,968170375832858",,,,recOJpKsBG663tfxP,,283AB8,,Published
873778996234656,"Housing Vouchers",1125729387706168,,629864383953331,,,,,,,,,,,,recOLEOOXksiBBNMV,,91309A,,Published
885604845315230,Latinx,896905506493054,,1081834932991779,,,,,,,,"826575730085111,629441538824999,625010110827987,1183837054694105,1309075999603061,576233469616692,1290826855930269,1098034582826680,1245797842459737,835196230590039,766179643113383,1144935558772710,896834539658723,810657067829775,1098013630156546,1277600718493078,817516189087861,1163788260715796,1293714246926509,948838805132982,952194300736035,1281848063989826,1095945124402776,841673521697595,1099208107604478,1252999982476801,770730332028956,1171107809657948,1095497824033311,1182835937166583,1108270050321045,1219445943923328,665233370065008,1073041672347811,1242062893800378,990789256930274,1136409058298095,954262853935362,930620453165185,1343816429794125,1204854175620898,838936758542114,1215666375374993,573886519226225,826324408184019,743196443052437,761729408560878,1188616906512182,1049005398980524",,,,recOXBYkBv6iEtTJZ,,2D1297,,Published
899387596744807,Money,,,629864383953331,/uploads/images/1613685609category_logo_899387596744807.png,/uploads/images/1613685609category_logo_white_899387596744807.png,,,"Services to help pay for housing, education, childcare, school, food and goods, financial education, tax preparation, insurance, government benefits, vouchers and more.\n",,,"1227451026876891,1146427923405605,954742655318156,1102203467116873,982207553498582,635645258311778,1205746962140909,1122765390786822,1160836319132411,947021731311865,1236034161171034,749482802649696,850231451296174,603580181050118,853929141214417,594569394092610,1124640120854271,597273584134874,1124936156339923,826183970673949,929072757628683,1316670958147366,839695327342121,978727751545440,1214338575557271,778515041064471,804348455722045,862710749221593,572649600558239,806763348310571,1228983284901807,1222343403264201,790527027022440,925701018774057,1234923855165980,1274090737385222,858728937671038,1202085877211897,1337627384360672,1096380639922060,788331982799867,941155067424059,1250347715174689,1310340922667081,1221858333494471,1208941632060908,1212568722090763,1133049402514864,616524237670756,850826199765599,1287381779305670,855485572088952,944606179638640,1020471555082436,1327196979497339,1105850415319204,1080000450333930,808149675507884,1251041437322229",,,,recOg3uiuPUo8N7ya,,000000,modified,Published
910742652297512,"Transgender Women",911240657187696,,1081834932991779,,,,,,,,"829979157869352,1166513065360124,905246821897219,1172610413356554,761729408560878,962682510401278,1092865667584408",,,,recOqH03igrM2Urj4,,4AD305,,Published
874406320909098,"Adults (31-54)",1212005456553071,,1081834932991779,,,,,,,,"757989986692540,1128704737609004,1272557250166706,1210250305509510,1217211341955511,1113342189645613,1156322445305197,906124615204603,594606264685919,540866542533436,1081615978709955,983357706289803,761729408560878,597273584134874,623211094881349,1124936156339923,927583086660595,834474801815094,570279198497703,1049979809257514,1171041183154896,1073305429578122,937541358474144,1280199390097891,927525077065562,1124712566709259,758678154564108,1225681361275050,864041028832460,891245636047663,1134389546347902,892242290030635,935391639326831,891803649812249,949725297401271",,,,recPAUOlGmwnRS0vv,,B22720,,Published
874243235517809,Refugees,1150913699729234,,1081834932991779,,,,,,,,1310340922667081,,,,recPBGl7L7MIt1R5O,,3F8B47,,Published
877937700279294,Vaccinations,806935508227949,,629864383953331,,,,,,,,878843131559556,,,,recPCdVBhweUH0hT6,,2ED5FB,,Published
878273983731439,"Peer Recovery Coaching",600702532354257,,629864383953331,,,,,,,,,,,,recPETPANjrWa6AVO,,734BFD,,Published
888476474892241,"Help Find Childcare","1294707318379665,1228385258535588",,629864383953331,,,,,,,,,,,,recPMiYKkFD9krJHy,,ADCBAC,,Published
893915418546777,Care,,,629864383953331,/uploads/images/1613686216category_logo_893915418546777.png,/uploads/images/1613686216category_logo_white_893915418546777.png,,,"Services for animal welfare, residential caregiving, daytime caregiving, adoption & foster care, building support networks, end-of-life care and help navigating the system.\n",,,"1227451026876891,954742655318156,1102203467116873,982207553498582,1108394531508208,1205746962140909,1122765390786822,1160836319132411,1166038612489262,761729408560878,1108270050321045,785169150627540,1092296589947000,1307844962163383,1311323215134581,859847606001066,1086669106439677,1107196998383990,621585086191000,1185359834982349,890897735410541,631018985097612,598047692449891,1231068953747206,874713157662589,977353834463418,659435743428113,576738057093594,953571703501099,1255828431025209,608162049269761,1013383131036507,1287171138930601,1240192310621331,884736702652661,586528011285719,1066123564126838,1236034161171034,1081615978709955,1118736926815724,1311425782447298,1257941540805584,1012823920759090,1083170236781208,1257354181828621,1156322445305197,858888948104571,1272557250166706,1210250305509510,1217211341955511,1113342189645613,948838805132982,952194300736035,1101657033380655,954262853935362,1204195770141501,573886519226225,1281873572081806,567687090092713,1149133594765984,1054654881182092,993277267161005,1182824915404630,937636854587265,740783063728260,1245580607395005,1194872069892643,744532051423737,917340488183103,1129022337432214,912868472017219,989379893295634,597275938978540,1124936156339923,623211094881349,758678154564108,856388971104613,1316420247965579,970844412851977,871879878241177,851263054981026,1017822050974117,901644988734342,810322998076695,1247609265512489,829979157869352,1262274366963110,1184021119607946,978396734879857,1071954080796084,1247087473794460,1099406667463105,572309695509941,938270944825871,1138527811978367,1063814078946036,736771575912112,1214490568958133,988610275937141,1210054763234429,963084111494175,1156130223734698,1096873514597287,1156734654820399,652787019720552,1065184137544502,886045211613436,1092865667584408,819907567165668,743196443052437,777147158438789,1138627636801968,1169733605000890,988423991733213,648998547696427,623011102913209,660686319121862,960770573404461,1262768275437970,826724564530855,1310979690934901,904936764071739,927357871286669,1135547983717044,659175264242163,1317811461953516,1188657221119765,1275451737359298,1202173337787980,1060415349793008,1156215543966047,822981725695134,808409696885770,1308810783033235,1242580580751174,925576284170577,802059293903880,636366666716828,827054024656401,712328327930380,1184935193727472,642098651199985,710118290554444,1055040381486326,622808373738547,628701475151017,1263413956595979,900585535518556,965489949004254,967551901351951,1162149686222818,1338519459730817,818888507169972,1049343334916651,960670406610559,1106022191121920,855469857598617,1191745074402257,635982208196027,1179791140220795,1179146027456024,790000784900182,1299749997616354,806763348310571,745288994645838,952972807781785,872951114825988,1252250942824064,834804986562892,627561586053944,1297938251275210,1153101336983128,1178657807139643,614660449605719,669665309659481,1150603832651756,1331055862752219,791536876977084,981268426186337,1297071446315488,1097124274962034,957811011700764,1131822692438420,1158805154331276,596509168605852,1224495074701354,1247441946122537,1189862050430597,842118695599527,1206515011255222,1249421918700941,956316316250592,943690370414778,1237618325820422,569171803920168,1091696179482661,1330460837989046,1176914771702299,1248465838378546,822886605211738,1260729084144993,1139491183429250,1261259812177504,971894815669980,795879638840285,1243311965925842,622678818794830,788869158854905,684120515696887,1024506699237541,1296135146920487,677821283847495,858728937671038,957679721511506,1205734509587882,704832527436297,800852356091403,1006868535209989,837150649376459,949725297401271,936906190018086,678336489867060,1102032278098336,954270986825825,768420867308238,1117943724533651,567586810350969,1301180940473100,762286614552841,781718626017793,854557082490435,1215155337816976,944086458634778,1134632582399004,1234290234728766,1277590500374109,1089414876670662,974973185011225,830345150121911,606430121530643,894487344015737,811251791719847,940893098849307,770578690423338,566547951213450,845610250708517,1336040674276309,988299332485221,819876815045177,1179579948367764,906941638249299,1128952488713927,1065774935455892,1096380639922060,1103064722638793,824310285241952,1310340922667081,891803649812249,971959192041438,1161194466996208,876729070668740,1221858333494471,762627227359602,788820780825349,1278346715900586,1191828341135162,915801395995557,843417621771816,997382439625145,827423614142820,998818821487302,617802974901710,1102573292657410,1005856083111610,1048725052232264,1214212862830619,643883051065479,1251282400091320,1300815691678453,634331653721930,739110335088609,1125189538542481,1262432728139962,859784781707721,919789306976808,1340874883349935,1117866913583560,1216919996503351,809925333569605,1281760748874328,768577653576222,783425160906226,1208941632060908,765148434335618,1183846216660530,974276139813148,824258346211268,874318868056401,815127350806373,1212568722090763,1232667842792865,660488487868159,1208455747240239,849020259682919,1146482188745759,914082352772982,992653786137258,911214413937448,1296065204186379,1133049402514864,616524237670756,872607427636909,850826199765599,594081408024759,1118257508626334,907038865795598,586068010954858,868294682470679,1276490106012366,1219965481612856,1287381779305670,1268436437227362,1223343952721664,1167108992028451,935921848165742,786777987046972,1259262671692605,1115001618582576,1266899795743681,637056281967653,654079377709904,641492455035039,798441899320042,797730088708586,568848745429108,1140724818955853,868432737886085,650113925000399,1188051468871668,1128788656579219,668308234545683,788737234026052,764175671702359,905306461107838,1211968393866435,649896826316937,803513081069526,794274095677299,1261327178795055,941820443389996,978561179172265,876544332128595,992280999729878,850067707222254,640682707343284,628467166072226,1338909579517881,893238959562564",,,,recPSarE8EwTjMWcW,,000000,modified,Published
900556679417898,ADD/ADHD,575795542893271,,1081834932991779,,,,,,,,,,,,recPZbDAkYPTYz3HN,,0A2AC1,,Published
911240657187696,Gender,,,1081834932991779,,,,,,,,,,,,recPct3yTse82PCXt,,26D5D1,,Published
913465370653832,"Lung Cancer",1265252182873860,,1081834932991779,,,,,,,,,,,,recPk4vKa9Yn9LBv4,,84D6A0,,Published
895304866977482,"Active Duty",764795942886475,,1081834932991779,,,,,,,,771415038083007,,,,recQMFvpxP7mf1KXf,,7B3810,,Published
896905506493054,Race/Ethnicity,,,1081834932991779,,,,,,,,,,,,recQOFPc6fNMGJT7h,,A76CF4,,Published
897715506052490,Transit,,,629864383953331,/uploads/images/1682361843category_logo_897715506052490.png,,,,"Services for bus passes, transportation to school, healthcare, appointments and more. \n",,,,,,,recQPG3d10rqBV4xZ,,34f0c1,modified,Published
916838906992046,Leukemia,1265252182873860,,1081834932991779,,,,,,,,,,,,recQaZHkoDy62RYjV,,440B38,,Published
907018824409869,"Alternative Education",1132205886737577,,629864383953331,,,,,,,,,,,,recRLfHYWgX5dfH7w,,D3E411,,Published
913953119512423,Alzheimers,1276982655382389,,1081834932991779,,,,,,,,755893450919058,,,,recRSeIoqEyLRPuC5,,7F7049,,Published
929417499509486,"Screening & Exams",976566727118378,,629864383953331,,,,,,,,,,,,recRcb6FBNpBSHCFV,,B36011,,Published
931319187808426,"Foreign Languages",1132205886737577,,629864383953331,,,,,,,,,,,,recRhAFkrClWgGATV,,A462E4,,Published
932692693517000,"Vaginal Cancer",1265252182873860,,1081834932991779,,,,,,,,,,,,recRhNPQlS7LRTzIF,,58D1E2,,Published
938191190087284,Mothers,615363042499687,,1081834932991779,,,,,,,,"1247087473794460,785571229155728",,,,recRmQg4RVvoWmHeJ,,4B517F,,Published
940079755845898,"Young Children (3-5)",1212005456553071,,1081834932991779,,,,,,,,"1297938251275210,1272403811888637,827054024656401,905712024453663,811588311148333,592279932552007,876118989495452,1194227911974076",,,,recRoT7we9IwRx0gD,,1A66EE,,Published
892728609485756,"Enrolled in Vocational School",1210543691411181,,1081834932991779,,,,,,,,1217517912625492,,,,recS5UrQAgGMCjUrt,,9C6A0D,,Published
928634817824512,"Help Pay for Healthcare","798567761994199,975831365187379,879394671891223",,629864383953331,,,,,,,,,,,,recSZLa4szUxIUWIR,,BDA337,,Published
946916902767009,"Diapers & Formula","1150739665501290,1175009392627115",,629864383953331,,,,,,,,598893344627449,,,,recSkXdhvfJOJvT1w,,763D9E,,Published
948368144575516,"English as a Second Language (ESL)","1132205886737577,929417499509486",,629864383953331,,,,,,,,,,,,recSp4hts6c0FCIoj,,6B20F5,,Published
955005533722335,Mentoring,1275047956986417,,629864383953331,,,,,,,,"876179328673488,963242266021755,1267873191960879",,,,recSqr3Y5sKLgUALK,,0FFCBF,,Published
918504197761606,"Help Pay for Work Expenses","832122112723102,798567761994199",,629864383953331,,,,,,,,,,,,recTCkDv2oLiuPn5L,,343AF2,,Published
918424242217476,"Home Renters",817592898756695,,1081834932991779,,,,,,,,,,,,recTFHrKSRrEzYJaj,,2EF398,,Published
938367961957346,"Pain Management",806935508227949,,629864383953331,,,,,,,,,,,,recTZHn9eNJCro3rj,,A2D8B6,,Published
969755667750581,"Emotional State",,,1081834932991779,,,,,,,,,,,,recTyNTkNKnG9GTnQ,,4BF4A7,,Published
915117964681420,"Near Homeless",817592898756695,,1081834932991779,,,,,,,,"991462076076973,739062573866794,605385202624201,1003036537750667,1107276468708862,643156433763559,603580181050118,848785574110592,1276572352527456,762793386869132,792936164198567,1141602848810845,891639566314809,1164412528090303,1200468711293825,762627227359602,788820780825349",,,,recU6cqPHAfx8s7SZ,,977CD1,,Published
931128613729617,Students,,,1081834932991779,,,,,,,,,,,,recUJA91Ts7OGoMTM,,F3BDB1,,Published
933354645704301,Mediation,841905613386238,,629864383953331,,,,,,,,,,,,recUJQriXHrimjFvy,,BC872C,,Published
939814378938335,"Weather Relief","935458216016910,859021943105649",,629864383953331,,,,,,,,,,,,recUQKvzoxFNjBqb7,,2E14C0,,Published
943793802429235,Survivors,,,1081834932991779,,,,,,,,,,,,recUQtq3ugB9ACqRs,,1B6918,,Published
950554442307560,"Medications for Mental Health",792078943886000,,629864383953331,,,,,,,,,,,,recUYlCIiX5Ri2BTx,,48B634,,Published
929932272422839,Income-based,996413864069591,,1081834932991779,,,,,,,,"985958129077094,795787284434998,988299332485221,788331982799867,626995528078756,1250347715174689",,,,recV9tzgUG1yyiBuE,,7E356E,,Published
937614928620819,Unemployed,772638817096683,,1081834932991779,,,,,,,,"924549516555160,643521097828873,1158592707921959,825698319066110,1089668903464175,1095680012179849",,,,recVBgzVPUEUcwmQm,,76A290,,Published
938095594545503,"All Cancer Types",1265252182873860,,1081834932991779,,,,,,,,,,,,recVBs2UbDjKb9NA5,,0B1F16,,Published
944127246528233,"Food Benefits",1320302684728105,,629864383953331,,,,,,,,785571229155728,,,,recVHpW33jKjUGABI,,9A6CA3,,Published
950245001314883,"Post-Adoption Support",839753638188280,,629864383953331,,,,,,,,,,,,recVT84qoMwrRSklg,,A605F4,,Published
958152786056493,"Efficiency Upgrades",605525374389695,,629864383953331,,,,,,,,,,,,recVXZkJKxJs0DJbq,,ABCC81,,Published
966489790841437,"Head & Neck Cancer",1265252182873860,,1081834932991779,,,,,,,,,,,,recVd9Dg8q0z8FjN9,,E5D3BC,,Published
969114221652955,"Transgender/Gender Non-conforming",911240657187696,,1081834932991779,,,,,,,,"890516898015838,1102764489219960,829979157869352,1166513065360124,905246821897219,1172610413356554,761729408560878,962682510401278,1092865667584408,794274095677299",,,,recVdOs7V4ZkY7GKi,,3DE7A3,,Published
969962996187719,"Before School Care",1186613002076967,,629864383953331,,,,,,,,,,,,recVeQKfbkuSMissE,,53A836,,Published
989050742720214,Men/Boys,911240657187696,,1081834932991779,,,,,,,,"983357706289803,619865391321510,937636854587265,1184758670431530,659175264242163,1136496312754304,1317811461953516,638870700632782,929579985962021,1156988661828912,1333335607705891,911241036881136,1266964744981497,967262538035937,1121716306827418,1179146027456024,1099503418949118,949725297401271,1089668903464175,772373540242764,757996066878670,911538558546594,1126118557955040,1107517105201722,1155437863225575,647744623033900,967551901351951",,,,recVwXw71MB9YyV3h,,7439B0,,Published
928322341971989,"Skin Cancer",1265252182873860,,1081834932991779,,,,,,,,,,,,recW1QogX01yKnr0m,,81DDFC,,Published
930626679893969,"Resident of 20002 Zip Code",1139839930624727,,1081834932991779,,,,,,,,1202085877211897,,,,recW4Jt6wAyPMtHEO,,AC1240,,Published
952065863425741,"Disability Benefits","1320302684728105,928634817824512",,629864383953331,,,,,,,,941155067424059,,,,recWJDy21XHl6Itgo,,745F61,,Published
981004781284407,Books,"1180601869455614,777005893906972",,629864383953331,,,,,,,,,,,,recWeXlrdH2iBv5i9,,EDE5A2,,Published
982549491856586,Families,1300476128041301,,1081834932991779,,,,,,,,"1287524810502357,1161898129373780,623995531339898,1083170236781208,761729408560878,597273584134874,623211094881349,1124936156339923,920689283541707,1316420247965579,970844412851977,1336452381281967,871879878241177,1017822050974117,810322998076695,1262274366963110,1200334283969211,1242062893800378,1136409058298095,954262853935362,890516898015838,795647463619947,753746449496571,1149133594765984,1089573809572411,795565312115643,1188657221119765,897674219161316,1074220347849802,1133566646559856,827054024656401,712328327930380,642098651199985,622808373738547,628701475151017,818888507169972,848785574110592,960664065602895,926618827303169,718763768520855,1228983284901807,987823009683776,1109535799611317,957679721511506,1277554928342075,1102032278098336,1172189593592063,1273412412302024,1246421144702219,650989691735486,1089414876670662,830345150121911,867803749314522,1065774935455892,824310285241952,876729070668740,762793386869132,792936164198567,1141602848810845,891639566314809,1208941632060908,1251032317225019,1227144157948013,928437024657296,590856913957665,821975197328764,892274678523551",,,,recWehkJ11YwWMVXj,,1CD78B,,Published
985705289030137,"Disaster Response",1169956847122981,,629864383953331,,,,,,,,,,,,recWibSBPyDazh5N9,,CE9F5C,,Published
984305979777658,"Anyone in Need",1198680311005259,,1081834932991779,,,,,,,,,,,,recWjKJ6lp3NXZCWX,,3267BE,,Published
935458216016910,"Community Support Services",893915418546777,,629864383953331,,,,,,,,,,,,recX209OQebGSP9pZ,,EB5471,,Published
964978986111653,"Disability Screening",1235658330362031,,629864383953331,,,,,,,,,,,,recXIlkf9yDEnhCZ5,,632875,,Published
970576219428839,"Adoption & Foster Parenting",839753638188280,,629864383953331,,,,,,,,,,,,recXOjWd880iUI1VO,,F854AA,,Published
975831365187379,"Emergency Payments",1169956847122981,,629864383953331,,,,,,,,,,,,recXVVrTC7jPkipmY,,9E6641,,Published
1000668362731472,"Resident of 20010 Zip Code",1139839930624727,,1081834932991779,,,,,,,,1202085877211897,,,,recXoTuXa7duZzVPH,,19C4F7,,Published
1005131331152756,"Public Benefit Recipient",996413864069591,,1081834932991779,,,,,,,,1102203467116873,,,,recXuHW2esFdkIZAj,,0E6883,,Published
950583367157610,Language,,,1081834932991779,,,,,,,,,,,,recY0vH5a7kYriuV2,,DC46AE,,Published
950295775722822,"Brain Tumor",1265252182873860,,1081834932991779,,,,,,,,,,,,recY4FzDG8gsnrPM4,,AD850D,,Published
980955652303843,"Youth Development",1132205886737577,,629864383953331,,,,,,,,,,,,recYOnTn29FnwfnJg,,FBB479,,Published
978140125912052,"Privately Insured",820647015810178,,1081834932991779,,,,,,,,"1135119642997578,1229961680483259",,,,recYR5KT1okMs5Ogz,,13329C,,Published
985893316061112,Homebound,1141891580359737,,1081834932991779,,,,,,,,954742655318156,,,,recYUdNk3nlFbHPcz,,D6BA2A,,Published
982524299511218,"Montgomery County, MD Residents",1139839930624727,,1081834932991779,,,,,,,,"1091696179482661,822886605211738,795565312115643,781718626017793",,,,recYV6dpsDq7ZcqQl,,9E45FE,,Published
986852647663353,"Foster Youth",1167028395080754,,1081834932991779,,,,,,,,"914082352772982,992653786137258,911214413937448",,,,recYVam7F6bTrrUP5,,703F86,,Published
976566727118378,Education,,,629864383953331,/uploads/images/1613685455category_logo_976566727118378.png,/uploads/images/1613685455category_logo_white_976566727118378.png,,,"Services for preschool, after-school, special education, help finding school, help paying for school, alternative education tutoring and more. \n",,,"1144935558772710,766179643113383,896834539658723,810657067829775,605021814890791,749482802649696,1185047725805350,1012823920759090,665233370065008,1204195770141501,573886519226225,667387929525624,810458383121333,905712024453663,753746449496571,786774420218226,775374911143656,937541358474144,937636854587265,1124640120854271,1229847373733252,597273584134874,1194227911974076,801918885732334,588450653794139,810322998076695,978396734879857,665741809852890,1161698203083101,685001040442233,838439633965089,736771575912112,988610275937141,619066407387390,944570500482284,1156734654820399,725328222364770,830255620342454,674097006531397,1089573809572411,743196443052437,1298470590884073,933068702398710,789962433738515,1242086127856640,1188657221119765,757359275699925,978727751545440,965942393503991,645694919920041,1198304800320219,862710749221593,1133566646559856,958235862658517,827054024656401,712328327930380,621922475876912,757969294952221,833282615728356,1263413956595979,900585535518556,1233124771884739,837177248603522,882832254990502,857757181402658,1300315858753679,856224619170449,952972807781785,614660449605719,823287765002075,1272403811888637,1115773035158894,1244177955657488,824403148838289,1222343403264201,782329565925103,828103015767690,609280054378490,1227270113734434,795879638840285,788869158854905,1258369939351491,595082261115094,1246702555861620,1185563905796881,1217517912625492,1172189593592063,1089414876670662,956603811443415,1173270438890110,975549781096583,1208941632060908,1133049402514864,616524237670756,963242266021755,1267873191960879,768069481383101,1243005448190685,1219965481612856,1079413184215525,544257595598049,616328908124765,850067707222254,968170375832858,1337736663266538,689392643888484,1232646715498091,1261952699824933,765859355729308,811588311148333,958856187058355,1338909579517881,793641507311678,1142869830287216,741287798283565,1247040460584228,948867860648638,649333124993994,1283470092849322,1192051503017633,1143825745813859,1296908548961437,891639566314809",,,,recZBbG30UAmpVrWl,,000000,modified,Published
977758856598128,"Virginia Resident",1139839930624727,,1081834932991779,,,,,,,,1206515011255222,,,,recZBo5yFNDLWz4Sb,,3E18D2,,Published
990781435512013,"Developmental Disability",1141891580359737,,1081834932991779,,,,,,,,,,,,recZQUxHVKNE74Wxq,,96EC8B,,Published
994637796113653,"Resident of 20005 Zip Code",1139839930624727,,1081834932991779,,,,,,,,1202085877211897,,,,recZRvLDXZWSILCTq,,B61D75,,Published
996413864069591,Income,,,1081834932991779,,,,,,,,,,,,recZWRmqalKSEFZ0o,,E947E3,,Published
1005108170468430,"Throat Cancer",1265252182873860,,1081834932991779,,,,,,,,,,,,recZc3YmPlQY0MiX2,,980803,,Published
1010831804503850,Caregivers,615363042499687,,1081834932991779,,,,,,,,"960770573404461,998881009851013",,,,recZfQAJCh8Jh6YSx,,A61F0D,,Published
1024212243896240,"Ovarian Cancer",1265252182873860,,1081834932991779,,,,,,,,,,,,recZpqTAACAMoNFqn,,0EBE75,,Published
1087763039912019,"Clothes for School","1150739665501290,777005893906972",,629864383953331,,,,,,,,,,,,recaiy6sEl4DfQeUE,,4561DE,,Published
