id,location_id,service_id,organization_id,contact_id,service_at_location_id,number,extension,type,language,description,department
323,856126341619748,,,,,301-294-0897,,fax,,,
324,1166838878012103,,1165920736845072,,,"(202) 387-2222",,,,,
325,,1314427687239600,,,,"(866) 724-1805",,,,,
326,572381295862246,"783798317190015,757050460311671,1285397708822108,771378282180941,647361700663696,1336511977669058,656905764489449,1332741706053106",577764298046742,,,202.355.5155,,voice,,,
327,,789912082269332,855094084464049,,,301.468.6280,,voice,,,
328,,"1298309949522497,1128282500996664,948283799474714,883344454564664",791950857737387,,,202.658.9599,,voice,,"Intake line",
329,959373006921454,,636426656659289,,,"(202) 465-8794",,voice,,"Office line",
330,764854375292129,"633702102837581,1136637606616454,759287871630149,1273431636145481",682552065545256,rec8MIyotOye1uWWG,,571.748.2674,,voice,,,
331,788509441386056,"1199983060673417,642012149083751",,,,"(202) 234-4863",,fax,,,
332,616652943932532,565809012321458,641527619630164,,,"(202) 678-4300",,voice,,,
333,,,,,,202-448-1455,,,,,
334,,"667209917494721,936510517377927,1095230986476849,1195217931217458,1291991254111763",1061724977026001,,,202-476-5980,,voice,,"Psychiatry and Behavioral Sciences",
335,586004400786711,1277116846663193,,,,"(202) 253-5712",,voice,,"Mobile Unit",
336,,966657126572943,840733417398800,,,"(202) 302-6669",,voice,,,
337,953406517143083,,1300690778936362,,,"(202) 745-8685",,,,,
338,932196643976542,,874969319589202,,,"(202) 535-1000",,,,,
339,743353111808252,"1314823770834798,881012847859169,820685180498221,772580143837637,1123886368027680,862476176486863",976379482380679,,,"(202) 529-2972",,voice,,,
340,,1208776169183354,922709314921881,,,"(888) 793-4397",,,,,
341,984945374868800,,1195870505334629,,,202.232.7356,,,,,
342,848686188808388,"1107243553438801,987007032021851,570068555050262,768832404265850,1266877916484133,951270390830894,831554257615200",877366768823409,,,301-735-0121,,voice,,,
343,988704048030141,,845885697863453,,,"(202) 767-0450",,,,,
344,,,1131980011333623,,,"(202) 232-7320",,,,,
345,1254506542357377,665682144219766,,,,"(202) 727-2832",,voice,,,
346,813926334906214,"1182157958552306,670644496333952,814817282883148,813051911788426",580772169029651,,,202-387-6755,,voice,,,
347,"765115819494380,1183011241112934","571969699128717,1290396892728753",1180598613249590,,,"(202) 529-8701",,voice,,"Ward 5 location",
348,1089405934692969,,801265724461963,,,"(202) 686-4850",,,,,
349,1140332291662029,,1120305351510755,,,"(202) 554-2926",,,,,
350,979563581148756,,1140996665222837,,,240.491.5754,,voice,,Membership,
351,1235846186580133,,,,,202-885-9613,,,,,
352,873273529728080,596474071852609,889845893875767,,,"(202) 269-6623",,voice,,"Academy of Hope - Northeast Site (Ward 5/Main site)",
353,873273529728080,596474071852609,889845893875767,,,"(202) 269-6632",,fax,,"Academy of Hope - Northeast Site (Ward 5/Main site)",
354,585101162574385,,1323195974089796,,,"(202) 713-0475",,voice,,,
355,,754669198968415,840733417398800,,,"(202) 851-3278",,voice,,,
356,1262539583552576,,,,,202-895-3860,,voice,,,
357,828471643877342,,1146223650874517,,,"(202) 529-5261",,voice,,,
358,"608497828316445,1282997809596504","1172793580060024,569770427910971,1229131972445514,1311031611561841,1086482131081597,688871630742360,1166105214343141",964889233755760,,,"(202) 470-1534",,textphone,,,
359,1264011549910449,"1137250454182986,644620777168393,822696272964380,1111524873166786,856596013009881",,,,"(202) 706-7150",,voice,,"Main line to Asian Pacific American Legal Resource Center",
360,,,,,,"(202) 420-7122",,,,,
361,1321118518935089,"884244585280076,767255821745825,989819878149890,658231090559812,947357493854904,1173963793862866,970377297500925,1107634998787398,1127640457224641,762171918332918,678882337307747,964012421803449,1201397185768590,785647685413221,833788770520302",970560028876577,,,"(703) 896-7918",,voice,,"Main line for JSSA in Virginia.",
362,,789912082269332,855094084464049,,,703.652.1510,,voice,,,
363,1282660521731521,"825451959778479,1282686227944763,1164661927797269,1106419147216738","761153930697275,1061460575455807",,,202-399-7093,,voice,,,
364,833655491101686,1098998360726289,795756022910298,,,"(703) 444-7009",,voice,,"Ayuda VA office",
365,1163808823186351,,636208133431880,,,"(202) 806-4564",,,,,
366,728145736382163,,809193297555798,,,"(202) 328-1371",,textphone,,,
367,,767585807206000,,,,"(202) 469-4699",,,,,
368,818820237164190,,1140996665222837,,,240.821.5816,,voice,,Membership,
369,,1234003496832541,1323195974089796,recNcZ2bg7PrGh0mp,,202-344-7849,,voice,,,
370,,915917142791989,,,,"(202) 508-0500",,,,,
371,1188102183681608,,606159111308029,,,"(202) 550-4547",,,,,
372,,834471316045858,855094084464049,,,703.537.3071,,,,,
373,,,1318451956583107,,,202-347-5476,,fax,,,
374,,"1282487813090005,616047069998063,993493444765030,1141624870158332,1147690047097756,644091225156703,1280474482709655,588693422814528,955710918748274,1289508652850921,602724412494897,1106771248483191,893746684671899",855094084464049,,,301.255.4200,,voice,,,
375,1293474810072073,1203671009935370,840733417398800,,,844-370-6201,,voice,,,
376,1118428224846105,,1196862576129712,,,"(202) 667-7001",,,,,
377,,"672539129008408,1080520592440176",,,,"(800) 799-7233",,voice,,"National Domestic Violence Hotline",
378,861096970014349,"880988285788628,895095793944105,1054723852607588,937354212048327,1219974334671075",1253319258586656,,,202.562.5576,,voice,,,
379,,637918031832415,1323195974089796,rec9swbUhRkvidLQO,,"(202) 424-8697",,voice,,,
380,1254506542357377,665682144219766,,,,"(202) 547-1619",,fax,,,
381,"861447627614096,920364967013405","1281204672852064,673534610271949,953777853543160,899463533628469,874272763703793,1332300140733520,771396624281852,1123263717880462,1222426882848143,846445553337660,784403343985076,1070582664052295,615186024715740,1105865058729494,946643663102938,651208869509343,1149122872651888,666406976354887,741770132344686,638393936667053,1157294466052185,968013894798831,633712201049185,1250906881501241","833556938177872,883186000200856",,,"(202) 232-6100",,,,,
382,,993349225663598,1006551858895588,,,"(202) 715-2658",,voice,,,
383,948736838709158,653858529595915,,,,"(202) 889-7702",,voice,,,
384,638793416229400,928788698938707,804221482345419,,,"(202) 727-8473",,,,,
385,1220017101351760,"1190183438277072,847425752356331,871817666202986,800290835408679,1012930231616826",1043249662316489,,,"(202) 835-8376",,fax,,,
386,,,1140996665222837,,,571.210.2521,,voice,,"Culmore Worker Line",
387,1191165945054651,"1182157958552306,670644496333952,814817282883148,813051911788426",580772169029651,,,202-518-0456,,voice,,,
388,656132195479560,,608021838760746,,,"(202) 562-6339",,voice,,"Paramount Baptist Church",
389,1261619093567791,605724148465394,1180598613249590,,,"(202) 635-1900",,voice,,,
390,1112335428289741,567631577251008,1107997028998056,,,2026359050,,voice,,,
391,773029335736391,,,,,"(202) 547-7777",,voice,,"Emergency line for Project Safe Place at Sasha Bruce",
392,"938406735971229,1133664511724903,793256928193231","1318218238602449,1007199538654431,1237806236278461",640186123610411,,,"(202) 462-7275",,voice,,,
393,994308933727557,"1174068491618790,642601279257974",1150695227682882,,,"(202) 561-4024",,fax,,"Outreach Center",
394,1159564548417950,"1088833752301562,871635119190314",1323195974089796,,,"(202) 462-5696",,fax,,,
395,939050372857166,,1140996665222837,,,240.491.5772,,voice,,Employment,
396,,"1282487813090005,616047069998063,993493444765030,1141624870158332,1147690047097756,644091225156703,1280474482709655,588693422814528,955710918748274,1289508652850921,602724412494897,1106771248483191,893746684671899",855094084464049,,,703.425.0999,,voice,,,
397,,"858697878378487,943922015489393,787765929715080,877620900930693",855802893163707,,,202-882-4600,,voice,,,
398,,1229115016596631,,recCKim3qYzZkNKzm,,"(202) 830-3516",,voice,,,
399,,924435449967844,840733417398800,,,"(202) 748-2611",,,,"DV Support line",
400,"788509441386056,818839794992906","1199983060673417,642012149083751",644694600510926,,,"(202) 234-6855",,voice,,"Main Line",
401,1298013609220199,,1213058378158421,,,"(202) 442-4400",,,,,
402,,1342596886767460,855094084464049,,,"(301) 255-4250",,voice,,,
403,1201917781354008,,647276391431213,,,"(800) 833-3722",,,,,
404,1220839720071176,,777796010868947,,,"(202) 673-7440",,,,,
405,,,1211152552512890,,,"(202) 576-3102",,,,,
406,"831454623275466,1274749149318878",940345726334678,756001362836549,,,"(202) 332-5000",,,,,
407,,1316831396089328,,,,"(202) 508-0500",,,,,
408,536496426622681,,1286410465547920,,,"(202) 698-4350",,,,,
409,806538913069520,946406110593174,919690199169575,rec7g4SGF7AUKRZJ5,,703.799.8830,,voice,,,
410,796479538430138,,562836772362344,,,"(202) 367-1119",,voice,,,
411,,"942712017441428,910741093310618",769893937425938,,,"202) 204-5008",,voice,,,
412,"931728525653879,1053529725692782,647497712481280","940202748401268,813553671875388,806428640646955,1109436994306012,718050681265809,1224083578603659,1214476217655096",,,,"(202) 832-6577",,voice,,,
413,1207006040801026,,891609880372190,,,"(703) 207-9204",,fax,,,
414,1234289739881760,,996759849305541,,,"(202) 678-8877",,,,,
415,920572231138004,"634028809032783,1024397676156151,1279217562065520",787727417537507,,,"(202) 525-3467",,voice,,,
416,,1179313324156762,801110030219864,rec0UqrGES3BaEYup,,(202)503-1524,,voice,,,
417,,"730763164086236,1285350837219213,561778285748604",1219589148672769,,,"(202) 855-1234",,textphone,,,
418,912957411649595,,1195870505334629,,,202.844.4000,,,,,
419,,1178649951131958,,,,"(202) 888-4834",,,,,
420,,639340474137848,,,,"(202) 469-4699",,,,,
421,1091888223201074,1090898575973829,1140996665222837,,,571.320.1759,,voice,,Membership,
422,"1209121324412172,668036601632538","1224104445658687,612611049847328,1249294483746869,972989260139901,576988108950338",1187372282686349,,,"(202) 842-1112",,,,,
423,1328933813930427,,584105465886479,,,"(301) 386-9400",,voice,,,
424,875107767611380,"1172793580060024,569770427910971,1229131972445514,1311031611561841,1086482131081597,688871630742360,1166105214343141",964889233755760,,,"(202) 280-6899",,voice,,,
425,,1207414557990697,801110030219864,rechruomE12zSV1t8,,"202) 503-1521",,voice,,,
426,"1207006040801026,1162558264395905",813497895890135,891609880372190,,,"(703) 207-9173",,voice,,,
427,763729877559385,"713046095331473,1082503758750664,1220807689850937,855252238426842",1169351687674186,,," (888) 327-8060",,voice,,"Toll free",
428,1044869288351593,"599402007780126,907595418658961,822492274972082,845758882609427,1216556310653957,1180091016211141,984528775573917,586827752329383,789715981823462,793847249153498,915711679952561",802521051916688,,,"(202) 546-1512",,,,,
429,547920365968268,"657511678545226,688139575815288,810344496794884,821980999983631,1115196970236426,738209311024775,1100791575997951,1225863118799944,1251743719079225,1083719705858867,607894816484467,882877789489952,615976785591225,900680386991276,1273385977104878,1094845253700469,626403044236059",1116810105858975,,,202-328-9799,,,,,
430,1283411988337750,,1140996665222837,,,240.670.4847,,voice,,Membership,
431,818839794992906,"1199983060673417,642012149083751",,,,"(888) 793-4357",,voice,,"Access Line",
432,1251056114217612,1270127715145648,919690199169575,,,703.765.0909,,voice,,,
433,,,840733417398800,,,"(202) 420-7005",,,,,
434,1179332074138565,,1200954196071495,,,"Phone No: (202) 638-0750",,,,,
435,,,,,,202-829-8900,,,,,
436,,948956237360164,840733417398800,,,"(202) 545-2024",,voice,,"Energy assistance program",
437,901614727736762,,1279370086426568,,,"(202) 292-4401",,,,,
438,620132940242525,"635136975520891,960651180984847,605860875832060,1197999240060381,1163350819971430",1220981589179778,,,"(202) 574-6000",,voice,,,
439,1147823510376197,"838994053401205,1239721554358448,648224105090520,1172561205584676,1052496292978459",1138775501034023,,,202-234-9404,,voice,,,
440,,,,,,"(202) 347-8870",,,,,
441,741750394643085,990367220887588,805167768269068,,,"(202) 289-1510",,voice,,,
442,1161640092680179,,1326157862705937,,,202-581-0496,,fax,,,
443,1166799153375505,,769893937425938,,,202.610.0066,,voice,,,
444,,"775111969675006,836738857450646,937486843530248,911181735974447,642284944498747,1230658202367837,639467846851619,714211448512130",810479025131545,,,"(202) 232-8150",,voice,,,
445,,585407675930864,1326157862705937,recvlIvV35J4t1Zx5,,202-639-9762,,voice,,,
446,579382634687033,,,,,202-289-4595,,fax,,,
447,561801011049427,,929124125579243,,,"(202) 726-0800",,,,,
448,602791638266539,1109924174096172,1326157862705937,,,202-464-9200,,voice,,,
449,1108850981657232,"672539129008408,1080520592440176",769893937425938,,,202.624.0010,,voice,,,
450,1264011549910449,"830080281630476,1348541466880314",1141864402494387,,,"(202) 393-3572",22,voice,,,
451,,"872556751746749,812376267113321",1323195974089796,recX2toDOp0HKLNvq,,"(202) 695-1278",,voice,,,
452,,899139018547334,,,,"(301) 984-1742",,voice,,"JSSA Premier Homecare",
453,,,1043772486617212,,,"(202) 469-4699",,,,,
454,1254506542357377,665682144219766,,,,"(202) 727-2833",,voice,,,
455,890234129642572,981580900656027,617116824616756,,,"(202) 829-0420",,,,,
456,1170113060894673,"942312969809968,921815945825806,1181081521839444,1096755308957020,1119079742925957,890398981649041,543629082697964,1241974546153013,787452341993968,1235636405349063,674557198522049,1122242214354849",887352348953420,,,"(202) 667-3706",,fax,,"Main fax number",
457,"646558365152210,632725434790464","853468345123345,1106083468244471,780286718217610,785698484366760,810358604812792",1168436736852155,,,"202 - 483 - 5800",,voice,,,
458,1218038521689235,1277276480508566,,,,"(202) 726-2203",,voice,,,
459,"644198517647426,635908414118431","765864786771732,1161420907803778",872299181857178,,,"(202) 839-3076",,voice,,"OIC/DC Headquarters",
460,1256916637146639,,919690199169575,,,7036192800,,voice,,,
461,847752209986828,,,,,"(301) 297-4050",,fax,,,
462,,"1166106416739636,1220865966040605,856023638190230",1007623446966696,,,202-526-3685,,voice,,"Outreach center",
463,1348564381004436,"1295568882348530,1098880366371154",1091687465844379,,,"(301) 424-1130",,voice,,,
464,936750287730760,,1235926278832683,,,"(202) 785-1670",,,,,
465,,850061472824026,,recSlNO43MW6cfvIE,,"(202) 400-5194",,voice,,,
466,1159564548417950,"1088833752301562,871635119190314",1323195974089796,,,"(202) 319-2225",,voice,,,
467,1199654488652628,873611419029370,572890347249315,,,"(703) 379-9195",,fax,,,
468,716790716916689,,,,,"(202) 396-9330",,,,,
469,818820237164190,,1140996665222837,,,"(240) 491-5784",,voice,,Employment,
470,,,1318451956583107,,,202-783-0101,,voice,,Outpatient,
471,1287901333269561,"1195448583131416,928612911758060,944036937200998,845999906983085,803655377623585,929396265497963,956658240049666,1292756176570822,819327215791900",1093127605400642,,,"(202) 434-2120",,voice,,"AARP Legal Counsel for the Elderly main line",
472,,,,recbC5uCUJvukSGvU,,202-624-1550,,voice,,,
473,876397346396032,615519347288251,791950857737387,,,202.248.0496,,,,,
474,"646605477191198,870889793389860,773029335736391","1249532731729968,1066884473551582,865371846794230,1119090357480675,753964791303094",1306699628219808,,,"(202) 675-9340",,,,,
475,771897230838212,"1076980913864779,810517634677025,1297058844905012,1188218787305496,824247975076202,1142076553934088,1146566781515189",1230770757213322,,,"(202) 626-0700",,voice,,,
476,867745425991207,,726173106231202,,,202-842-1731,,voice,,,
477,959978038980815,597026276891169,1326157862705937,,,202-388-4300,,voice,,,
478,,1106825602268001,1061724977026001,,,202.476.5000,,voice,,"Hospital operator",
479,594960886051316,"1296433586474206,916436632015801",761153930697275,reccuMeNSpZ2syPvi,,202-562-3800,,voice,,,
480,1205522007643431,1225675874740777,,,,"(202) 525-4864",,voice,,,
481,,805523882999344,,,,"(202) 543-9355",,,,,
482,,1300980508291929,,,,"(202) 733-2741",,,,,
483,616405328742379,,1118282953085799,,,"(202) 797-8806 ext 1311",,,,,
484,656132195479560,,608021838760746,,,"(202) 562-3653",,fax,,"Paramount Baptist Church",
485,1101386810121427,"927643315007217,902098981922569,1290043633447090,1138943294791040,1181830707554784,1153502278841700",1164024351359039,,,"(202) 645-3200",,voice,,,
486,813250237828389,,930909694635560,,,"(703) 339-5161",,voice,,,
487,834887345290440,"1313580838903453,920302771339848,1293112150353032,939239658768708",623502983860633,,,"703) 836-1021",,voice,,,
488,"1273044419277442,1091888223201074,1240567562394258,818820237164190,1283411988337750,979563581148756,939050372857166,1318390042587758","1241641820248132,834347484127358,914537946909052,627323919512057,886788508609002,1216690927743518,881475888864647",1140996665222837,,,"(866) 765-2272",,voice,,"All centers",
489,,585676804126726,,,,"(202) 508-0500",,,,,
490,770635363010046,"956817646477291,822106893088278,609582364629457,1060160690284572,800106312438349,743182672086208,995363917586083",605134586578120,,,202-803-2340,,voice,,"DC Phone",
491,1052806219928789,"920973469831730,1007199538654431",640186123610411,,,"(202) 398-7275",,voice,,,
492,,"1172793580060024,569770427910971,1229131972445514,1311031611561841,1086482131081597,688871630742360,1166105214343141",,,,"(202) 470-1534",,,,,
493,1116781625364190,"770135966287034,831138417529715,1211572108731192",844234717265246,,,"(202) 396-1200",,voice,,,
494,,,,,,,,,,,
495,876205598154141,,610643317850454,,,"(301) 441-2368",,,,,
496,1297060122320888,,624726610902590,,,"(202) 939-2402",,,,,
497,1012923803825523,662641889613680,1331447374298751,,,"(202) 635-5953",,voice,,"Anchor Counseling Services",
498,878783319164190,,1180598613249590,,,"(202) 362-2587",,fax,,,
499,,574349076267569,,,,"(202) 508-0500",,,,,
500,,768961725734908,1204249190863211,,,202-397-7300,,,,"East River Family Strengthening Collaborative, Inc. (ERFSC)",
501,1295311939008541,"926396312659010,906107564923489,1282973947484780,935467815186616",935708179993271,,,202.526.3020,,voice,,,
502,1286648129611472,"789456565791843,910059099567277,859629175967195,1178096298000358,979536491529478,813064675400914,1299121197634961,818563649469922",727757843857751,,,"(202) 889-2213",,fax,,,
503,"778459456343468,885824420758755,835499994326344,877263478223136,680609348421278","853798812414411,1108884623053766,895467915545937,1277069302008536",,recUGd1k63xKXonJW,,202-832-9400,,voice,,,
504,1182935368999640,843621219939860,1331447374298751,,,1-800-217-4273,,voice,,"Toll free",
505,1295023062659721,,,,,"(202) 562-6860",,,,,
506,984058750613797,"592511260613384,1239703812521018,849919523533582",900455754248217,,,"(202) 628-0009",,voice,,"Asbury United Methodist Church",
507,"947853021041099,1189388637168303","1140570813901169,627629263527494,1243832082519507,841132371028942,705771849785076,581022793280171",574964812525513,,,"(202) 667-7006",,voice,,,
508,1128869310018968,,1119446546918981,,,"(202) 518-6414",,,,,
509,614054990318357,724876636641588,,,,"(202) 724-7000",,voice,,,
510,"836904778271068,621638073150979,1261460579474983","1209187247938710,607074649518713,792954474348824",612828763371641,,,"(202) 462-3375",,voice,,"Mazique Parent Child Resource Center",
511,1109469871110801,,1185296657231877,,,"(202) 338-3100",,,,,
512,,985132906099195,,,,"(202) 469-4699",,,,,
513,,1090898575973829,1140996665222837,,,240.560.2272,,voice,,"Citizenship Program",
514,931886810745529,"978590256683513,647772152541651,647183151936796,1305546200651894,838774263465115",791950857737387,,,"(202) 364-1419",,voice,,,
515,,"730763164086236,1285350837219213,561778285748604",1219589148672769,,,"(202) 269-2277",,voice,,,
516,955920420939787,653858529595915,,,,"(202) 793-2141",,voice,,,
517,818297935399976,605446506944549,,,,202-524-4344,,,,,
518,,,647476689662846,,,"(202) 238- 4600",,,,,
519,,"1296730701251441,956342437760431",802521051916688,,,"(202) 465-4065",,,,,
520,1273044419277442,,1140996665222837,,,"(410) 732-2694",,voice,,Employment,
521,"595592759444028,612166168856784","646395612481753,807542367996268",1114103792920259,,,"(202) 882-1237",,voice,"en,es",,
522,,"869725690004657,748177592722248",,,,703-896-7551,,voice,,,
523,,985012947614539,1326157862705937,recbSLM4mr0F0tyDd,,301-433-2460,,voice,,,
524,,1234003496832541,1323195974089796,recZRRY7134z8vYAj,,240-903-0522,,voice,,,
525,1272844736960116,,548126332764833,,,"(202) 207-2361",,,,,
526,856110821321208,,1292630118544041,,,"(202) 667-9100",,,,,
527,,1158010282443707,1323195974089796,recqKW5cJ3qMkDCb1,,"(415) 412-3505",,voice,,,
528,,636733000958441,1323195974089796,recsumFWWF6tqz9Fm,,"(202) 660-1636",,voice,,,
529,,586062612640149,840733417398800,,,"(202) 846-8053",,,,"Maternal Mental Health program",
530,965499960712698,,1200699271788672,,,"(202) 527-7014",,,,,
531,1287087731647843,,1274689026716619,,,"(202) 561-3000",,,,,
532,"1238893972656148,847934048599676,916613468118556,545659771156125","893345439899253,593910008000184","890469114349217,1085960322097234",,,202-347-8870,,voice,,,
533,,,,,,202-715-7696,,,,,
534,,777481511640778,,,,"(800) 666-2229",,,,,
535,,920716842267245,1256643221396691,,,1-202-423-0480,,voice,,,
536,1283315251842747,,,,,301-765-5469,,,,,
537,593420875501329,672042329600890,,,,"(202) 299-0827",,fax,,,
538,,"610489256524292,847598884926148",1180598613249590,,,202-715-7649,,voice,,,
539,1204227139966741,938870799038889,778852197302716,,,1-877-508-6667,,voice,,,
540,867188743739885,,1195870505334629,,,2027350979,,,,,
541,814793229124367,,782302579547834,,,"(202) 636-2950",,,,,
542,979563581148756,,1140996665222837,,,301.431.4177,,voice,,Employment,
543,"768639914164498,1052799655566995,956369396938800,956135951962872","1088296624271784,950151604773646,871063337645437,1098665459896297,757455042685009",1091757696945828,,,202.727.2132,,fax,,,
544,916631371752727,,1097944906840777,,,202.467.4949,,fax,,,
545,728145736382163,671724061345975,809193297555798,,,202-333-7273,,voice,,HOTLINE,
546,,"1135905810909481,563588572334023,627760898509669",855094084464049,,,"(301) 738-3252",,voice,,,
547,814720878521693,"1107889620148311,685530407413205,1179815376168159,750164217924618",1195280864464976,,,"(202) 541-6200",,voice,,,
548,,,559497771463092,,,"(202) 601-9200",,,,,
549,1282604214927911,775820607481251,,,,1-888-884-2327,,voice,,,
550,,870219187741961,,,,2024763867,,,,,
551,,1195217931217458,,,,202-476-2486,,,,,
552,,,,,,,,,,,
553,999755198000719,,761153930697275,,,202-610-5900,,voice,,,
554,1108000021700211,653858529595915,,,,"(202) 722-2288",,fax,,,
555,765115819494380,"1052874613014434,1183786146199295",1180598613249590,,,"(202) 289-5690",,voice,,,
556,,821536701651146,855094084464049,,,240.283.1522,,,,,
557,847752209986828,,,,,301-297-4000,,voice,,,
558,,1135875611263139,1093127605400642,,,"(202) 434-2190",,voice,,"AARP Long-Term Care Helpline",
559,,1300052909750200,,,,"(202) 674-3754",,,,,
560,,,,,,202-727-0321,,,,,
561,1199611952924070,662348348100050,1093127605400642,,,"(202) 434-2094",,voice,,"AARP Legal Counsel for the Elderly's Self Help Office phone line",
562,763729877559385,"713046095331473,1082503758750664,1220807689850937,855252238426842",1169351687674186,,,"(202) 678-8060",,voice,,,
563,1091435530922324,"1241641820248132,1216690927743518,881475888864647",1140996665222837,,,240.491.5763,,voice,,"Front Desk",
564,994308933727557,,,,,"(202) 561-0336",,fax,,,
565,691606849422707,958581554726772,1220107638243156,,,"(202) 737-6191",,,,,
566,,573931060003252,,rec7bpBVIsIsemlm1,,202-448-1458,,,,,
567,"856126341619748,1283315251842747",,,,,301-765-5400,,voice,,,
568,791197553917784,647808349539409,606016520179422,,,"(202) 331-1495",,voice,,,
569,"1262159504249540,947434898715713,812882827630009,643145676043430","1224237784751973,923438177610839,881381167741606,1298968199365502,943841633351922,1134694149755541,1072375211967855,632654541686281,1164006971785156",1279230501938511,,,"(202) 328-6608",,,,,
570,1186014650404910,"761018228722418,679830596478752,645384002034771,1135056817241313,644648091160119,1224317983369922,1134361757901839,1248931277100420,734280780069484,1088249391392945",1186080684764999,,,"(202) 939-2076",,voice,,,
571,"629348329513757,964869638930274,1282458965799792","1259349665237657,1189947540122655,969095511875672,739078424499970,580520440912412,637113061667348,872823918122712",840733417398800,,,"(202) 483-8196",,voice,,,
572,,,789345230945555,,,"(202) 678-1993",,voice,,,
573,875107767611380,,964889233755760,,,"(202) 234-0792",,fax,,,
574,586004400786711,1277116846663193,1191261150235856,,,"(202) 889-7900",,voice,,,
575,"768639914164498,1052799655566995,956369396938800,956135951962872","1088296624271784,950151604773646,871063337645437,1098665459896297,757455042685009",1091757696945828,,,"(202) 628-1161",,voice,,,
576,1083708956779513,838392358604924,,,,"(202) 546-4900",,,,,
577,579382634687033,960051770169079,643565902574203,,,"(202) 289-4480",,voice,,,
578,665576595246792,,886723337790722,,,"(202) 730-1700",,,,,
579,1175342324463616,"805800258888513,837954913596387,911320628244521,1252702593988888,942923225062781,867793861079810,860988302609734,801481287749333,931637209705712,955750891211425",584105465886479,,,240-532-7000,,voice,,,
580,574114996921997,1157781613265181,,,,240-764-8274,,,,,
581,1206937936321537,,1130976795185960,,,"(202) 296-5363",,,,,
582,1223680649678241,920928473432747,"874266502610128,592260988502497",,,"(202) 724-5622",,voice,,,
583,,,,,,202.844.4000,,,,,
584,,974562561948426,1013543362848937,,,240-997-0176,,voice,,,
585,"1090162375763715,803276717045236","859897161557047,850523592271025,735696343430795,1255893170172420,747822750998769,784304581015971",1195870505334629,,,202.540.9857,,voice,,"Conway Health and Resource Center - Medical",
586,1315826372203677,"750465787434275,862423770633741,1234340144717096,765387458092097",1287130751059247,,,"(202) 678-2341",,voice,,,
587,959978038980815,,1326157862705937,,,202-388-4332,,fax,,,
588,931728525653879,,,,,"(202) 832-1984",,fax,,,
589,,1086946181218942,,,,"(202) 469-4699",,,,,
590,1150129069386124,"881403344964972,1162907800070547",908300362827413,,,"(202) 667-8970",,voice,,"Jubilee Jobs - NW DC Office",
591,,804741531339742,,,,"(202) 508-0500",,,,,
592,1108000021700211,653858529595915,1341330878033407,,,"(202) 722-2280",,voice,,,
593,,1176014704120176,,,,301-765-5425,,,,,
594,635908414118431,,872299181857178,,,"(202) 373-0052",,fax,,"OIC/DC Headquarters",
595,1268338961312460,,887095601228098,,,"(202) 399-1385",,,,,
596,794801403576891,,1195870505334629,,,202.373.0548,,,,,
597,,1238464725740308,,,,"(202) 838-9283",,,,,
598,,723134469644452,855094084464049,,,301.255.4212,,voice,,,
599,,,592260988502497,,,202724-5626,,voice,,"Department of Aging and Community Living",
600,,1140318024724985,1323195974089796,rec5L2s4leWiTXeRU,,"(202) 319-0422",,voice,,,
601,,767682966554088,840733417398800,,,"(202) 269-0487",,voice,,,
602,,1267195102722768,801110030219864,rec96wCokn8i44HsC,,"(202) 503-1522",,voice,,,
603,,"784062651801689,606631780927132,591961230618386",840733417398800,,,"(202) 232-7777",,,,,
604,1203649171352486,,1182637329109100,,,"(202) 723-3000",,,,,
605,764854375292129,,682552065545256,,,571.748.2600,,voice,,,
606,903707682119815,,775874603891849,,,"Phone No: (202) 797-8806 Ext: 1041",,,,,
607,965470521205325,,1180598613249590,,,"(301) 587-0190",,voice,,,
608,946508354826345,"869725690004657,748177592722248",970560028876577,,,"(301) 587-9666",,voice,,,
609,"629348329513757,964869638930274,1282458965799792","1259349665237657,1189947540122655,969095511875672,1147407982912051,754669198968415,1208776169183354,739078424499970,580520440912412,637113061667348,1249176990484846,918238055415108,615988503257217,1300052909750200,1028365853402776,1035362732313948,586062612640149,727116699390008,924435449967844,966657126572943",,,,844-796-2797,,voice,,"Appointment Line",
610,1228487137683267,888900193677833,,,,"(202) 386-7616",,,,,
611,644198517647426,"1337570408700851,765864786771732,1161420907803778",872299181857178,,,"(202) 373-0330",,voice,,"OIC/DC Training Center",
612,556992607571593,,,,,"(202) 636-4225",,,,,
613,916631371752727,1102556254964153,1097944906840777,,,202.467.4900,,voice,,,
614,1199654488652628,873611419029370,572890347249315,,,"(703) 820-7111",,voice,,,
615,,"615988503257217,1280256361717353,1035362732313948",,,,"(202) 851-3671",,,,,
616,,,,,,301-608-3504,,,,,
617,,,,,,1256565656,,,,,
618,,,,,,9374686975,,,,,
619,,,,,,9374686976,,,,,
620,,,,,,09374686975,,,,,
621,,,,,,09374686976,,,,,
622,,,,,,93746869751,,,,,
623,,,,,,937468697567,,,,,
624,,,,,,9374686975111,,,,,
625,,,,,,937468697578,,,,,
626,,,,,,937468697512,,,,,
627,,,,,,8200594004,,,,,
628,,,,,,9877987,,,,,
629,,,,,,12125551212,,,,,
630,,,,,,08200594004,,,,,
