id,service_recordid,organization_id,program_id,name,alternate_name,description,url,email,status,interpretation_services,application_process,wait_time,fees,accreditations,licenses
322,1059942833740832,1167642613839049,,"List of Podcast to Aid Anxiety and Depression from Psychology Today",,"List of podcast to listen to when feeling overwhelmed ",https://www.psychologytoday.com/us/blog/calmer-you/202004/feeling-anxious-or-worried-listen-these-9-podcasts,,inactive,,,,,Website,"Not Applicable"
323,1061941534457168,1167642613839049,,"Healthy Ageing in 6 Steps. Let your environment do the work.",,"Free online mental health resource for the elderly.",https://www.edx.org/course/healthy-ageing-in-6-steps-let-your-environment-do?source=aw&awc=6798_1601939138_827d5eeea6957a80596076da10a399cd&utm_source=aw&utm_medium=affiliate_partner&utm_content=text-link&utm_term=301045_https%3A%2F%2Fwww.class-central.com%2F,,inactive,,,,"Seniors and elders",,"No Required Documents"
324,1073011654594390,1167642613839049,,"Guía para el consumidor para mantener la cobertura durante la pandemia",,"La guía explica las opciones de consumidores para mantener la cobertura de seguro médico basado en el empleo, o para conseguir nueva cobertura en el NY State of Health Marketplace.",https://uhfnyc.org/publications/publication/maintaining-coverage-during-pandemic/,,inactive,,,"-Not Listed","Uninsured/Underinsured People, Unemployed people, Artists/freelancers/folks outside the formal economy, Not Listed","Website,Printable",Unsure
330,1116075929536675,1167642613839049,,"Support system for individuals living with Lupus ",,"Program aims to provide asupport to adolescents and young adults living with Lupus. They provide social support groups every month, brief counseling over the ""LUPUS HOTLINE"" and aim to create social activities such as summer picnics and holiday celebration in order to provide support. ",https://www.hss.edu/charladelupus.asp," charla@hss.edu",inactive,,,"Education, Mental & Behavioral Health, Socializing (e.g. video calls)","People with disabilities and chronic illnesses/immuno-compromised","Website,Hotline","No Required Documents"
331,1125820698519432,1167642613839049,,"Sick Bed Visioning: Forms to use when supporting people who are ill",,"In addition to forms, this resource includes best practices for caring for someone who is ill, prevention, recognizing COVID-19",https://docs.google.com/document/d/1kHv5sYgw0vkDJRvJCq6kALU1RscOr_5akEMTIpJheDY/edit,,inactive,,,,"Coordinators of mutual aid efforts",Printable,
332,1085904077158054,1167642613839049,,"Emergency Food - CAMBA BROOKLYN",,"If you are in need of emergency food call (718) 282-3082.  You will need to present a photo ID for entry to the Food Pantry. CAMBA's pantry operates on a client food choice system and is similar to a supermarket experience.  Clients will receive a three-day supply of food to help maintain a healthy and nutritious diet. The Pantry operates Tuesdays and Thursdays starting at 
10 am.
21 Synder Avenue in Brooklyn",https://camba.org/programs/beyond-hunger-emergency-food-pantry/,,inactive,,,,,,"Government ID"
338,1128863447422650,1167642613839049,,"Helpful info for parents of children 0-3 years of age in response to COVID-19",,"Zero to Three is an org working to help form and maintain healthy foundations for relationships between parents and their young babies.  They also provide tips for communication between co-parents when conflicts can arise, especially in the context of a pandemic. Zero to Three also provides info to help parents talk to their children under three about mask wearing.",https://www.zerotothree.org/resources/3210-tips-for-families-coronavirus,,inactive,,,,,Website,"Not Applicable"
339,1134124843324714,1167642613839049,,"Healthcare for Families",,"Institute for Family Health trains medical professionals to provide quality health to reduce the equity gap for low income families in need of healthcare. They accept all insurance and medicaid but will not turn you away if you have no insurance. Manhattan,  Brooklyn, Bronx:  844- 434-2778 for new patients

",https://institute.org/about-us/contact-us/,,inactive,,,,,,"Not Applicable"
340,1084144273830215,1167642613839049,,"NYC Food Hub",,"Map of food resources- from the city not sure how up to date it is. ",https://maps.nyc.gov/foodhelp/?mc_cid=2a2e0774a2&mc_eid=3694db860d&fbclid=IwAR1F2GqEh318wsu90-JwEyMXpQMNY5kTIAoaihWTejFcyjC6tLyHI2uX5lo#map-page,,inactive,,,,,,
343,1124935898902290,1167642613839049,,"Guía de recursos para immigrantes e indocumentados",,"Guia de recursos para inmigrantes durante la pandemia, compilada por Documented NY. Incluye informacion sobre fondos, derechos, comida, vivienda, y mas.",https://documentedny.com/2020/04/21/guia-de-ayudas-para-inmigrantes-durante-la-pandemia/,,inactive,,,,"Undocumented people/immigrants",Website,
346,1134420186767262,1167642613839049,,"Crisis Intervention 24/7 Text Line",,"Text HOME to 741741 or visit https://www.crisistextline.org/ for free 24/7 crisis management. ",https://www.crisistextline.org/,,inactive,,,,,,"Not Applicable"
348,1140390837426982,1167642613839049,,"Free Nutrition Coaching",,"Teenagers and adults who would like to receive nutrition coaching from a social work student and scientist working in the area of Behavioral Nutrition should contact for 4 hours of free coaching!",mailto:naomi.arbit54@hunter.cuny.edu,,inactive,,,,,,
349,1153762835902067,1167642613839049,,"Information and programs to improve the justice system",,"Visit the website for information on the justice system and gain access to their programs that provide services for a diverse range of folks involved or affected by the justice system. ",https://www.courtinnovation.org,,inactive,,,"Safety from Violence","Incarcerated people and communities subject to over-policing","Website,Audio","Unsure,Not Applicable"
350,1091559425372144,1167642613839049,,"Indigenous Environmental Network COVID-19 Emergency Mutual Aid Fund",,"We are urgently requesting your help to meet the call from our grassroots base to quickly move mutual aid funding into the hands of our community-based Indigenous peoples from the U.S. and Canada (Central and South America on a case-by-case basis), who are experiencing loss of income, lay-off, and financial hardship due to the COVID-19 pandemic. 

IEN is taking action to simultaneously respond to the emergency needs of our relatives for life-saving resources and to amplify the power of our peoples’ homegrown Indigeneity to help push forward a just recovery to a more equitable and sustainable future for our Indigenous communities and Nations. We are doing this in deep solidarity with movements of other oppressed brothers and sisters, and in defense of our Mother Earth and Father Sky upon which all life depends.
To donate by phone, please text IENCOVID to 44-321.

Small grants up to $2,000 are being extended to grassroots organizations and Indigenous brothers and sisters organizing mutual aid in their communities for three purposes: 1) Emergency purchase of essential provisions; 2) Support with transportation for essential needs, such as medical and groceries; and 3) Home business slowdowns in sales and other cash flow difficulties (“home business” is referring to things like quilting, regalia making, bead and quillwork, moccasin making, basket making, pottery, silversmithing, etc.)

Our Native nations and Indigenous communities are poorly prepared to handle the escalating COVID-19 pandemic, a situation aggravated by the chronic poverty in Indian Country caused by a long legacy of genocide, colonization, and racism. 

The urgency of basic healthcare access for our members is absolutely critical in the face of an extremely insufficient Indian Health Services infrastructure (there is an existing 40% vacancy of healthcare workers in Indian Country); and our communities' very high rates of pre-existing health conditions, extreme poverty, and widespread shortages of clean water, food, and adequate housing resulting from the continued failure of the U.S. government in fulfilling its trust responsibilities under treaty agreements. Prior to COVID-19, the U.S. Census already indicated that Native Americans have the highest poverty and unemployment rates in the United States, currently at 25% and which will now be exacerbated.

Please join us in mobilizing life-saving resources to our relatives as quickly as possible!

IEN is able to distribute 100% of your donation to those in need because we have philanthropic partners that have awarded grants that will cover all of our administrative costs to do so. 
Please donate now! 
In addition to responding to the emergency needs of our network, you can trust that IEN continues to push forward its long-term vision to bring about an equitable Indigenous Just Transition rooted in tribal sovereignty and self-determination. 
Born of Hope, Courage, and Common Vision, we will persist and we will overcome this together.
Humbly,
IEN Leadership Team",https://secure.givelively.org/donate/indigenous-environmental-network/covid-19-emergency-mutual-aid-fund,,inactive,,,Money,"Seniors and elders, People with disabilities and chronic illnesses/immuno-compromised, People who are homeless/housing unstable/public housing residents, Artists/freelancers/folks outside the formal economy, Black/indigenous/people of color, Domestic workers/care workers, LGBTQIA2+, Parents/guardians/caregivers, Service and low-wage workers, Undocumented people/immigrants, Unemployed people, Youth, Coordinators of mutual aid efforts",,
352,1100805068894334,1167642613839049,,"The Creator Fund",,"The Creator Fund to support creators in need during the COVID-19 pandemic.
",https://convertkit.com/creator-fund,,inactive,,,,,,
354,1113451315477696,1167642613839049,,"Medela Breast pump, parts and bottles",,"Medela Pump in Style advanced breast pump with extra bottles, flanges, filters.",https://www.medela.us/breastfeeding/products/breast-pumps/pump-in-style-insurance-breast-pump,,inactive,,,,Parents/guardians/caregivers,,"Not Applicable,No Required Documents"
357,1101969502569287,1167642613839049,,"The Unity Collective Challenge",,"In the last few months, I co-created a 21 day social-justice oriented experience called The Unity Collective Challenge and finally just launched it. Myself and 6 others created this 21-day challenge in response to the persistent historic injustices perpetrated against BIPOCs by the institutions designed to protect and serve us. The challenge is a series of activities (requires 20 minutes a day) spanning three weeks to explore topics of racial justice and inequity in America. The challenge is 100% free and is done entirely on your own time.",unitycollective.co,,inactive,,,,,Website,
361,1152188587477346,1167642613839049,,"National Dance Institute Free Online Classes",,"Platform of free online classes, where NDI teaching artists lead children in signature NDI choreography, a variety of high-energy dance classes for all ability levels, plus exciting music classes. Classes can be accessed at anytime. (Closed captioning is available.)",https://nationaldance.org/ndilive/,info@nationaldance.org,inactive,,,"Fun and Leisure",Parents/guardians/caregivers,"Video,Website","Not Applicable"
363,1171055066348972,1167642613839049,,C.A.R.E.S,,"Call (212) 420-1970 to get more information and resource is for those with developmental and mental disabilities.",https://caresnyc.org/,,inactive,,,"Socializing (e.g. video calls)",,,"Government ID,Social Security Card"
365,1124312666218108,1167642613839049,,"Fondo de subsiduo para Familias Inmigrantes",,"El Fondo de Respuesta Rápida COVID-19 está brindando apoyo financiero a las familias inmigrantes que han quedado fuera de los esfuerzos de ayuda del gobierno federal. Los inmigrantes pueden ser elegibles para recibir una subvención de $ 500 para ayudar a cubrir lo que sea más urgente en sus vidas.",https://missionassetfund.org/es/immigrant-families-grant/,,inactive,,,,"Undocumented people/immigrants",Website,
375,1125422004311597,1167642613839049,,"Mental Health Care for Children and Adolescents ",,"Mental health medical practice for children and adolescents located in Manhattan ",https://childmind.org/donate/?gclid=CjwKCAjwiOv7BRBREiwAXHbv3GwWh8RH2pLJpLLoE28JNpG6ybmeEPwbdh_MiVGHoW6ibA9TJGVZGBoCwyIQAvD_BwE,,inactive,,,"Mental & Behavioral Health","LGBTQIA2+, Youth",,"Tax Statements"
380,1183853162406736,1167642613839049,,"List of Food Resources - Hunter College NYC Food Policy Center",,"List of links throughout the city by neighborhoods providing access to food services in your community.",https://www.nycfoodpolicy.org/coronavirus-nyc-food-reports/?utm_source=May+20%2C+2020&utm_campaign=Dec.+6%2C+2017&utm_medium=email,,inactive,,,,,,"Not Applicable"
395,1162607594377351,1167642613839049,,"Distance with Care",,"Distance with Care is a collaborative website of pooled COVID-19 resources built in an effort to support and connect the greater community during a time of social distancing.
Distance with Care was made for artists, individuals, families, small businesses and non-profits & the pooled resources range from practical (financial, medical, gov, etc) to creative & educational.   ",www.distancewithcare.com,distancewithcare@gmail.com,inactive,,,,"Artists/freelancers/folks outside the formal economy, LGBTQIA2+, Black/indigenous/people of color, People with disabilities and chronic illnesses/immuno-compromised, Service and low-wage workers, Unemployed people, Coordinators of mutual aid efforts, Undocumented people/immigrants, Sex workers, Incarcerated people and communities subject to over-policing, Survivors of domestic and intimate partner violence",Website,
400,1172072915038374,1167642613839049,,"Texts with a mutual friend",,"This resource is for anyone that needs to reach out to someone for anything (advice, questions, or just to talk) but doesn't have the time, energy, or likeness (you are a texter > a talker) to talk over the phone or video chat. ",,,inactive,,,,,,
408,1199526957261869,1167642613839049,,"Bronx mutual aid google sheet",,"Google sheet forming around Bronx Mutual aid",https://docs.google.com/spreadsheets/d/1EXAgeHCNMahBiqrO-cbpjP_CzeE0wyouzZbz1nCXMQk/edit#gid=1975280849,,inactive,,,,,,
415,1164135009639741,1167642613839049,,"Data for the People: COVID-19. A webinar series explaining scientific literature for non-scientific audiences.",,"Data for the People (D4P) is a weekly, interactive web-series that invites ‘the people’ (all of our community members, worldwide!) to engage with relevant scientific research topics. Scientific research topics are presented by scientists in our communities— directly from the primary scientific literature — and explored in a way that maintains the rigor of the research, while eliminating the inaccessible jargon.",https://rockedu.rockefeller.edu/d4p/,,inactive,,,,,"Video,Image (e.g. for social media)",
416,1166465278335806,1167642613839049,,HASC,,"Resource that specifically helps individuals with intellectual disabilities to live independent lives.",http://www.hasccenter.org/mission.php,,inactive,,,,"People with disabilities and chronic illnesses/immuno-compromised",,
422,1212422821060236,1167642613839049,,"Mental Health Counseling for Disenfranchised Youth",,"Mental health and legal services for teens.",https://door.org/,,inactive,,,"Food, Fun and Leisure, Jobs, Education, Legal",Youth,,"No Required Documents"
424,1219425919699509,1167642613839049,,"Free Counseling for Legal, Financial, and Personal Issues",,"Contact: Maryana Netis, Single Stop Center director, 718-331-6800 ext. 127; or Alla Itkina, 718-331-6800 ext. 157",https://www.jchb.org/single-stop-center/,,inactive,,,"Legal, Mental & Behavioral Health, Money",,Website,Unsure
426,1173334490070553,1167642613839049,,"Free online resources to people who are currently pregnant during the pandemic",,"For people seeking services and essential items, contact Amanda Packman at Amanda.packman@nursefamilypartnership.org, or call Amanda directly at (347)437-1885.",,,inactive,,,"Mental & Behavioral Health, Medical","Parents/guardians/caregivers, Youth",,
428,1184734155506691,1167642613839049,,"Links: an orthodox Jewish organization which supports children and teens who have lost one or both parents by connecting them with peers and mentors who have been through the same experience. ",,"718-305-6080 Ext. 311",https://www.wereinittogether.org/programs,info@wereinittogether.org,inactive,,,"Socializing (e.g. video calls)","Jewish children, teens, and young adults who have lost a parent. , Youth, Not Listed",,Unsure
434,1243741178345696,1167642613839049,,"National Child Traumatic Stress Network",,"Diverse collection of information to assist parents in navigating the traumatic experiences that the COVID-19 with their children.",https://www.nctsn.org/what-is-child-trauma/trauma-types/disasters/pandemic-resources,,inactive,,,,,Website,"Not Applicable"
447,1247462266795671,720925904904501,,"Free legal services for immigrant New Yorkers",,"ActionNYC is for every immigrant New Yorker. It offers free, safe immigration legal help in a network of trusted community organizations and schools.
You must make an appointment to receive services. To make an appointment, call 1-800-354-0365 between 9AM-6PM, Monday - Friday or call 311 and say ""ActionNYC""",https://www1.nyc.gov/site/immigrants/help/legal-services/actionnyc.page,,inactive,,,,"Undocumented people/immigrants",,
449,1230714084549045,1167642613839049,,"CORONAVIRUS (COVID-19) GUIA DE RECURSOS E INFORMACIÓN  PARA INMIGRANTES HISPANOHABLANTES EN NUEVA YORK",,"Esta guía de recursos es para personas indocumentadas en la Ciudad de Nueva York. La guia le da prioridad a recursos y enlaces en español.",https://docs.google.com/document/d/1rzCfe-FUG5EyaN-hLAoRqVPW8uq0OXT1oyB44-qCEew,,inactive,,,,"Undocumented people/immigrants",Website,
451,1232864250500736,1167642613839049,,"Free mental health services regardless of immigration status ",,"Call (888) NYC-WELL or text WELL to 65173 24 hours a day/7 days a week for free mental health services. Available to anyone regardless of immigration status. ",https://thedoor.org,,inactive,,,,,,Unsure
453,1228989064996903,1167642613839049,,"BRC--The Way Home for NYC's Homeless ",,"Visit their site here for lists of residences where they work or email at info@brc.org or call 718-383-1910.",http://brc.org/locations,info@brc.org,inactive,,,,,,
454,1224002273741265,1167642613839049,,"Supportive Family and child services",,"supportive family and child services offered by NYS, including early intervention services.",https://www.includenyc.org/content/our_programs,,inactive,,,,,"Hotline,Printable",
468,1294329457600848,1167642613839049,,"Proveedores de EE. UU. Que ofrecen Wi-Fi GRATUITO o alojamiento especial durante 60 días",,"Proveedores de EE. UU. Que ofrecen Wi-Fi GRATUITO o alojamiento especial durante 60 días",https://docs.google.com/document/d/1kjVFeWefjnEfUrCR2yXxOvsp6_rDOfaMivUEiaBreiA/edit,,inactive,,,,,Website,
478,1236519363635846,1167642613839049,,"Boris L Henson Foundation",,"Free therapy for people of color. ",https://borislhensonfoundation.org/,,inactive,,,,"Black/indigenous/people of color",,Unsure
480,1276395694420733,1167642613839049,,"Food Guide for NYC Students",,"direct link to map for NYC students to locate free meals and seek food assistance throughout the city",https://www.communityfoodadvocatesnyc.org/covid19,,inactive,,,,Youth,,"Not Applicable"
483,1303453321475010,1167642613839049,,"No kid hungry",,"Provides school breakfast, summer lunches and afterschool meals to kids. 
During COVID provided with free meals for kids. ",https://www.nokidhungry.org/,,inactive,,,Childcare,,,Unsure
485,1307219272265665,1167642613839049,,"Local housing for healthcare workers",,"This is a volunteer initiative designed to connect property owners with available housing with healthcare workers that are looking for short-term housing during the COVID﻿-﻿19 outbreak (e.g., travel nurses, or simply workers who do not want to go home while on shift) ",https://www.healthworkerhousing.org/nyc,,inactive,,,,,,
489,1248755948956374,1167642613839049,,"What’s in stock",,"Shows a map of what high demand items are in stock at pharmacies throughout the city.",https://whatsinstock.github.io/?fbclid=IwAR0ZtMxrFDMzn3uakSfFdI8qgbEcVYICElbLgcNgHHpzO8zNsrejftzbCr0,,inactive,,,,,,
492,1277748172454870,1167642613839049,,"Comidas listas para llevar los Domingos en la Tarde en el Upper West Side",,"Cada Domingo este comedor comunitario prepara 75 comidas para la comunidad de 2 a 3pm en su locación del 26W calle 84th en Manhattan (dirección es 26W 84th St NY, NY 10024). Las distribución se hará afuera en el frente del edificio; se servirán comidas y se empacarán listas para llevar con usted","soup kitchen ministry",,inactive,,,,,,
494,1302374119559119,1167642613839049,,"Natural Disaster Distress Hotline",,"1-800-985-5990, is a 24/7, 365-day-a-year",https://www.samhsa.gov/find-help/disaster-distress-helpline,,inactive,,,,,Hotline,
507,1317104146868664,1167642613839049,,"Resource for people experiencing domestic abuse",,"All free & confidential services: 24/7 domestic violence crisis hotline, individual and group counseling, legal advocacy, a residential shelter for adults and children, and violence prevention and education programs for children, teenagers and adults, taught in local schools and community-wide.",https://www.theretreatinc.org/,knichols@theretreatinc.org,inactive,,,"Mental & Behavioral Health","Survivors of domestic and intimate partner violence",,Unsure
511,1307998720692847,1167642613839049,,"Westchester Community Opportunities Programs",,"This is a non-profit that have service all over westchester county. many times clients do not want to access programs in their neighborhoods. These programs exist only 30 minutes from the city and can be helpful. ",https://westcop.org/programs/vas/,,inactive,,,"Food, Mental & Behavioral Health, Safety from Violence",,"Hotline,Website",Unsure
516,1331202068944817,1167642613839049,,"Hebrew Academy for Special Children (HASC)",,"HASC is a non-profit, non-sectarian agency, which provides a wide range of supportive services to children with disabilities.",http://www.hasc.net/index.php,,inactive,,,,"Jewish communities , Not Listed",,"Not Applicable"
523,1317798394037752,1167642613839049,,"Food Bank",,"The Staten Island Hunger Task Force - A food bank located on the north shore of staten island. It is made up of different food pantries, soup kitchens, etc... from around the island. ",http://www.hungryonstatenisland.com/index.htm,HungerOnStatenIsland@gmail.com,inactive,,,,,,Unsure
526,1343608192200389,1167642613839049,,"Food Resource for those too sick to shop or cook",,"God's Love We Deliver has been helping those too sick to cook or shop for meals for over 30 years. GLWD  Serves adults and children. You must be medically eligible and have medical documentation competed by your physician for consideration. Meals are tailored to medical needs and offer veggie and kid friendly options as well. GLWD views food as medicine and understands those who eat healthy meals are more likely to comply with medical treatment plans and medicine schedules.
212.294.8102",https://www.glwd.org/get-meals/for-you-or-your-loved-ones/,,inactive,,,,"People with disabilities and chronic illnesses/immuno-compromised",,"Not Listed"
