id,term,description,parent_id,taxonomy,language,x_taxonomies,taxonomy_x_notes,badge_color
1185056435919524,"Survivors of Human Trafficking",,943793802429235,"Service Eligibility",,,,5E204A
1202929295897319,Representation,,841905613386238,"Service Category",,1336498016075499,,6051DE
1141891580359737,Disability,,,"Service Eligibility",,1240637095744489,,71C891
1138294006521405,Pregnant,,1276982655382389,"Service Eligibility",,1240637095744489,,5479ED
1156659172953725,"Vulvar Cancer",,1265252182873860,"Service Eligibility",,,,9D0537
1164058436905621,"Adoption & Foster Placement",,839753638188280,"Service Category",,1336498016075499,,F7B6FB
1169956847122981,Emergency,"Services for psychiatric emergencies, emergency financial assistance, immediate safety needs, disaster preparedness and disaster response. \n	    	",,"Service Category",,1336498016075499,,944AF6
1170076693192466,"Speech Therapy",,806935508227949,"Service Category",,,,49F942
1177111110322568,"Spiritual Support",,1275047956986417,"Service Category",,1336498016075499,,FDF676
1180601869455614,"Home Goods",,1211420433536032,"Service Category",,1336498016075499,,0C2066
1194411727565835,"Computer or Internet Access",,935458216016910,"Service Category",,,,12E947
1190865361469986,"Alternative Medicine",,1165536100757865,"Service Category",,1336498016075499,,12A714
1150913699729234,Citizenship,,,"Service Eligibility",,1240637095744489,,883A4D
1151454077163181,"Specialized Training",,625531295881156,"Service Category",,1336498016075499,,B53269
1167028395080754,Guardianship,,,"Service Eligibility",,1240637095744489,,FDEDC3
1167670310712474,"Family Planning",,"1102011945010404,800876057594945","Service Category",,1336498016075499,,CBD562
1198680311005259,General,,,"Service Eligibility",,1240637095744489,,2F0862
1203472306779632,"Civic Engagement",,1132205886737577,"Service Category",,,,3FA125
1211047892279140,"Credit Counseling",,666755781872045,"Service Category",,1336498016075499,,C21B5C
1212391318294489,"Substance Abuse Counseling",,600702532354257,"Service Category",,,,981A67
1220856468927684,"Pest Control",,605525374389695,"Service Category",,,,E0058B
1159454952921042,"Colon Cancer",,1265252182873860,"Service Eligibility",,,,902B75
1162615473559789,"Skilled Nursing",,1165536100757865,"Service Category",,,,0AAF50
1198672807706897,"Mothers with Young Children",,615363042499687,"Service Eligibility",,,,715F5F
1210001318958777,"Help Escape Violence",,1066385747698739,"Service Category",,1336498016075499,,C977CF
1218316969190320,Low-income,,996413864069591,"Service Eligibility",,,,29F3E6
1216482483200020,Sexuality,,,"Service Eligibility",,1240637095744489,,5E2681
1221586946973071,"Basic Literacy",,625531295881156,"Service Category",,1336498016075499,,58839E
1175992028688784,"Personal Care Items",,1180601869455614,"Service Category",,1336498016075499,,D5410A
1175009392627115,"Baby Supplies",,1211420433536032,"Service Category",,1336498016075499,,C95EC1
1195259342342323,"Facing End of Life",,818150474957808,"Service Eligibility",,,,48FC07
1203348494376262,"Home Visiting",,1275047956986417,"Service Category",,1336498016075499,,6D4FBA
1205418622558442,"Government Food Benefits",,842032101664236,"Service Category",,1336498016075499,,5870C0
1214335604458778,"Drug Testing",,600702532354257,"Service Category",,,,9F512E
1220542269239390,"Substance Dependency",,1276982655382389,"Service Eligibility",,1240637095744489,,2A5D70
1222064688064866,"Medicaid Recipient",,820647015810178,"Service Eligibility",,,,549202
1221398862557362,"Resident of 20017 Zip Code",,1139839930624727,"Service Eligibility",,,,78CF52
1220495166628256,Immigrants,,1150913699729234,"Service Eligibility",,1240637095744489,,D0E480
1228385258535588,Childcare,,1186613002076967,"Service Category",,1336498016075499,,838BF4
1242234055511863,"Ward 6 Resident",,1139839930624727,"Service Eligibility",,,,065778
1186613002076967,"Daytime Care",,893915418546777,"Service Category",,1336498016075499,,2F9683
1199793395531430,"Physical Disability",,1141891580359737,"Service Eligibility",,1240637095744489,,8D1ED5
1216646091883750,"Help Pay for Transit",,"798567761994199,897715506052490","Service Category",,1336498016075499,,C9654C
1239874792988551,"Psychiatric Emergency Services",,792078943886000,"Service Category",,1336498016075499,,A195D1
1242214655871530,Prosthesis,,788769915367979,"Service Category",,,,31163C
1190094646494855,Guardianship,,779743205099707,"Service Category",,1336498016075499,,4FBFB8
1211420433536032,Goods,"Services for clothing, furniture, baby supplies, toys and gifts and other physical goods.\n	    	",,"Service Category",,1336498016075499,,D713F2
1216065968251829,"Identification Recovery",,779743205099707,"Service Category",,1336498016075499,,070487
1227850736574062,"Personal Safety",,1211420433536032,"Service Category",,,,E6F179
1235658330362031,"Checkup & Test",,1165536100757865,"Service Category",,1336498016075499,,159C11
1249190270484337,Loans,,899387596744807,"Service Category",,,,EBDDF2
1256561487908560,"Cervical Cancer",,1265252182873860,"Service Eligibility",,,,3766EF
1258540708084959,"Medication Management",,806935508227949,"Service Category",,,,5AEE46
1250306771464311,"In-Home Support",,"806935508227949,1275047956986417","Service Category",,1336498016075499,,7E2967
1210543691411181,"Education Status",,,"Service Eligibility",,,,B5B939
1212005456553071,"Age Group",,,"Service Eligibility",,1240637095744489,,001BAE
1227942560636724,Individuals,,1300476128041301,"Service Eligibility",,1240637095744489,,F6F592
1235791902856617,"Short-Term Housing",,1268047549889803,"Service Category",,1336498016075499,,4FE2F1
1238748896910244,"DC Resident",,1139839930624727,"Service Eligibility",,,,E1D3E9
1236262310782567,LGBTQ,,1216482483200020,"Service Eligibility",,1240637095744489,,DA0B97
1265252182873860,Cancer,,1276982655382389,"Service Eligibility",,1240637095744489,,241955
1269018426000715,"English as Second Language",,950583367157610,"Service Eligibility",,,,9C4637
1219345248905961,"Disease Management",,"1102011945010404,806935508227949","Service Category",,1336498016075499,,A53E8E
1247837810727455,"Support Groups",,1275047956986417,"Service Category",,1336498016075499,,156B61
1269871832519469,Hospice,,1054110730145742,"Service Category",,1336498016075499,,8EC63E
1271813480007680,"Support & Service Animals",,"1165536100757865,792078943886000","Service Category",,,,81D981
1235946450796980,"Stomach (Gastric) Cancer",,1265252182873860,"Service Eligibility",,,,DE77B2
1236600629445698,"Resident of 20011 Zip Code",,1139839930624727,"Service Eligibility",,,,36A763
1246679254354805,"Families With Children",,982549491856586,"Service Eligibility",,,,6241E8
1251956061226331,"Business Loans",,1249190270484337,"Service Category",,,,91D8E6
1258027825566899,"Exercise & Fitness",,"1165536100757865,935458216016910","Service Category",,,,A23DE4
1264933912391853,"Vision Tests",,"1235658330362031,618691115838629","Service Category",,1336498016075499,,1F1600
1290232408840072,"150% Federal Poverty Line",,996413864069591,"Service Eligibility",,,,6E7B08
1294707318379665,"Navigating the System",,893915418546777,"Service Category",,1336498016075499,,E48883
1236006820299718,Employed,,772638817096683,"Service Eligibility",,1240637095744489,,1A14BB
1258157763922840,"Breast Cancer",,1265252182873860,"Service Eligibility",,,,CE43D9
1268047549889803,"Residential Housing",,1305774265925553,"Service Category",,1336498016075499,,FFCA84
1275047956986417,"Support Network",,893915418546777,"Service Category",,1336498016075499,,49CC47
1293967973490870,"Help Pay for Gas",,"975831365187379,1216646091883750","Service Category",,1336498016075499,,842EDB
1304951476177852,"Central Nervous System",,1265252182873860,"Service Eligibility",,,,815D53
1270273494511913,"Peer Support",,1275047956986417,"Service Category",,1336498016075499,,0EBC66
1301032500412497,"Early Childhood Intervention",,"806935508227949,1186613002076967","Service Category",,,,FE4ABB
1305160187087770,"Job Placement",,811387316911588,"Service Category",,1336498016075499,,A34E80
1320302684728105,"Government Benefits",,899387596744807,"Service Category",,1336498016075499,,6D053B
1323975618617949,"125% Federal Poverty Line",,996413864069591,"Service Eligibility",,,,FBACD5
1289547496287422,"Enrolled in College",,1210543691411181,"Service Eligibility",,,,A7CB4A
1287117316578391,"Women's Health",,800876057594945,"Service Category",,,,E3F245
1291969667893408,"Multiple Chronic Conditions",,1276982655382389,"Service Eligibility",,,,A9E292
1300476128041301,Household,,,"Service Eligibility",,1240637095744489,,543936
1312289963424379,"Skills Assessment",,625531295881156,"Service Category",,1336498016075499,,BA9ADF
1317857645388030,"Young Adults Transitioning Out of CFSA Care",,817592898756695,"Service Eligibility",,,,29C207
1267748313114955,"Resident of 20001 Zip Code",,1139839930624727,"Service Eligibility",,,,1928C3
1276982655382389,"Health Conditions","Services for medical care, dental care, health education, addiction and recovery, help finding services and help paying for healthcare.\n	    	",,"Service Eligibility",,1336498016075499,,826EAF
1275226911657115,"Physical Therapy",,806935508227949,"Service Category",,1336498016075499,,2BC8E9
1305774265925553,Housing,"Services for emergency, short-term and long-term housing, housing advice, help finding housing and help paying for housing.\n	    	",,"Service Category",,1336498016075499,,27A032
1321490465403348,"Asian Pacific American",,896905506493054,"Service Eligibility",,,,4099A8
1277101341169416,"Ward 7 Resident",,1139839930624727,"Service Eligibility",,,,88F8E4
1280079717530714,"Justice Involvement",,,"Service Eligibility",,1240637095744489,,62FC15
1288689768871609,"Clothing Vouchers",,1150739665501290,"Service Category",,1336498016075499,,C376E8
1287667361952257,"Unaccompanied Minors",,1167028395080754,"Service Eligibility",,,,9E5768
1296225794307299,"Ages 18+",,1212005456553071,"Service Eligibility",,,,27FB8E
1292438606384099,"Living with Developmental Disability",,1141891580359737,"Service Eligibility",,,,B9092A
1316589317502463,"Ward 5 Resident",,1139839930624727,"Service Eligibility",,,,02E8F9
1317833415134279,"Overnight Camp",,1110183826221887,"Service Category",,1336498016075499,,941F70
1324762445004848,"Computer Class",,625531295881156,"Service Category",,1336498016075499,,E3DE6E
1351267360227141,"Mental Illness",,1276982655382389,"Service Eligibility",,1240637095744489,,CD23D8
1351267360227142,test,,976566727118378,,,,,#000
1351267360227143,"Test Term",,976566727118378,"Service Category",,,,#000
1351267360227144,"Food Test Term",,630013980013392,,,,,#000
1351267360227145,"new food",,630013980013392,,,,,#000
1351267360227146,"new food",,630013980013392,,,,,#000
1351267360227147,test,,1305774265925553,,,,,#000
1351267360227148,test,,,"Service Category",,1336498016075499,,000000
1351267360227149,"SHelter Test",,,"Service Category",,,,#000000
1351267360227150,"check parent",,893915418546777,,,,,#000
1351267360227151,"New Term 43",,1211420433536032,"Service Category",,,,#000000
1351267360227152,"Super Olds",,1091485627676359,"Service Category",,1240637095744489,,000000
1351267360227153,"new test",test,824774385817237,"Service Category",,1240637095744489,test,000000
1351267360227154,"Test Insuranec Test",,820647015810178,"Service Eligibility",,,,000000
1351267360227155,"Another Test Insurance",,820647015810178,"Service Eligibility",,,,000000
