id,organization_id,name,alternate_name,description,transportation,latitude,longitude
754,754,RESPECT LIFE - PREGNANCY HELP - SOUTH DADE,South Dade Pregnancy Help Center,"Provides free counseling, support groups and material assistance (diapers, baby food, clothing) to pregnant women who may be contemplating abortion. Also offers assistance such as free pregnancy tests and limited ultrasounds to pregnant women and new mothers. All services are free and confidential.",,25.7017959,-80.3446515
759,759,CAREERSOURCE SOUTH FLORIDA,Formerly known as South Florida Workforce,"The CareerSource South Florida funds and oversees workforce development programs for the Miami-Dade and Monroe region. It receives training funds for the South Florida region from the State of Florida. Provides services to people seeking employment, with listings of employment opportunities in the private sector, as well as public service opportunities with local governments, state and federal. Also administers Unemployment Compensation Insurance Claims and offers employment counseling, testing and training referrals for the general public.\n\n\n###MON###",,25.7906206,-80.3160421
760,760,CAREERSOURCE SOUTH FLORIDA - HOMESTEAD CENTER,Formerly known as South Florida Workforce,"CareerSource South Florida Centers are intended to meet all career information and assistance needs in the local area. These offices provide the public with unemployment claims, job search, career counseling, training evaluation, veteran's services, and job corps. They also provide employers with the opportunity to list employment openings, finding information about business and tax incentives for hiring qualified persons, and specialized assistance with creating customized training programs to suit their business employment needs.",,25.4770695933335,-80.4749501350873
761,761,CAREERSOURCE SOUTH FLORIDA - KEY WEST CENTER,Formerly known as South Florida Workforce,"CareerSource South Florida Centers are intended to meet all career information and assistance needs in the local area. These offices provide the public with unemployment claims, job search, career counseling, training evaluation, veteran's services, and job corps. They also provide employers with the opportunity to list employment openings, finding information about business and tax incentives for hiring qualified persons, and specialized assistance with creating customized training programs to suit their business employment needs.\n\n\n###MON###",,24.5642468514889,-81.7681856749668
762,762,CAREERSOURCE SOUTH FLORIDA - NORTH MIAMI BEACH CENTER,Formerly known as South Florida Workforce,"CareerSource South Florida Centers are intended to meet all career information and assistance needs in the local area. These offices provide the public with unemployment claims, job search, career counseling, training evaluation, veteran's services, and job corps. They also provide employers with the opportunity to list employment openings, finding information about business and tax incentives for hiring qualified persons, and specialized assistance with creating customized training programs to suit their business employment needs.",,25.9288454002706,-80.1842242948811
763,763,CAREERSOURCE SOUTH FLORIDA - WEST DADE CENTER,Formerly known as South Florida Workforce,"CareerSource South Florida Centers are intended to meet all career information and assistance needs in the local area. These offices provide the public with unemployment claims, job search, career counseling, training evaluation, veteran's services, and job corps. They also provide employers with the opportunity to list employment openings, finding information about business and tax incentives for hiring qualified persons, and specialized assistance with creating customized training programs to suit their business employment needs.",,25.7339601772992,-80.3333864978018
764,764,CAREERSOURCE SOUTH FLORIDA - KEY LARGO CENTER,Formerly known as South Florida Workforce,"CareerSource South Florida Centers are intended to meet all career information and assistance needs in the local area. These offices provide the public with unemployment claims, job search, career counseling, training evaluation, veteran's services, and job corps. They also provide employers with the opportunity to list employment openings, finding information about business and tax incentives for hiring qualified persons, and specialized assistance with creating customized training programs to suit their business employment needs.\n\n\n###MON###",,25.0969785090106,-80.4368227586918
766,766,CAREERSOURCE SOUTH FLORIDA - HIALEAH DOWNTOWN CENTER,,"CareerSource South Florida Centers are intended to meet all career information and assistance needs in the local area. These offices provide the public with unemployment claims, job search, career counseling, training evaluation, veteran's services, and job corps. They also provide employers with the opportunity to list employment openings, finding information about business and tax incentives for hiring qualified persons, and specialized assistance with creating customized training programs to suit their business employment needs.",,25.8239916957505,-80.2794419413797
767,767,CAREERSOURCE SOUTH FLORIDA - CAROL CITY CENTER,Formerly known as South Florida Workforce,"CareerSource South Florida Centers are intended to meet all career information and assistance needs in the local area. These offices provide the public with unemployment claims, job search, career counseling, training evaluation, veteran's services, and job corps. They also provide employers with the opportunity to list employment openings, finding information about business and tax incentives for hiring qualified persons, and specialized assistance with creating customized training programs to suit their business employment needs.",,25.9396037370522,-80.2773063506731
768,768,CAREERSOURCE SOUTH FLORIDA - MIAMI BEACH CENTER,Formerly known as South Florida Workforce,"CareerSource South Florida Centers are intended to meet all career information and assistance needs in the local area. These offices provide the public with unemployment claims, job search, career counseling, training evaluation, veteran's services, and job corps. They also provide employers with the opportunity to list employment openings, finding information about business and tax incentives for hiring qualified persons, and specialized assistance with creating customized training programs to suit their business employment needs.",,25.7760765779383,-80.1368973781313
769,769,CAREERSOURCE SOUTH FLORIDA - LITTLE HAVANA CENTER,Formerly known as South Florida Workforce,"CareerSource South Florida Centers are intended to meet all career information and assistance needs in the local area. These offices provide the public with unemployment claims, job search, career counseling, training evaluation, veteran's services, and job corps. They also provide employers with the opportunity to list employment openings, finding information about business and tax incentives for hiring qualified persons, and specialized assistance with creating customized training programs to suit their business employment needs.",,25.7779296879091,-80.2768051983
770,770,CAREERSOURCE SOUTH FLORIDA - NORTHSIDE CENTER,Formerly known as South Florida Workforce,"CareerSource South Florida Centers are intended to meet all career information and assistance needs in the local area. These offices provide the public with unemployment claims, job search, career counseling, training evaluation, veteran's services, and job corps. They also provide employers with the opportunity to list employment openings, finding information about business and tax incentives for hiring qualified persons, and specialized assistance with creating customized training programs to suit their business employment needs.\n\n   Due to the closing of City of Miami Center, clients of that location can receive services as this location.",,25.8481422270386,-80.2434650068138
771,771,CAREERSOURCE SOUTH FLORIDA - EDISON COURTS RE-EMPLOYMENT CENTER,Formerly known as South Florida Workforce,"CareerSource South Florida Centers are intended to meet all career information and assistance needs in the local area. These offices provide the public with unemployment claims, job search, career counseling, training evaluation, veteran's services, and job corps. They also provide employers with the opportunity to list employment openings, finding information about business and tax incentives for hiring qualified persons, and specialized assistance with creating customized training programs to suit their business employment needs.",,25.7906206,-80.3160421
772,772,CAREERSOURCE SOUTH FLORIDA - PERRINE CENTER,Formerly known as South Florida Workforce,"CareerSource South Florida Centers are intended to meet all career information and assistance needs in the local area. These offices provide the public with unemployment claims, job search, career counseling, training evaluation, veteran's services, and job corps. They also provide employers with the opportunity to list employment openings, finding information about business and tax incentives for hiring qualified persons, and specialized assistance with creating customized training programs to suit their business employment needs.",,25.6069614114969,-80.3465349319589
773,773,"THE TRUE DELIVERANCE CHURCH OF CHRIST, INC.",,"household items such as, clothing, soap, deodorant, etc. are available for a discounted price.",,,
775,775,"UNITED THERAPISTS OF SOUTH FLORIDA, LLC.",,"Provides psychotherapy to families, individuals and couples regarding numerous issues. Underserved communities, such as the LGBT community and communities of color will specifically find their needs to be met. All populations are served.",,,
777,777,PASS IT ON MINISTRIES - EMERGENCY FOOD PROGRAM,,"Agency provides emergency food, clothing and networks with other agencies to help resolve problems.\n\nHelp is given on emergency basis, ONCE EVERY YEAR. If client has received help from them before, they must be in an extreme emergency situation to receive help again; if they receive help a second time, they will only receive a Care Package (bread and pastries).",,,
788,788,"CITRUS HEALTH NETWORK, INC.",CHN,"Citrus Health Network, Inc. is a community mental health center dedicated to serving mentally ill individuals and their families. Citrus continues to provide services to adults and children across the spectrum of mental and behavioral health needs, and is one of the largest mental and behavioral health providers in South Florida. In 2004, Citrus also became a Federally Qualified Health Center, expanding its services to include care for primary health in addition to behavioral health. Citrus takes a total wellness approach with each client, treating the body and mind. This approach to health care addresses the whole person by integrating behavioral health services and primary care and coordinating care across a broad range of health services and community-based programs.\n\nNote: Youth seeking shelter can call for assistance without Homeless Trust referral",,25.8597208269959,-80.3216417616232
789,789,CITRUS HEALTH NETWORK - CITRUS MED PRIMARY CARE CLINIC,CHN,"Primary care services include general medicine, family medicine, internal medicine. Treatment of acute and chronic conditions and referrals to specialists are provided.\n\nAdult primary care services include routine checkups, preventative care measures, assessments, and care plans.",,25.8591845395681,-80.3218616735334
790,790,CITRUS HEALTH NETWORK - FOSTER CARE SERVICES,,"Provides individual, group and family therapy as well as case management for foster children in Citrus Health Network licensed foster homes.",,25.8597208269959,-80.3216417616232
791,791,CITRUS HEALTH NETWORK - HEALTH CONNECT IN OUR SCHOOLS,CHN,"Provides basic health services to students in Miami-Dade County Public Schools. Services include first aid, health education, grade and age appropriate screenings, medication administration, behavioral and psychosocial assessments, counseling, and referrals to primary and behavioral health services.",,25.8597208269959,-80.3216417616232
792,792,CITRUS HEALTH NETWORK - STATEWIDE INPATIENT PSYCHIATRIC PROGRAM,SIPP,"The SIPP program serves adolescents with significant behavioral or psychiatric needs who have not benefited from other intensive services. The residential program is designed to provide stability and support services to help the client return safely to their family and the community. Young people in the SIPP program receive individualized treatment plans that include psychiatric and primary medical care, clinical therapy, and life skills training. Certified teachers are also brought in to teach the adolescents during their stay in the unit. Upon their transition to the community, clients are connected with community-based aftercare mental health services linked to their schools, and other community and family resources.",,25.8597208269959,-80.3216417616232
793,793,CITRUS HEALTH NETWORK - ADULT CASE MANAGEMENT,,"Provides psychosocial assessments, case management, medication monitoring, treatment planning, referrals for social services, advocacy and referrals to community resources, housing, medical care, and more.",,25.8597208269959,-80.3216417616232
794,794,CITRUS HEALTH NETWORK - OUTPATIENT PSYCHIATRY,CHN,Provides outpatient psychiatric medical care consisting of an evaluation and medication based treatment for adults and children with a mental health disorder. To evaluate and treat mental disorders to stabilize symptoms and in order to enhance quality of life.,,25.8597208269959,-80.3216417616232
795,795,CITRUS HEALTH NETWORK - ADULT CRISIS STABILIZATION,ACSU,"Receives individuals in crisis, or in need of emergency assessment services. The unit, which is a Baker Act receiving facility, provides short, intensive services with the goal of examining and stabilizing the client, and directing them to the best setting for their needs.",,25.8597208269959,-80.3216417616232
796,796,CITRUS HEALTH NETWORK - CHILDREN'S CRISIS STABILIZATION UNIT,,"Receives adolescents in crisis or in need of emergency assessment services. The unit, which is a Baker Act receiving facility, provides brief, intensive services with the goal of examining and stabilizing the adolescent, and directing them to the best setting for their needs.  \n\nA Juvenile Addictions Receiving Facility is co-located in the Citrus CCSU to receive adolescents who are actively using drugs and alcohol.",,25.8597208269959,-80.3216417616232
797,797,CITRUS HEALTH NETWORK - CHILDREN'S CRISIS RESPONSE TEAM (CCRT),CHN,"The Children's Crisis Response Team provides 24-hour psychiatric crisis intervention services for children and teenagers throughout Miami Dade County who are living with their family. Services are available for children reporting thoughts of or who are threatening to act out aggressively towards themselves or others, or who are experiencing other overwhelming psychiatric problems making it hard for them to function at home or at school.",,25.8597208269959,-80.3216417616232
798,798,CITRUS HEALTH NETWORK - KIVA SAFE HAVEN PROGRAM,,"Kiva is a transitional housing program for homeless adults with special needs, including behavioral health needs. Clients receive primary care, behavioral health services, and psychosocial rehabilitation services, as needed. Staff works with clients to transition from the temporary Kiva placement to a permanent housing setting.",,25.8112864578378,-80.2623377073326
799,799,CITRUS HEALTH NETWORK - PERMANENT SUPPORTIVE HOUSING,,"Provides supportive housing services through a variety of programs for individuals and families with a disability, veterans, and for the chronically homeless. Clients are provided with housing in apartments at specific sites or with rental assistance in an apartment of their choice in the community. The goal is for the client to achieve independent living through stable housing and additional individualized support services such as case management, psychiatric treatment, and primary care services.",,25.8597208269959,-80.3216417616232
800,800,CITRUS HEALTH NETWORK - COMMUNITY SUPPORT AND DAY TREATMENT SERVICES,,"Provides mental health day treatment, rehabilitation day treatment, basic living skills, training, social rehabilitation and counseling for the elderly or disabled.",,25.8597208269959,-80.3216417616232
802,802,CITRUS HEALTH NETWORK - OUTPATIENT PSYCHOTHERAPY SERVICES,,"Provides psychological testing and psychological evaluation for children, adolescents and adults. Services include individual, family and group counseling, and psychotherapy.",,25.8591845395681,-80.3218616735334
803,803,CITRUS HEALTH NETWORK - SHAMAN HOMELESS PROGRAM,,"Housing and supportive services for adults experiencing chronic homelessness, having a severe and persistent mental illness with continuous high service needs and potentially qualifying for disability benefits; high risk or recent history of criminal justice involvement (history of violence will be evaluated on a case-by-case basis). \n\n***CLIENTS MUST BE REFERRED BY THE HOMELESS TRUST HOMELESS HELPLINE (877) 994-4357.***",,25.8112864578378,-80.2623377073326
804,804,CITRUS HEALTH NETWORK - EARLY CHILDHOOD DEVELOPMENT SERVICES,,"Parent & Child Interaction Therapy (PCIT):                                                    \n\nAn evidenced-based program for children 2-6 which addresses behavioral issues, defiance and teaches parenting skills. Brief intervention consists of an average of 10-24 in office sessions working closely with the child and parent to improve behavior and compliance. Sessions are available in English or Spanish at our Doral and Hialeah offices. \n\nNeighborhood Place for Early Head Start - Social Emotional Supports:\n\nProvides child and classrooms specific assessment and Social Emotional Supports including Consultations at NPEHS centers.    \n\nTeacher & Child Interaction Training Universal (TCIT-U):    \n\nA three year Community Research Demonstration project that provides professional development for strengthening teachers relationships skills to promote children's social emotional development using National Best Practice TCIT-U approach in a select number of early care centers in central areas of Miami Dade.\n\nSchool Readiness Developmental Screening Follow Up & Early Intervention, Care Coordination and Social Emotional Supports:\n\nCounty-wide screening follow up program serves children before they entered kindergarten that are falling behind in reaching developmental milestones and participate in the School Readiness Program. Center based services include; screening follow up, individualized supports, technical assistance/consultation, additional screening, follow-up and referral assistance. The goal is to ensure children are identified early, receive the supports they need and are ready to learn upon entering kindergarten.",,25.8034483712629,-80.3300376809483
805,805,"NORTH SHORE MEDICAL CENTER, INC.",,"This is a 357-bed full service hospital with a 24-hour emergency room. Special programs and services include the Miami Women's Health Center,  C.Gordon Griffith Cancer Clinic, Advanced Imaging Center (MRI), Neonatal Intensive Care Unit, Pain Care Center, Wound Healing Center, Outpatient/Diagnostic Center, free patient transportation system, and community education and wellness programs.",,25.8615452856591,-80.2147483463087
808,808,NORTH SHORE MEDICAL CENTER - PSYCHIATRIC SERVICES,,North Shore Medical Center accepts adults (18 or older) who need inpatient psychiatric stabilization. There are 2 units - 20 beds each - that are locked Baker Act receiving units. Hospitalization is for acute stabilization lasting approximately 7 days.,,25.8615452856591,-80.2147483463087
813,813,NORTH SHORE MEDICAL CENTER - PAIN CARE CENTER,,"The Pain Care Center offers patients a customized pain management program. Provides diagnostics for acute and chronic pain conditions including back, neck, head, TMJ, RSD. Provides treatments such as Nerve Blocks Physical Therapy.",,25.8615452856591,-80.2147483463087
815,815,NORTH SHORE MEDICAL CENTER - CHILD BIRTH EDUCATION CLASSES,,"Our free Prepared Childbirth Class series is designed for first time parents in their second trimester of pregnancy. Topics will include anatomy and physiology of pregnancy, stages of labor, comfort techniques of labor, Caesarean birth, and breast feeding. Parents need to bring two (2) pillows and a blanket or a mat to class.\n\nEnglish and Spanish classes are a 4 part series each month.",,25.8615452856591,-80.2147483463087
816,816,"NORTH MIAMI FOUNDATION FOR SENIOR CITIZENS SERVICES, INC.",,The North Miami Foundation for Senior Citizens' Services is a not-for-profit social service agency which provides a wide variety of services to help seniors remain independent in their own homes.,,25.8919797581107,-80.1859743161814
818,818,NORTH MIAMI FOUNDATION - TRANSPORTATION,,Assists with transportation to grocery stores and other destinations in the service area. The driver and designated escorts provide a supportive arm and assistance with packages.\n\n##No medical transportation,,25.8919797581107,-80.1859743161814
819,819,NORTH MIAMI FOUNDATION - HOME DELIVERED MEALS,,"Home delivered meals are designed to meet 1/3 of the daily requirement. A licensed dietitian prepares the 4-week menu cycle. \n\nThe lunchtime meal includes: meat entree, two vegetables, bread, butter, dessert and milk. No salt is added in food preparation.",,25.8919797581107,-80.1859743161814
834,834,"NEW HORIZONS COMMUNITY MENTAL HEALTH CENTER, INC.",,"Provides accessible and culturally appropriate services to individuals and families who are encountering emotional difficulties. Serves the homeless and residents of Miami Dade County with intake and assessment, individual, group and family counseling, behavioral health, psychiatric and psychological counseling.",,25.8098038,-80.2211767
835,835,NEW HORIZONS - CHILDREN AND FAMILY SERVICES,,"Individual, group and family counseling, for mental health and/or substance use disorders, psychiatric evaluation, medication management, bio psychosocial assessment and case management.",,25.8097240496994,-80.2205523438728
837,837,NEW HORIZONS - ADULT OUTPATIENT SERVICES,,"Provides intake, psychiatric, individual, family and group counseling, medication maintenance, consultation, crisis intervention and information and referral services.\n\nAlso provides the MAT program (Medication Assistance Treatment): Clients with an opioid addiction come into the office to receive a vaccine. They must be receiving outpatient therapy and psychiatric services.",,25.8098038,-80.2211767
840,840,NEW HORIZONS - CASE MANAGEMENT SERVICES,,"Provides advocacy, outpatient support, linkage to community resources, education related to illnesses, medication, resources and nutrition.",,25.8438701398492,-80.19255721107
841,841,NEW HORIZONS - OUTPATIENT SUBSTANCE ABUSE,,Outpatient substance abuse treatment and prevention services for adults 18 years or older. Individuals must have a substance use or co-occurring disorder (mental health and substance use disorder).,,25.8098038,-80.2211767
844,844,NEW HORIZONS - KING HEIGHTS PLAZA,,"Provides room, board and support services for mentally ill adults in a therapeutic environment. Services include educational and social activities to facilitate re-integration into the community.",,25.8305372153212,-80.2165972858862
849,849,MOUNT SINAI MEDICAL CENTER,MT. SINAI,"This 935-bed private, not-for-profit teaching hospital provides comprehensive care in an array of specialties including cardiology, cardiac surgery, geriatric medicine, oncology, diagnostic imaging, Alzheimer's disease and memory disorders, orthopedics, pulmonary medicine, obstetrics/gynecology, addiction treatment and in house patient case management. Accredited by JCAHO.",,,
850,850,MOUNT SINAI - GERIATRIC PSYCHIATRY,MT. SINAI,"The units provide services to acutely ill patients who require short-term hospitalization and care for their psychiatric disorders, as well as those patients who require longer-term stabilization in a secure environment.",,25.8150093998227,-80.1379403678566
851,851,MOUNT SINAI - CHILDBIRTH PREPAREDNESS CLASSES,MT. SINAI,"This program highlights all of the important issues that new mothers face. It discusses topics regarding pregnancy, labor & delivery, and anesthesia options. The classes should be taken during the last eight weeks of the pregnancy, with one support person in attendance. The program includes a tour of the Maternity Unit. This class is offered twice per month.",,25.8150093998227,-80.1379403678566
854,854,MOUNT SINAI - PHYSICIAN REFERRAL SERVICE,MT. SINAI,"Provides information on medical staff physicians: professional training, memberships, years of experience and area of specialty. Also offers information on hospital services.",,25.8150093998227,-80.1379403678566
857,857,PHILLIP AND PATRICIA FROST MUSEUM OF SCIENCE,,"An aquarium, planetarium and science museumGÇöexplore it all on one dynamic campus at the Patricia and Phillip Frost Museum of Science. Centrally located in Downtown MiamiGÇÖs Museum Park, Frost Science is a leading-edge science museum dedicated to sharing the power of science, sparking wonder and fueling innovation for the future. Discover MiamiGÇÖs newest home for the ever-curious and explore yourself, the environment, the oceans and outer space in a dynamic, interactive adventure with dazzling new exhibitions and experiences. Frost Science is accredited by the American Alliance of Museums, is an affiliate of the Smithsonian Institution and a member of the Association of Science and Technology Centers.",,25.7472347677477,-80.2107954069247
858,858,PHILLIP AND PATRICIA FROST MUSEUM OF SCIENCE - SUMMER SCIENCE CAMP,,"The camp offers opportunities to explore, experiment, investigate, invent and discover through animal encounters, star shows, multimedia experiences, interactive exhibits, live science demos and engaging handsGÇôon activities. Explore the wonders of science through eight different week-long camps themed around the amazing science showcased including engineering, astronomy, marine biology and tech. Camps are fully inclusive and presented by teachers, scientists and museum staff.  \n\nSeparate sessions will be offered for campers in grades k-8. Each week of camp will include a Frost Planetarium show and free exploration time around the museum. \n\nDates: June 17th - August 9th\nRegistration is currently open",,25.7472347677477,-80.2107954069247
859,859,"BANYAN HEALTH SYSTEMS, INC.",MIAMI BEHAVIORAL,Spectrum Programs (SPI)/Miami Behavioral Health Center (MBHC) are comprehensive behavioral healthcare providers that offers a wide-array of services in South Florida communities in substance abuse and mental health.,,25.8770068137033,-80.1853654679339
860,860,BANYAN HEALTH SYSTEMS - CRISIS UNIT,Miami Behavioral,This 24-hour unit provides a 30-bed receiving facility offering emergency psychiatric services to walk-in clients and Baker Act patients.\n\nTriage\nInitial Screening and Emergency Assessment\nCrisis Stabilization\nMedical Evaluation\nCritical Incident Stress Debriefing\nReferral to community support agencies,,25.771558535869,-80.2577981443508
861,861,BANYAN HEALTH SYSTEMS - RESIDENTIAL DADE CHASE CENTER,Miami Behavioral,"Provides room and board, 24-hour supervision, substance abuse and co-occurring disorders treatment to clients in a small, personal setting. Clients are offered individual and group therapy, attend educational and family groups and receive psychiatric evaluations and follow-up.\n\nServices include:\n\nPsychiatric Evaluation\nComprehensive Strengths-Based Assessment\nIndividual and group psychotherapy\nFamily therapy\nCase Management for Co-occurring Mental Health and Addiction Disorders\nEducational programs\nHIV Screening and Referrals\nTANF / Temporary Assistance for Needy Families\nMedical expenses, as needed\nMedication Management",,25.7720116278147,-80.2208612868115
863,863,"BANYAN HEALTH SYSTEMS - CHILDREN PEDIATRIC, PSYCHIATRIC AND BEHAVIORAL HEALTH- MIAMI",Miami Behavioral,"Provides outpatient services to children and adults, through individual and family therapy, case management, psychiatric evaluation and medication management as needed.\n\nPsychiatric Evaluations\nTreatments for Mental Health and Substance Abuse\n\nPediatric services:\n\nSick and Well Child Visits\nVaccinations\nPreventive Care\nLab Work\nPhysical Examination",,25.6063185839123,-80.3505800320211
864,864,BANYAN HEALTH SYSTEMS - CRF   CSU/DETOX PROGRAMS,Miami Behavioral,"Central Reviving Facility performing screenings to determine best course for client. Crisis Stabilization Units and Provides detox beds, 2 for indigent co-occurring adults residing in Miami Dade County.\n\n*Medically monitored detoxification from substances",,25.771558535869,-80.2577981443508
869,869,BANYAN HEALTH SYSTEMS - ADULT PSYCHIATRY AND THERAPY OUTPATIENT CLINIC,Miami Behavioral,"Provides mental health evaluations and/or follow-ups for chronically mentally ill adults and individuals with co-occurring disorders, psychiatric services, therapy, and substance abuse treatment.\n\nPsychiatric Evaluation\nMedication Management\nIn-House Pharmacy",,25.7716895586882,-80.2589737077837
870,870,BANYAN HEALTH SYSTEMS - PHOENIX MANOR HOUSING,Miami Behavioral,Provides subsidized housing (through HUD's PRAC 811) to the mentally disabled. Housing provided at an independent living facility.,,25.7340534833524,-80.3395124042479
871,871,BANYAN HEALTH SYSTEMS - MOBILE CRISIS TEAM,Miami Behavioral,"The Mobile Crisis Team is an outreach service that provides evaluation and crisis intervention for individuals who may need emergency psychiatric hospitalization because their mental health problems and/or substance abuse place them or others at risk of harm. Following an in depth evaluation in which current mental health needs and/or substance abuse issues are assessed, the MCT staff will assist the consumer in assessing the community (or private) mental health services and/or substance abuse  which are most appropriate. In cases of hospitalization, the MCT will also present the consumer for admission and arrange for transportation. MCT is not staffed to provide emergency medical assistance. You should call 911 if the police or fire rescue are needed.\n\nBehavioral health assessment by licensed clinical professional.\nDetermine if Baker Act is needed.\nTransportation to the nearest CRF if is necessary.",,25.771558535869,-80.2577981443508
872,872,BANYAN HEALTH SYSTEMS - SINGLE POINT OF ACCESS,Miami Behavioral,"Serves as the entry point to most Banyan Health Systems' programs. Offers telephone, walk-in and scheduled assessments, referrals and information, managed care access and coordination, and 24 hour emergency service.",,,
873,873,"MIAMI LIGHTHOUSE FOR THE BLIND AND VISUALLY IMPAIRED, INC.",Miami Lighthouse,"Miami Lighthouse is celebrating 90 years of providing Hope, Confidence and Independence in Miami-Dade and Monroe Counties from birth to senior years. We are the oldest and largest private agency in Florida to serve people of all ages who are blind and visually impaired. Provides rehabilitating social group activities and serves as a beginning area for preparation for the personal adjustment training in the rehabilitation unit.",,25.7675662598492,-80.2070833791569
874,874,MIAMI LIGHTHOUSE FOR THE BLIND - FLORIDA HEIKEN CHILDREN'S VISION PROGRAM,,Provides free comprehensive eye examinations and eyeglasses to financially disadvantaged students enrolled in Miami-Dade County Schools who have been determined to have vision deficits.,,25.7675662598492,-80.2070833791569
875,875,MIAMI LIGHTHOUSE FOR THE BLIND - BRIGHT BEACON AND STAR SUMMER PROGRAM,,"STAR (Summer Training and Recreation) AKA Bright Beacon's is a year round program with a seven (7) week summer camp for visually impaired/blind children and a school year program on Saturdays and school holidays and teacher planning days. These programs offers engaging and enriching activities focusing on literacy, technology, physical fitness, and social skills development. Bright Beacon and STAR features activities such as arts and crafts, music, and field trips. Transportation is provided for children residing in Miami-Dade County.  \n\nThe Summer Reading Explorers Program is also included in the summer program, provides literacy activities for kindergarten and 1st grade children to further improve their reading skills. Blind and visually impaired may be provided with materials in braille. \n\n\nSchool Year Program is open from September 2019 -May 2020\n\nSummer Camp: \nDates: TBD for summer 2020\nClosed July 4th\nRegistration will be in the Spring 2020",,25.7675662598492,-80.2070833791569
876,876,MIAMI LIGHTHOUSE FOR THE BLIND - COMPUTER TRAINING AND TECHNOLOGY,Vocational Training Center,"Provides evaluation and training for severely visually impaired persons in use of computers for personal, scholastic and vocational purposes. Each person who is visually impaired or blind training is individualized with a unique training sequence based upon request of applicant and sponsor. Miami Lighthouse professional rehabilitation team will assist clients in job placement. In 2019 we will be providing a Mentoring Matters program for 25 clients in which we will match clients with successful individuals who are blind or visually impaired for mentoring. Transportation is available.",,25.7675662598492,-80.2070833791569
877,877,MIAMI LIGHTHOUSE FOR THE BLIND - REHABILITATION UNIT,,"Offers training and counseling for the newly blind and visually impaired clients needing additional blindness training, enabling clients to return to work or school,  Governmental agencies and insurance agencies pay fees based upon cost of services. Transportation is available.",,25.7675662598492,-80.2070833791569
878,878,MIAMI LIGHTHOUSE FOR THE BLIND - SOCIAL GROUP ACTIVITY,SGA,"The Social Group Activities Program at Miami Lighthouse For the Blind and Visually Impaired is an for adults who want to remain independent. This program focuses on arts and crafts activities that are used to increase the individuals physical, social, and emotional skills. Clients in the program are encouraged to express themselves through art activities such as painting, ceramics, jewelry-making, knitting, wood-working, and macram+¬GÇÖ. The program provides opportunities for individuals to enhance their socialization skills by providing BINGO parties, field trips into the community, and other events throughout the month.",,25.7675662598492,-80.2070833791569
879,879,MIAMI LIGHTHOUSE FOR THE BLIND - VISUALLY IMPAIRED GROUP - ENGLISH,,English speaking support group for severely visually impaired people and their families. Transportation available.,,,
880,880,MIAMI LIGHTHOUSE FOR THE BLIND - VISUALLY IMPAIRED GROUP - SPANISH,,Spanish speaking support group for severely visually impaired people and their families. Transportation is available.,,,
881,881,MIAMI JEWISH HEALTH,,"Miami Jewish Health, a non-profit healthcare provider, helps people of all ages, cultures, and religions enjoy longer, healthier, enriched lives.",,25.8229894289487,-80.1923076555577
883,883,HAZEL IRVING CYPEN TOWERS AT MIAMI JEWISH HEALTH - RESIDENTIAL LIVING,,"The residential living program offers three housing options for independent and assisted living in South Florida, so seniors can find the facility that best fits their individual needs:\n\nIrving Cypen Tower\nHazel Cypen Tower\n\nServices include:\n24-hour emergency call system, fire safety system and hurricane-safe construction.\n24-hour patrolled security with a gated entry.\nBreakfast and dinner, with dietitian-supervised menus.\nWeekly classes including art, writing and more.\nOn-site comprehensive medical services.",,25.8229894289487,-80.1923076555577
886,886,MIAMI JEWISH HEALTH - HOME HEALTH REGISTRY,,"Douglas Gardens Home Care is a not-for-profit nurse registry committed to enhancing the independence and quality of life for adults of all ages. Services include: \n\nProviding nursing, home health aides and companions in a home setting\nAssistance with personal care, shopping, meal preparation, housekeeping, laundry, transportation, doctorGÇÖs visits, recreation, appointments and errands\nHelp with basic activities of daily living such as bathing, dressing, walking, eating and personal hygiene\nCompanionship\nMedical monitoring",,25.8229894289487,-80.1923076555577
887,887,MIAMI JEWISH HEALTH - REHABILITATION CENTER,Rosomoff Comprehensive Rehabilitation Center,"The Rosomoff Comprehensive Rehabilitation Center treats patients who have complex and chronic pain, including amputees and patients with spinal cord injuries. Specialties include neurological surgery, physiatry, rehabilitation therapy, neuromuscular massage, back and neck pain, neuropathic pain, headaches, fibromyalgia, hip and knee pain myofascial (muscular) pain, automobile injury, painful cumulative trauma, shingles, complex regional pain syndrome and vocational counseling.",,25.8229894289487,-80.1923076555577
889,889,MIAMI JEWISH HEALTH - PACE PROGRAM,Medicaid/Medicare Program for Senior Healthcare,"The Florida Program of All Inclusive Care for the Elderly (PACE) is a comprehensive program for Medicaid only participants or those who have both Medicare and Medicaid. This program is responsible for all primary acute and long-term care services at home or in healthcare facilities. PACE is redefining the patient experience for adults 55 years and older through our determination and vision to manage a memberGÇÖs medical needs GÇô not in an institution, but at home.\n\nPACE Centers are responsible for the delivery of all primary, acute and long-term care, as well as all appropriate social, restorative and supportive services.",,25.8229894289487,-80.1923076555577
891,891,MIAMI JEWISH HEALTH - DOUGLAS GARDENS HOSPITAL,,"The Douglas Gardens Ambulatory Health Clinic provides medical services to seniors in South Florida, including physical exams and specialized services. In addition to EKG, blood pressure and diabetes screening, Alzheimer's evaluation and case management and a full range of laboratory testing.",,25.8229894289487,-80.1923076555577
