id,name,parent_id,parent_name,vocabulary,taxonomy_facet
LH-0500.6450,Organ Procurement Organizations,,,Open211 Miami - AIRS,Organization/Facility Type
JR-6000,911 Services,,,Open211 Miami - AIRS,Service
DF-7000.4590-550,911 Tapes,,,Open211 Miami - AIRS,Service
FN-1300,Crime Investigation,,,Open211 Miami - AIRS,Service
FF-1500,Correctional Facilities,,,Open211 Miami - AIRS,Organization/Facility Type
FF-3300.3500,Inmate Visitation Programs,,,Open211 Miami - AIRS,Service
LH-2700.0150,AIDS/HIV Prevention Counseling,,,Open211 Miami - AIRS,Service
TJ-8000.3000,Health Statistics,,,Open211 Miami - AIRS,Service
JP-1500.1700-800,Tuberculosis Control,,,Open211 Miami - AIRS,Service
LT-1750.9000,Tuberculosis Clinics,,,Open211 Miami - AIRS,Service
LF-4900.2200,Hepatitis Testing,,,Open211 Miami - AIRS,Service
RX-8250.8000,Tobacco Use Education/Prevention,,,Open211 Miami - AIRS,Service
TD-0300.1300,County Government Departments/Offices,,,Open211 Miami - AIRS,Organization/Facility Type
PH-1450.7000,Refugee Resettlement Services,,,Open211 Miami - AIRS,Service
TD-6500,Planning/Coordinating/Advisory Groups,,,Open211 Miami - AIRS,Organization/Facility Type
JP-1500.1700-050,AIDS/HIV Control,,,Open211 Miami - AIRS,Service
LN-5000,Mobile Health Care,,,Open211 Miami - AIRS,Organization/Facility Type
JP-1500.1700,Disease Specific Communicable Disease Control,,,Open211 Miami - AIRS,Service
LJ-8000,Sexuality/Reproductive Health Education,,,Open211 Miami - AIRS,Service
LF-4900.8000,Sexually Transmitted Disease Screening,,,Open211 Miami - AIRS,Service
LT-1750.8000,Sexually Transmitted Disease Treatment,,,Open211 Miami - AIRS,Service
LJ-2000.1000,Birth Control,,,Open211 Miami - AIRS,Service
PH-1000.4500,Long Term Case/Care Management,,,Open211 Miami - AIRS,Service
JR-8200.6500,Personal Safety Education,,,Open211 Miami - AIRS,Service
LV-2600,Family and Community Medicine,,,Open211 Miami - AIRS,Service
LV-3300,Internal Medicine,,,Open211 Miami - AIRS,Service
LN-9500,Women's Health Centers,,,Open211 Miami - AIRS,Organization/Facility Type
FT-3000.1750,Domestic/Family Violence Legal Services,,,Open211 Miami - AIRS,Service
FT-3000.6900,Protective/Restraining Orders,,,Open211 Miami - AIRS,Programs that provide assistance for people who need to obtain l
TJ-6500.8500,Subject Specific Public Awareness/Education,,,Open211 Miami - AIRS,Service
RP-1400.8000-160,Crime Victim/Witness Counseling,,,Open211 Miami - AIRS,Service
HH-4500.9500,Youth Literacy Programs,,,Open211 Miami - AIRS,Service
ND-2000.3500-150,Classroom Training,,,Open211 Miami - AIRS,Modality/Delivery Format
FT-1000.9700,Workers Compensation Benefits Assistance,,,Open211 Miami - AIRS,Service
JP-6500.6500,Pest Control Services,,,Open211 Miami - AIRS,Service
PD-7600.0500,Animal Rescue,,,Open211 Miami - AIRS,Service
FF-3300.6400,Prison Ministries,,,Open211 Miami - AIRS,Service
TR-1000.5000,Medical and Health Sciences Research,,,Open211 Miami - AIRS,Service
TD-1600.3100-550,Mental Health Associations,,,Open211 Miami - AIRS,Organization/Facility Type
JD-1500.9500-870,Water Conservation Enforcement,,,Open211 Miami - AIRS,Service
JD-1500.9500-300,Home Water Use Surveys,,,Open211 Miami - AIRS,Service
PD-9000.1800,Emergency Veterinary Services,,,Open211 Miami - AIRS,Service
PD-9000.6000,Neuter/Spay Services,,,Open211 Miami - AIRS,Service
DD-2100.1000,Better Business Bureaus,,,Open211 Miami - AIRS,Organization/Facility Type
LV-6000,Obstetrics/Gynecology,,,Open211 Miami - AIRS,Service
LV-7200,Podiatry/Foot Care,,,Open211 Miami - AIRS,Service
HL-8700.3000,Homework Help Programs,,,Open211 Miami - AIRS,Service
LH-5100,Medical Expense Assistance,,,Open211 Miami - AIRS,Service
ND-2000.6400,Occupation Specific Job Training,,,Open211 Miami - AIRS,Service
PH-6200.8400,Stress Management,,,Open211 Miami - AIRS,Service
LV-2400,Eye Care,,,Open211 Miami - AIRS,Service
PL-6400.6500,Public Parks,,,Open211 Miami - AIRS,Organization/Facility Type
PL-6400.7000-700,Recreation Centers,,,Open211 Miami - AIRS,Organization/Facility Type
PL-7000.8800,Swimming/Swimming Lessons,,,Open211 Miami - AIRS,Service
FF-0500.1800-050,Adult Diversion,,,Open211 Miami - AIRS,Service
FF-0500.1800-350,Juvenile Diversion,,,Open211 Miami - AIRS,Service
TP-3350.1800-330,Information and Referral Database Management Assistance,,,Open211 Miami - AIRS,Service
LH-5000.2500,General Medical Equipment/Supplies Provision,,,Open211 Miami - AIRS,Service
FT-1000.3300,Immigrant Benefits Assistance,,,Open211 Miami - AIRS,Service
LH-2600.6500,Physician Referrals,,,Open211 Miami - AIRS,Service
HH-0500,Adult Education,,,Open211 Miami - AIRS,Service
BD-5000.8200,School Lunches/Snacks,,,Open211 Miami - AIRS,Service
PH-0320.0200,Adult Day Program Centers,,,Open211 Miami - AIRS,Organization/Facility Type
LT-1750.1700,Dementia Management,,,Open211 Miami - AIRS,Service
BH-7000.5100-330,Independent Living Communities/Complexes,,,Open211 Miami - AIRS,Organization/Facility Type
LV-5500,Neurology,,,Open211 Miami - AIRS,Service
LR-1570,Condition Specific Rehabilitation Services,,,Open211 Miami - AIRS,Service
LJ-5000.8000,Safe Havens for Abandoned Newborns,,,Open211 Miami - AIRS,Organization/Facility Type
PH-2400.1900,Foster Home Placement,,,Open211 Miami - AIRS,Service
RX-8450.8000-050,Alcohol Use Disorder Counseling,,,Open211 Miami - AIRS,Service
LJ-5000.6200,Neonatal Care,,,Open211 Miami - AIRS,Service
RX-8250.0500,Alcohol Use Disorder Education/Prevention,,,Open211 Miami - AIRS,Service
HL-8700,Tutoring Services,,,Open211 Miami - AIRS,Service
PL-7400,Recreational/Leisure/Arts Instruction,,,Open211 Miami - AIRS,Service
NS-8000.5000,Medicare,,,Open211 Miami - AIRS,Named Programs
ND-6500.1800,Disability Related Center Based Employment,,,Open211 Miami - AIRS,Service
PH-7000.3300-040,Adult In Home Respite Care,,,Open211 Miami - AIRS,Service
TJ-3200.2500-140,City Government Information Lines,,,Open211 Miami - AIRS,Service
RD-6200,Pastoral Counseling,,,Open211 Miami - AIRS,Programs that specialize in providing therapeutic interventions 
RX-8250.1700,Drug Use Disorder Education/Prevention,,,Open211 Miami - AIRS,Service
HH-4500.0500,Adult Literacy Programs,,,Open211 Miami - AIRS,Service
RX-8450.8000-180,Drug Use Disorder Counseling,,,Open211 Miami - AIRS,Service
JR-8200.8500-650,Pedestrian Safety Education,,,Open211 Miami - AIRS,Service
LR-3200,Independent Living Skills Instruction,,,Open211 Miami - AIRS,Service
TA-1700.1000,Ballet Performances,,,Open211 Miami - AIRS,Service
PH-6500.1500,Children's Protective Services,,,Open211 Miami - AIRS,Service
BH-1800.1500-700,Runaway/Youth Shelters,,,Open211 Miami - AIRS,Organization/Facility Type
TB-0900.0650-060,Business Consulting Services,,,Open211 Miami - AIRS,Service
PH-6100.1550,Co-Parenting Workshops,,,Open211 Miami - AIRS,Service
TJ-5500.7000,Radio Stations,,,Open211 Miami - AIRS,Organization/Facility Type
HH-8000.8500,Transition Services for Students With Disabilities,,,Open211 Miami - AIRS,Service
FJ-6700.8000,State Attorneys General,,,Open211 Miami - AIRS,Service
NL-5000.5000-520,Medicaid Applications,,,Open211 Miami - AIRS,Named Programs
FN-1500.3600,Juvenile Delinquency Prevention,,,Open211 Miami - AIRS,Service
BT-8750,Travelers Assistance,,,Open211 Miami - AIRS,Service
PH-6500.1500-140,Child Abuse Reporting/Emergency Response,,,Open211 Miami - AIRS,Service
NS-1800,Disability Benefits,,,Open211 Miami - AIRS,Service
LT-3400,Immunizations,,,Open211 Miami - AIRS,Service
TJ-4500.4500,Library Audiovisual Services,,,Open211 Miami - AIRS,Service
TJ-4400.6500,Public Libraries,,,Open211 Miami - AIRS,Organization/Facility Type
TJ-4500.1500-450,Children's Reading Clubs,,,Open211 Miami - AIRS,Organization/Facility Type
LV-3300.6500,Pulmonary Disease Specialty,,,Open211 Miami - AIRS,Service
PH-6500.0500-050,Adult Protective Intervention/Investigation,,,Open211 Miami - AIRS,Service
PX-2100.4600,Litter Cleanup Volunteer Opportunities,,,Open211 Miami - AIRS,Service
BH-3900.3100,Housing Search Assistance,,,Open211 Miami - AIRS,Service
BH-3900.3000,Home Purchase Listings,,,Open211 Miami - AIRS,Service
PH-3000,Home Management Instruction,,,Open211 Miami - AIRS,Service
FP-0700.5000,Mediation,,,Open211 Miami - AIRS,Modality/Delivery Format
NS-1000.9000,Veteran Burial Benefits,,,Open211 Miami - AIRS,Named Programs
RX-0400.1500,Central Intake/Assessment for Substance Use Disorders,,,Open211 Miami - AIRS,Service
RR-1800,Early Intervention for Mental Illness,,,Open211 Miami - AIRS,Service
BM-6500.1500-150,Diapers,,,Open211 Miami - AIRS,Service
PH-6100.1800-250,General Expectant/New Parent Assistance Programs,,,Open211 Miami - AIRS,Service
FT-1000.9000,Veteran Benefits Assistance,,,Open211 Miami - AIRS,Service
PH-6200.9200,Wilderness Therapy Programs,,,Open211 Miami - AIRS,Service
RM-3300.6600-080,Adult Psychiatric Inpatient Units,,,Open211 Miami - AIRS,Organization/Facility Type
PL-7400.0500,Arts and Crafts Instruction,,,Open211 Miami - AIRS,Service
PL-6600.1800,Exercise Classes/Groups,,,Open211 Miami - AIRS,Service
PS-8200.6000-800,Sewing Clubs,,,Open211 Miami - AIRS,Organization/Facility Type
PS-8200.6000-400,Knitting Clubs,,,Open211 Miami - AIRS,Organization/Facility Type
ND-2000.9000,Vocational Assessment,,,Open211 Miami - AIRS,Service
RP-1400.8000-325,Holocaust Counseling,,,Open211 Miami - AIRS,Service
RP-1400.8000-020.05,Adult Child Sexual Abuse Counseling,,,Open211 Miami - AIRS,Service
PL-7400.1700-080,Ballet Instruction,,,Open211 Miami - AIRS,Service
TD-0300,Administrative Entities,,,Open211 Miami - AIRS,Organization/Facility Type
PH-6500,Protective Services,,,Open211 Miami - AIRS,Service
LJ-5000.1700,Delivery/Childbirth,,,Open211 Miami - AIRS,Service
LH-3500.4900,Medicaid Information/Counseling,,,Open211 Miami - AIRS,Service
LF-4900.2000-900,Vision Screening,,,Open211 Miami - AIRS,Service
LF-4900.1670,Dental Screening,,,Open211 Miami - AIRS,Service
PH-6200.1550,Conflict Resolution Training,,,Open211 Miami - AIRS,Service
NS-1800.9000-900,Veteran Aid and Attendance Benefits,,,Open211 Miami - AIRS,Named Programs
LT-2800,Home Health Care,,,Open211 Miami - AIRS,Service
PN-8100.6500-650,Parent Support Groups,,,Open211 Miami - AIRS,Organization/Facility Type
PH-6200.2000,Family Life Education,,,Open211 Miami - AIRS,Service
LT-2800.3000,Home Health Aide Services,,,Open211 Miami - AIRS,Service
LH-5000,Medical Equipment/Supplies,,,Open211 Miami - AIRS,Service
RD-1000.1000,Behavior Modification,,,Open211 Miami - AIRS,Service
DD-1800,Consumer Education,,,Open211 Miami - AIRS,Service
DD-1500.3750,Food Complaints,,,Open211 Miami - AIRS,Service
DD-1500.1100,Bottled Water Complaints,,,Open211 Miami - AIRS,Service
PN-8100.1000-800,Suicide Survivors Support Groups,,,Open211 Miami - AIRS,Organization/Facility Type
FT-1800.3000,Housing Discrimination Assistance,,,Open211 Miami - AIRS,Service
PL-7400.2000,Filmmaking Instruction,,,Open211 Miami - AIRS,Service
TQ-4400,Legislation Information,,,Open211 Miami - AIRS,Service
TI-1800.4500-500,Musical Instrument Donation Programs,,,Open211 Miami - AIRS,Service
BH-3700,Housing Counseling,,,Open211 Miami - AIRS,Service
BT-8400.6400,Public Transit Authorities,,,Open211 Miami - AIRS,Organization/Facility Type
ND-3500,Job Finding Assistance,,,Open211 Miami - AIRS,Service
PH-6100.1800-900,Teen Expectant/New Parent Assistance,,,Open211 Miami - AIRS,Service
RX-8450.8100,Substance Use Disorder Day Treatment,,,Open211 Miami - AIRS,Service
ND-6500.3300,Immigrant/Refugee Employment Programs,,,Open211 Miami - AIRS,Service
LV-6800.6860,Pediatric Neurology,,,Open211 Miami - AIRS,Service
FT-4150,Labor and Employment Law,,,Open211 Miami - AIRS,Service
TI-1900,Donation Drop Off Points,,,Open211 Miami - AIRS,Service
PX-0400.1800-150,Donations Distribution Volunteer Opportunities,,,Open211 Miami - AIRS,Service
FL-8000,Secret Service,,,Open211 Miami - AIRS,Named Programs
LR-6200.1800,Disability/Rehabilitation Related Occupational Therapy,,,Open211 Miami - AIRS,Service
RP-1400.8000-020.21,Counseling for Children Affected by Domestic Violence,,,Open211 Miami - AIRS,Service
PH-0500,Attendant Services for People With Disabilities,,,Open211 Miami - AIRS,Service
PN-8100.0500-180,Drug Use Disorder Support Groups,,,Open211 Miami - AIRS,Organization/Facility Type
FT-3900.3300,Insurance Claims Assistance,,,Open211 Miami - AIRS,Service
FN-1700.3350,Insurance Fraud Reporting,,,Open211 Miami - AIRS,Service
ND-2000.6500-340,Job Interview Training,,,Open211 Miami - AIRS,Service
BM-8500,Thrift Shops,,,Open211 Miami - AIRS,Organization/Facility Type
LH-5000.0600,AIDS/HIV/STD Prevention Supplies,,,Open211 Miami - AIRS,Service
HL-2500.8600,Truancy Counseling,,,Open211 Miami - AIRS,Service
RP-1400.8000-155,Child Guidance,,,Open211 Miami - AIRS,Service
RP-6400.8000-650.64,Psychiatric Medication Monitoring,,,Open211 Miami - AIRS,Service
FN-1500.1000,Bullying Prevention,,,Open211 Miami - AIRS,Service
LH-2700.2000-050,Automated External Defibrillator Training,,,Open211 Miami - AIRS,Service
PS-8200.9500,Wildlife Appreciation Societies,,,Open211 Miami - AIRS,Organization/Facility Type
PL-7400.1700,Dance Instruction,,,Open211 Miami - AIRS,Service
PL-7400.1700-850,Tap Dancing Instruction,,,Open211 Miami - AIRS,Service
PL-7400.1700-500,Modern Dance Instruction,,,Open211 Miami - AIRS,Service
DF-7000.8250,Social Security Numbers,,,Open211 Miami - AIRS,Service
NL-1000.8100,SSI,,,Open211 Miami - AIRS,Named Programs
BV-8900.9220,Utility Disconnection Protection,,,Open211 Miami - AIRS,Service
TJ-1800.3300-950,Websites,,,Open211 Miami - AIRS,Service
PL-6400.9600-980,Zoos/Wildlife Parks,,,Open211 Miami - AIRS,Organization/Facility Type
RX-8450,Substance Use Disorder Treatment Programs,,,Open211 Miami - AIRS,Service
RX-8250,Substance Use Disorder Education/Prevention,,,Open211 Miami - AIRS,Service
LT-1750.9550,Wound Clinics,,,Open211 Miami - AIRS,Service
TH-1700.2000-150,Community Disaster Education,,,Open211 Miami - AIRS,Service
TH-1500.1700,Disaster Relief/Recovery Organizations,,,Open211 Miami - AIRS,Organization/Facility Type
PH-1800.3300,Identification Devices,,,Open211 Miami - AIRS,Service
FT-3000.1450,Child Advocacy Centers,,,Open211 Miami - AIRS,Organization/Facility Type
FN-1500,Crime Prevention,,,Open211 Miami - AIRS,Service
FR-4500,Law Enforcement Education/Information,,,Open211 Miami - AIRS,Service
RP-1400.8000-020,Abuse Counseling,,,Open211 Miami - AIRS,Service
JR-8200.3000-250,Home Safety Evaluations,,,Open211 Miami - AIRS,Service
JR-8200.7800,Safety Town Programs,,,Open211 Miami - AIRS,Named Programs
PH-6100.1700,Disability Related Parenting Programs,,,Open211 Miami - AIRS,Service
PH-1400.6500-650,Parent to Parent Networking,,,Open211 Miami - AIRS,Service
PH-2360.2300,Family Group Conferencing,,,Open211 Miami - AIRS,Service
FN-1500.1900,Family Violence Prevention,,,Open211 Miami - AIRS,Service
PH-0700,Benefits Screening,,,Open211 Miami - AIRS,Service
LF-7000.1550,Child Abuse Medical Evaluations,,,Open211 Miami - AIRS,Service
PN-8100.1000-080,Bereaved Child Support Groups,,,Open211 Miami - AIRS,Organization/Facility Type
PL-7700.1200,Commemorative Events,,,Open211 Miami - AIRS,Service
TI-1800.1500-900,Work Clothing Donation Programs,,,Open211 Miami - AIRS,Service
BT-8300.0870,Automobile Loans,,,Open211 Miami - AIRS,Service
LH-5100.5000,Medical Care Expense Assistance,,,Open211 Miami - AIRS,Service
LH-6700.6400-040,AIDS Drug Assistance Programs,,,Open211 Miami - AIRS,Service
LJ-8000.8000,Safer Sex Education,,,Open211 Miami - AIRS,Service
BH-8400,Supportive Housing,,,Open211 Miami - AIRS,Organization/Facility Type
FJ-6700.6500,Public Defender,,,Open211 Miami - AIRS,Service
FJ-1600.2000,Foreclosure Filing Offices,,,Open211 Miami - AIRS,Organization/Facility Type
PH-3500.1000,Braille Transcription,,,Open211 Miami - AIRS,Service
PH-3500.4500,Language Interpretation,,,Open211 Miami - AIRS,Service
PH-3500.4550,Language Translation,,,Open211 Miami - AIRS,Service
PH-3500.8000,Sign Language Interpretation,,,Open211 Miami - AIRS,Service
RP-1500.3400,Involuntary Psychiatric Intervention,,,Open211 Miami - AIRS,Service
FT-1020,Certificates/Forms Assistance,,,Open211 Miami - AIRS,Service
LV-6000.2400,General Obstetrics,,,Open211 Miami - AIRS,Service
BV-8900.1700-850,Discounted Telephone Service,,,Open211 Miami - AIRS,Service
DM-1980,Financial Assessment Tools,,,Open211 Miami - AIRS,Service
JR-8000.8500,Traffic Bulletins/Information,,,Open211 Miami - AIRS,Service
TH-2100.7000,Road Closures Bulletins,,,Open211 Miami - AIRS,Service
TH-2600.1500-730,Post Disaster Transportation Information,,,Open211 Miami - AIRS,Service
FL-2800,Harbor Patrol,,,Open211 Miami - AIRS,Organization/Facility Type
TJ-4500.1500-800,Story Hour,,,Open211 Miami - AIRS,Service
HH-4500.1800,Early Literacy Development Programs,,,Open211 Miami - AIRS,Service
FC-9500,Youth Courts,,,Open211 Miami - AIRS,Organization/Facility Type
PX-1850.9500,Youth Court Volunteer Opportunities,,,Open211 Miami - AIRS,Service
LT-1750.0550,ALS Clinics,,,Open211 Miami - AIRS,Service
LF-4900.1700,Diabetes Screening,,,Open211 Miami - AIRS,Service
LF-4900.1550-150,Clinical Cholesterol/Triglycerides Tests,,,Open211 Miami - AIRS,Service
TC-5500.2500,Gay/Lesbian/Bisexual/Transgender Community Centers,,,Open211 Miami - AIRS,Organization/Facility Type
BT-4500.6500-500,Medical Appointments Transportation,,,Open211 Miami - AIRS,Service
TH-2600.1580,Disaster Related Shelter Services,,,Open211 Miami - AIRS,Service
ND-6500.9800-050,At Risk Youth Employment Programs,,,Open211 Miami - AIRS,Service
TD-1600.3100,Human Rights Groups,,,Open211 Miami - AIRS,Organization/Facility Type
LT-1750.8100,Sleep Disorders Clinics,,,Open211 Miami - AIRS,Service
ND-9200.8000-700,RSVP Program,,,Open211 Miami - AIRS,Named Programs
RP-1500.1400,Crisis Intervention Hotlines/Helplines,,,Open211 Miami - AIRS,Service
LJ-2000.1000-150,Contraception,,,Open211 Miami - AIRS,Service
LJ-2000.1000-100,Birth Control Counseling,,,Open211 Miami - AIRS,Service
LH-6700.6400-285,HIV Post Exposure Prophylaxis Medication,,,Open211 Miami - AIRS,Service
LH-6700.6400-300,HIV Pre-Exposure Prophylaxis Medication,,,Open211 Miami - AIRS,Service
HD-1800.1800,Early Head Start,,,Open211 Miami - AIRS,Named Programs
BM-6500.1500-950,Work Clothing,,,Open211 Miami - AIRS,Service
RP-5000.5000,Mental Health Screening,,,Open211 Miami - AIRS,Service
FP-8000,Self Representation Assistance,,,Open211 Miami - AIRS,Modality/Delivery Format
FT-9100.1800,Driver License Retention/Reinstatement Assistance,,,Open211 Miami - AIRS,Service
JR-8200.8500-850,Traffic School,,,Open211 Miami - AIRS,Service
ND-3500.3500-340,Job Banks,,,Open211 Miami - AIRS,Service
DT-8700,Tax Information,,,Open211 Miami - AIRS,Service
PH-0320.0400,Adult Day Health Programs,,,Open211 Miami - AIRS,Service
PH-0320.0600,Adult Family Day Program Homes,,,Open211 Miami - AIRS,Organization/Facility Type
DT-8400.8400,Tax Appeals Filing Assistance,,,Open211 Miami - AIRS,Service
JD-1500,Conservation,,,Open211 Miami - AIRS,Service
PL-7400.6300,Outdoor Environmental Education,,,Open211 Miami - AIRS,Service
PH-3300,In Home Assistance,,,Open211 Miami - AIRS,Service
FC-8200.8100-200,Family Law Courts,,,Open211 Miami - AIRS,Organization/Facility Type
FT-3000.1900,Family Justice Centers,,,Open211 Miami - AIRS,Organization/Facility Type
TC-5500,Multipurpose Centers,,,Open211 Miami - AIRS,Organization/Facility Type
PL-6400.7000-840,Swimming Facilities,,,Open211 Miami - AIRS,Organization/Facility Type
PH-1400.5000-650,Peer Role Model Programs,,,Open211 Miami - AIRS,Service
BD-1800.2000-620,Occasional Emergency Food Assistance,,,Open211 Miami - AIRS,Service
TJ-4500.1200,Bookmobiles,,,Open211 Miami - AIRS,Service
ND-3600.0400-850,Temporary Employment,,,Open211 Miami - AIRS,Service
FT-3600.6000,Naturalization Support/Legal Services,,,Open211 Miami - AIRS,Service
LF-4900.1500-500,Mammograms,,,Open211 Miami - AIRS,Service
RX-8450.1150-150,Comprehensive Outpatient Alcohol Use Disorder Treatment,,,Open211 Miami - AIRS,Service
RX-8450.1150-180,Comprehensive Outpatient Drug Use Disorder Treatment,,,Open211 Miami - AIRS,Service
BT-8500.1000-180,Discount Transit Passes,,,Open211 Miami - AIRS,Service
BH-7000.8100-800,Sweat Equity Programs,,,Open211 Miami - AIRS,Service
BT-4500.6500-250,Emergency Transportation for Commuters,,,Open211 Miami - AIRS,Service
TN,Occupational/Professional Associations,,,Open211 Miami - AIRS,Organization/Facility Type
LH-3500.0200,Affordable Care Act Insurance Information/Counseling,,,Open211 Miami - AIRS,Service
BH-1850,Emergency Shelter Clearinghouses,,,Open211 Miami - AIRS,Organization/Facility Type
PH-2360.2000,Economic Self Sufficiency Programs,,,Open211 Miami - AIRS,Service
RM-3300.6600,Psychiatric Inpatient Units,,,Open211 Miami - AIRS,Organization/Facility Type
BH-1800.8500,Homeless Shelter,,,Open211 Miami - AIRS,Service
JD-2000.6500,Plant/Tree Banks,,,Open211 Miami - AIRS,Organization/Facility Type
BT-4500.6500,Paratransit Programs,,,Open211 Miami - AIRS,Service
BT-4500.6500-800,Senior Ride Programs,,,Open211 Miami - AIRS,Service
DF-7000.6650,Passports,,,Open211 Miami - AIRS,Service
TI-1800.4500-100,Book/Magazine Donation Programs,,,Open211 Miami - AIRS,Service
FP-0500.3500,Issue Advocacy,,,Open211 Miami - AIRS,Modality/Delivery Format
FL-6500,Municipal Police,,,Open211 Miami - AIRS,Organization/Facility Type
FN-1700.1800,Drug Crime Reporting,,,Open211 Miami - AIRS,Service
FL-8500,State Police,,,Open211 Miami - AIRS,Organization/Facility Type
PH-0300.0400,Adoption Information/Referrals,,,Open211 Miami - AIRS,Service
FP-4500,Legal Representation,,,Open211 Miami - AIRS,Modality/Delivery Format
HD-1200.4500,Local School Boards,,,Open211 Miami - AIRS,Organization/Facility Type
HD-0500.5000-050,Alternative Schools,,,Open211 Miami - AIRS,Organization/Facility Type
TI-2100,Donation Pickups,,,Open211 Miami - AIRS,Service
PX-2300.3100,Homeless Shelter Volunteer Opportunities,,,Open211 Miami - AIRS,Service
HH-1600.1600,Dropout Prevention,,,Open211 Miami - AIRS,Service
FN-1500.9700,Youth Violence Prevention,,,Open211 Miami - AIRS,Service
PL-6600.9700,Yoga,,,Open211 Miami - AIRS,Service
PH-6100.1800,Expectant/New Parent Assistance,,,Open211 Miami - AIRS,Service
HD-1800.6500-150,Community Based Preschools,,,Open211 Miami - AIRS,Organization/Facility Type
HL-3010,Instructional Support Services,,,Open211 Miami - AIRS,Service
BH-8400.6000-040,Adult Residential Care Homes,,,Open211 Miami - AIRS,Organization/Facility Type
FF-1500.2000,Federal Correctional Facilities,,,Open211 Miami - AIRS,Organization/Facility Type
LJ-5000.1500-150,Cesarean Birthing Classes,,,Open211 Miami - AIRS,Service
RX-0400.1855,Drug/Alcohol Use Self Evaluation Tools,,,Open211 Miami - AIRS,Service
RX-0400.1850,Drug/Alcohol Testing,,,Open211 Miami - AIRS,Service
P,Individual and Family Life,,,Open211 Miami - AIRS,Service
PH-2950.3200,Holiday Gifts/Toys,,,Open211 Miami - AIRS,Service
FN-1700.7800,Social Security Fraud Reporting,,,Open211 Miami - AIRS,Named Programs
NS-1000.8000,Social Security Burial Benefits,,,Open211 Miami - AIRS,Named Programs
NS-7000.8000,Social Security Retirement Benefits,,,Open211 Miami - AIRS,Named Programs
NS-8200.8000,Social Security Survivors Insurance,,,Open211 Miami - AIRS,Named Programs
NS-1800.8000,Social Security Disability Insurance,,,Open211 Miami - AIRS,Named Programs
DF-8000.4500-650,Pension Benefits Regulation,,,Open211 Miami - AIRS,Service
TD-1600.1790,Employment Related Advocacy Groups,,,Open211 Miami - AIRS,Organization/Facility Type
HD-1800.3000-350,Head Start Sites,,,Open211 Miami - AIRS,Named Programs
LF-7000.1730,Developmental Screening,,,Open211 Miami - AIRS,Service
RX-8450.5000,Medication Assisted Maintenance Treatment for Opioid Use Disorders,,,Open211 Miami - AIRS,Service
JR-1950,Fire Stations,,,Open211 Miami - AIRS,Organization/Facility Type
LT-3400.8500,Travel Immunizations,,,Open211 Miami - AIRS,Service
FN-1700.3500,Internet Crime Reporting,,,Open211 Miami - AIRS,Service
RP-1500.1400-100,Bullying Helplines,,,Open211 Miami - AIRS,Service
JD-1500.4500-450,Land Banks/Trusts,,,Open211 Miami - AIRS,Organization/Facility Type
RX-8450.8100-050,Alcohol Use Disorder Day Treatment,,,Open211 Miami - AIRS,Service
RX-8450.8100-180,Drug Use Disorder Day Treatment,,,Open211 Miami - AIRS,Service
RX-1700.0500-330,Inpatient Medically Assisted Alcohol Detoxification,,,Open211 Miami - AIRS,Service
LH-0600.6500-950,Wigs,,,Open211 Miami - AIRS,Service
FT-2700.0500,Advance Medical Directives,,,Open211 Miami - AIRS,Service
LH-3500.2500,General Health Insurance Information/Counseling,,,Open211 Miami - AIRS,Service
PH-1400.6500-700,Patient to Patient Networking,,,Open211 Miami - AIRS,Service
TR-1000.6000,Pharmacology Research,,,Open211 Miami - AIRS,Service
PH-2950.3050,Holiday Donations,,,Open211 Miami - AIRS,Service
PH-1450.3300,Immigrant Mutual Assistance Associations,,,Open211 Miami - AIRS,Organization/Facility Type
PL-7700.1300,Community Celebrations/Festivals,,,Open211 Miami - AIRS,Service
TA-0500,Arts Festivals,,,Open211 Miami - AIRS,Service
TA-1550.2000,Ethnic/Cultural Festivals,,,Open211 Miami - AIRS,Service
TA-6800.6300,Playhouses,,,Open211 Miami - AIRS,Organization/Facility Type
PS-8000,Social Clubs/Events,,,Open211 Miami - AIRS,Organization/Facility Type
LJ-2000.0100-020,Abortion Expense Assistance,,,Open211 Miami - AIRS,Service
LJ-2000.0100-030,Abortion Referrals,,,Open211 Miami - AIRS,Service
LJ-2000.6500-650,Pro-Choice Pregnancy Counseling,,,Open211 Miami - AIRS,Service
PS-9800.8500,Scouting Programs,,,Open211 Miami - AIRS,Service
DT-8700.2000-270,First Time Homebuyer Tax Credit Information,,,Open211 Miami - AIRS,Service
FN-5000,Missing Persons Location Assistance,,,Open211 Miami - AIRS,Service
PH-2000,Employee Assistance Programs,,,Open211 Miami - AIRS,Service
PH-6300.8000,Supervised Living for Older Youth,,,Open211 Miami - AIRS,Service
FJ-2600,Guardians ad Litem,,,Open211 Miami - AIRS,Service
PN-8100.0500-250,Gambling Addiction Support Groups,,,Open211 Miami - AIRS,Organization/Facility Type
RX-8470.6900,Relapse Prevention Programs,,,Open211 Miami - AIRS,Service
JD-2000,Environmental Beautification,,,Open211 Miami - AIRS,Service
TD-1600.1800,Environmental Improvement Groups,,,Open211 Miami - AIRS,Organization/Facility Type
PD-0700,Animal Regulation,,,Open211 Miami - AIRS,Service
PD-7600.0300,Animal Lost and Found,,,Open211 Miami - AIRS,Service
PD-7600.1500,Cruelty to Animals Investigation,,,Open211 Miami - AIRS,Service
