id,name,parent_id,parent_name,vocabulary,taxonomy_facet
RR-1800,Early Intervention for Mental Illness,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
BM-6500.1500-150,Diapers,B,Basic Needs,Open211 Miami - AIRS,Service
PH-6100.1800-250,General Expectant/New Parent Assistance Programs,P,Individual and Family Life,Open211 Miami - AIRS,Service
FT-1000.9000,Veteran Benefits Assistance,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
PH-6200.9200,Wilderness Therapy Programs,P,Individual and Family Life,Open211 Miami - AIRS,Service
RM-3300.6600-080,Adult Psychiatric Inpatient Units,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Organization/Facility Type
PL-7400.0500,Arts and Crafts Instruction,P,Individual and Family Life,Open211 Miami - AIRS,Service
PL-6600.1800,Exercise Classes/Groups,P,Individual and Family Life,Open211 Miami - AIRS,Service
PS-8200.6000-800,Sewing Clubs,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
PS-8200.6000-400,Knitting Clubs,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
ND-2000.9000,Vocational Assessment,N,Income Support and Employment,Open211 Miami - AIRS,Service
RP-1400.8000-325,Holocaust Counseling,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RP-1400.8000-020.05,Adult Child Sexual Abuse Counseling,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
PL-7400.1700-080,Ballet Instruction,P,Individual and Family Life,Open211 Miami - AIRS,Service
TD-0300,Administrative Entities,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
PH-6500,Protective Services,P,Individual and Family Life,Open211 Miami - AIRS,Service
LJ-5000.1700,Delivery/Childbirth,L,Health Care,Open211 Miami - AIRS,Service
LH-3500.4900,Medicaid Information/Counseling,L,Health Care,Open211 Miami - AIRS,Service
LF-4900.2000-900,Vision Screening,L,Health Care,Open211 Miami - AIRS,Service
LF-4900.1670,Dental Screening,L,Health Care,Open211 Miami - AIRS,Service
PH-6200.1550,Conflict Resolution Training,P,Individual and Family Life,Open211 Miami - AIRS,Service
NS-1800.9000-900,Veteran Aid and Attendance Benefits,N,Income Support and Employment,Open211 Miami - AIRS,Named Programs
LT-2800,Home Health Care,L,Health Care,Open211 Miami - AIRS,Service
PN-8100.6500-650,Parent Support Groups,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
PH-6200.2000,Family Life Education,P,Individual and Family Life,Open211 Miami - AIRS,Service
LT-2800.3000,Home Health Aide Services,L,Health Care,Open211 Miami - AIRS,Service
LH-5000,Medical Equipment/Supplies,L,Health Care,Open211 Miami - AIRS,Service
RD-1000.1000,Behavior Modification,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
DD-1800,Consumer Education,D,Consumer Services,Open211 Miami - AIRS,Service
DD-1500.3750,Food Complaints,D,Consumer Services,Open211 Miami - AIRS,Service
DD-1500.1100,Bottled Water Complaints,D,Consumer Services,Open211 Miami - AIRS,Service
PN-8100.1000-800,Suicide Survivors Support Groups,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
FT-1800.3000,Housing Discrimination Assistance,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
PL-7400.2000,Filmmaking Instruction,P,Individual and Family Life,Open211 Miami - AIRS,Service
TQ-4400,Legislation Information,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
TI-1800.4500-500,Musical Instrument Donation Programs,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
BH-3700,Housing Counseling,B,Basic Needs,Open211 Miami - AIRS,Service
BT-8400.6400,Public Transit Authorities,B,Basic Needs,Open211 Miami - AIRS,Organization/Facility Type
ND-3500,Job Finding Assistance,N,Income Support and Employment,Open211 Miami - AIRS,Service
PH-6100.1800-900,Teen Expectant/New Parent Assistance,P,Individual and Family Life,Open211 Miami - AIRS,Service
RX-8450.8100,Substance Use Disorder Day Treatment,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
ND-6500.3300,Immigrant/Refugee Employment Programs,N,Income Support and Employment,Open211 Miami - AIRS,Service
LV-6800.6860,Pediatric Neurology,L,Health Care,Open211 Miami - AIRS,Service
FT-4150,Labor and Employment Law,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
TI-1900,Donation Drop Off Points,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
PX-0400.1800-150,Donations Distribution Volunteer Opportunities,P,Individual and Family Life,Open211 Miami - AIRS,Service
FL-8000,Secret Service,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Named Programs
LR-6200.1800,Disability/Rehabilitation Related Occupational Therapy,L,Health Care,Open211 Miami - AIRS,Service
RP-1400.8000-020.21,Counseling for Children Affected by Domestic Violence,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
PH-0500,Attendant Services for People With Disabilities,P,Individual and Family Life,Open211 Miami - AIRS,Service
PN-8100.0500-180,Drug Use Disorder Support Groups,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
FT-3900.3300,Insurance Claims Assistance,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
FN-1700.3350,Insurance Fraud Reporting,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
ND-2000.6500-340,Job Interview Training,N,Income Support and Employment,Open211 Miami - AIRS,Service
BM-8500,Thrift Shops,B,Basic Needs,Open211 Miami - AIRS,Organization/Facility Type
LH-5000.0600,AIDS/HIV/STD Prevention Supplies,L,Health Care,Open211 Miami - AIRS,Service
HL-2500.8600,Truancy Counseling,H,Education,Open211 Miami - AIRS,Service
RP-1400.8000-155,Child Guidance,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RP-6400.8000-650.64,Psychiatric Medication Monitoring,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
FN-1500.1000,Bullying Prevention,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
LH-2700.2000-050,Automated External Defibrillator Training,L,Health Care,Open211 Miami - AIRS,Service
PS-8200.9500,Wildlife Appreciation Societies,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
PL-7400.1700,Dance Instruction,P,Individual and Family Life,Open211 Miami - AIRS,Service
PL-7400.1700-850,Tap Dancing Instruction,P,Individual and Family Life,Open211 Miami - AIRS,Service
PL-7400.1700-500,Modern Dance Instruction,P,Individual and Family Life,Open211 Miami - AIRS,Service
DF-7000.8250,Social Security Numbers,D,Consumer Services,Open211 Miami - AIRS,Service
NL-1000.8100,SSI,N,Income Support and Employment,Open211 Miami - AIRS,Named Programs
BV-8900.9220,Utility Disconnection Protection,B,Basic Needs,Open211 Miami - AIRS,Service
TJ-1800.3300-950,Websites,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
PL-6400.9600-980,Zoos/Wildlife Parks,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
RX-8450,Substance Use Disorder Treatment Programs,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RX-8250,Substance Use Disorder Education/Prevention,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
LT-1750.9550,Wound Clinics,L,Health Care,Open211 Miami - AIRS,Service
TH-1700.2000-150,Community Disaster Education,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
TH-1500.1700,Disaster Relief/Recovery Organizations,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
PH-1800.3300,Identification Devices,P,Individual and Family Life,Open211 Miami - AIRS,Service
FT-3000.1450,Child Advocacy Centers,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Organization/Facility Type
FN-1500,Crime Prevention,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
FR-4500,Law Enforcement Education/Information,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
RP-1400.8000-020,Abuse Counseling,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
JR-8200.3000-250,Home Safety Evaluations,J,Environmental Quality,Open211 Miami - AIRS,Service
JR-8200.7800,Safety Town Programs,J,Environmental Quality,Open211 Miami - AIRS,Named Programs
PH-6100.1700,Disability Related Parenting Programs,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-1400.6500-650,Parent to Parent Networking,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-2360.2300,Family Group Conferencing,P,Individual and Family Life,Open211 Miami - AIRS,Service
FN-1500.1900,Family Violence Prevention,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
PH-0700,Benefits Screening,P,Individual and Family Life,Open211 Miami - AIRS,Service
LF-7000.1550,Child Abuse Medical Evaluations,L,Health Care,Open211 Miami - AIRS,Service
PN-8100.1000-080,Bereaved Child Support Groups,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
PL-7700.1200,Commemorative Events,P,Individual and Family Life,Open211 Miami - AIRS,Service
TI-1800.1500-900,Work Clothing Donation Programs,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
BT-8300.0870,Automobile Loans,B,Basic Needs,Open211 Miami - AIRS,Service
LH-5100.5000,Medical Care Expense Assistance,L,Health Care,Open211 Miami - AIRS,Service
LH-6700.6400-040,AIDS Drug Assistance Programs,L,Health Care,Open211 Miami - AIRS,Service
LJ-8000.8000,Safer Sex Education,L,Health Care,Open211 Miami - AIRS,Service
BH-8400,Supportive Housing,B,Basic Needs,Open211 Miami - AIRS,Organization/Facility Type
FJ-6700.6500,Public Defender,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
FJ-1600.2000,Foreclosure Filing Offices,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Organization/Facility Type
PH-3500.1000,Braille Transcription,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-3500.4500,Language Interpretation,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-3500.4550,Language Translation,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-3500.8000,Sign Language Interpretation,P,Individual and Family Life,Open211 Miami - AIRS,Service
RP-1500.3400,Involuntary Psychiatric Intervention,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
FT-1020,Certificates/Forms Assistance,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
LV-6000.2400,General Obstetrics,L,Health Care,Open211 Miami - AIRS,Service
BV-8900.1700-850,Discounted Telephone Service,B,Basic Needs,Open211 Miami - AIRS,Service
DM-1980,Financial Assessment Tools,D,Consumer Services,Open211 Miami - AIRS,Service
JR-8000.8500,Traffic Bulletins/Information,J,Environmental Quality,Open211 Miami - AIRS,Service
TH-2100.7000,Road Closures Bulletins,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
TH-2600.1500-730,Post Disaster Transportation Information,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
FL-2800,Harbor Patrol,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Organization/Facility Type
TJ-4500.1500-800,Story Hour,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
HH-4500.1800,Early Literacy Development Programs,H,Education,Open211 Miami - AIRS,Service
FC-9500,Youth Courts,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Organization/Facility Type
PX-1850.9500,Youth Court Volunteer Opportunities,P,Individual and Family Life,Open211 Miami - AIRS,Service
LT-1750.0550,ALS Clinics,L,Health Care,Open211 Miami - AIRS,Service
LF-4900.1700,Diabetes Screening,L,Health Care,Open211 Miami - AIRS,Service
LF-4900.1550-150,Clinical Cholesterol/Triglycerides Tests,L,Health Care,Open211 Miami - AIRS,Service
TC-5500.2500,Gay/Lesbian/Bisexual/Transgender Community Centers,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
BT-4500.6500-500,Medical Appointments Transportation,B,Basic Needs,Open211 Miami - AIRS,Service
TH-2600.1580,Disaster Related Shelter Services,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
ND-6500.9800-050,At Risk Youth Employment Programs,N,Income Support and Employment,Open211 Miami - AIRS,Service
TD-1600.3100,Human Rights Groups,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
LT-1750.8100,Sleep Disorders Clinics,L,Health Care,Open211 Miami - AIRS,Service
ND-9200.8000-700,RSVP Program,N,Income Support and Employment,Open211 Miami - AIRS,Named Programs
RP-1500.1400,Crisis Intervention Hotlines/Helplines,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
LJ-2000.1000-150,Contraception,L,Health Care,Open211 Miami - AIRS,Service
LJ-2000.1000-100,Birth Control Counseling,L,Health Care,Open211 Miami - AIRS,Service
LH-6700.6400-285,HIV Post Exposure Prophylaxis Medication,L,Health Care,Open211 Miami - AIRS,Service
LH-6700.6400-300,HIV Pre-Exposure Prophylaxis Medication,L,Health Care,Open211 Miami - AIRS,Service
HD-1800.1800,Early Head Start,H,Education,Open211 Miami - AIRS,Named Programs
BM-6500.1500-950,Work Clothing,B,Basic Needs,Open211 Miami - AIRS,Service
RP-5000.5000,Mental Health Screening,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
FP-8000,Self Representation Assistance,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Modality/Delivery Format
FT-9100.1800,Driver License Retention/Reinstatement Assistance,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
JR-8200.8500-850,Traffic School,J,Environmental Quality,Open211 Miami - AIRS,Service
ND-3500.3500-340,Job Banks,N,Income Support and Employment,Open211 Miami - AIRS,Service
DT-8700,Tax Information,D,Consumer Services,Open211 Miami - AIRS,Service
PH-0320.0400,Adult Day Health Programs,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-0320.0600,Adult Family Day Program Homes,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
DT-8400.8400,Tax Appeals Filing Assistance,D,Consumer Services,Open211 Miami - AIRS,Service
JD-1500,Conservation,J,Environmental Quality,Open211 Miami - AIRS,Service
PL-7400.6300,Outdoor Environmental Education,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-3300,In Home Assistance,P,Individual and Family Life,Open211 Miami - AIRS,Service
FC-8200.8100-200,Family Law Courts,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Organization/Facility Type
FT-3000.1900,Family Justice Centers,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Organization/Facility Type
TC-5500,Multipurpose Centers,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
PL-6400.7000-840,Swimming Facilities,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
PH-1400.5000-650,Peer Role Model Programs,P,Individual and Family Life,Open211 Miami - AIRS,Service
BD-1800.2000-620,Occasional Emergency Food Assistance,B,Basic Needs,Open211 Miami - AIRS,Service
TJ-4500.1200,Bookmobiles,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
ND-3600.0400-850,Temporary Employment,N,Income Support and Employment,Open211 Miami - AIRS,Service
FT-3600.6000,Naturalization Support/Legal Services,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
LF-4900.1500-500,Mammograms,L,Health Care,Open211 Miami - AIRS,Service
RX-8450.1150-150,Comprehensive Outpatient Alcohol Use Disorder Treatment,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RX-8450.1150-180,Comprehensive Outpatient Drug Use Disorder Treatment,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
BT-8500.1000-180,Discount Transit Passes,B,Basic Needs,Open211 Miami - AIRS,Service
BH-7000.8100-800,Sweat Equity Programs,B,Basic Needs,Open211 Miami - AIRS,Service
BT-4500.6500-250,Emergency Transportation for Commuters,B,Basic Needs,Open211 Miami - AIRS,Service
TN,Occupational/Professional Associations,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
LH-3500.0200,Affordable Care Act Insurance Information/Counseling,L,Health Care,Open211 Miami - AIRS,Service
BH-1850,Emergency Shelter Clearinghouses,B,Basic Needs,Open211 Miami - AIRS,Organization/Facility Type
PH-2360.2000,Economic Self Sufficiency Programs,P,Individual and Family Life,Open211 Miami - AIRS,Service
RM-3300.6600,Psychiatric Inpatient Units,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Organization/Facility Type
BH-1800.8500,Homeless Shelter,B,Basic Needs,Open211 Miami - AIRS,Service
JD-2000.6500,Plant/Tree Banks,J,Environmental Quality,Open211 Miami - AIRS,Organization/Facility Type
BT-4500.6500,Paratransit Programs,B,Basic Needs,Open211 Miami - AIRS,Service
BT-4500.6500-800,Senior Ride Programs,B,Basic Needs,Open211 Miami - AIRS,Service
DF-7000.6650,Passports,D,Consumer Services,Open211 Miami - AIRS,Service
TI-1800.4500-100,Book/Magazine Donation Programs,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
FP-0500.3500,Issue Advocacy,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Modality/Delivery Format
FL-6500,Municipal Police,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Organization/Facility Type
FN-1700.1800,Drug Crime Reporting,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
FL-8500,State Police,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Organization/Facility Type
PH-0300.0400,Adoption Information/Referrals,P,Individual and Family Life,Open211 Miami - AIRS,Service
FP-4500,Legal Representation,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Modality/Delivery Format
HD-1200.4500,Local School Boards,H,Education,Open211 Miami - AIRS,Organization/Facility Type
HD-0500.5000-050,Alternative Schools,H,Education,Open211 Miami - AIRS,Organization/Facility Type
TI-2100,Donation Pickups,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
PX-2300.3100,Homeless Shelter Volunteer Opportunities,P,Individual and Family Life,Open211 Miami - AIRS,Service
HH-1600.1600,Dropout Prevention,H,Education,Open211 Miami - AIRS,Service
FN-1500.9700,Youth Violence Prevention,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
PL-6600.9700,Yoga,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-6100.1800,Expectant/New Parent Assistance,P,Individual and Family Life,Open211 Miami - AIRS,Service
HD-1800.6500-150,Community Based Preschools,H,Education,Open211 Miami - AIRS,Organization/Facility Type
HL-3010,Instructional Support Services,H,Education,Open211 Miami - AIRS,Service
BH-8400.6000-040,Adult Residential Care Homes,B,Basic Needs,Open211 Miami - AIRS,Organization/Facility Type
FF-1500.2000,Federal Correctional Facilities,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Organization/Facility Type
LJ-5000.1500-150,Cesarean Birthing Classes,L,Health Care,Open211 Miami - AIRS,Service
RX-0400.1855,Drug/Alcohol Use Self Evaluation Tools,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RX-0400.1850,Drug/Alcohol Testing,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
P,Individual and Family Life,,,Open211 Miami - AIRS,Service
PH-2950.3200,Holiday Gifts/Toys,P,Individual and Family Life,Open211 Miami - AIRS,Service
FN-1700.7800,Social Security Fraud Reporting,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Named Programs
NS-1000.8000,Social Security Burial Benefits,N,Income Support and Employment,Open211 Miami - AIRS,Named Programs
NS-7000.8000,Social Security Retirement Benefits,N,Income Support and Employment,Open211 Miami - AIRS,Named Programs
NS-8200.8000,Social Security Survivors Insurance,N,Income Support and Employment,Open211 Miami - AIRS,Named Programs
NS-1800.8000,Social Security Disability Insurance,N,Income Support and Employment,Open211 Miami - AIRS,Named Programs
DF-8000.4500-650,Pension Benefits Regulation,D,Consumer Services,Open211 Miami - AIRS,Service
TD-1600.1790,Employment Related Advocacy Groups,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
HD-1800.3000-350,Head Start Sites,H,Education,Open211 Miami - AIRS,Named Programs
LF-7000.1730,Developmental Screening,L,Health Care,Open211 Miami - AIRS,Service
RX-8450.5000,Medication Assisted Maintenance Treatment for Opioid Use Disorders,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
JR-1950,Fire Stations,J,Environmental Quality,Open211 Miami - AIRS,Organization/Facility Type
LT-3400.8500,Travel Immunizations,L,Health Care,Open211 Miami - AIRS,Service
FN-1700.3500,Internet Crime Reporting,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
RP-1500.1400-100,Bullying Helplines,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
JD-1500.4500-450,Land Banks/Trusts,J,Environmental Quality,Open211 Miami - AIRS,Organization/Facility Type
RX-8450.8100-050,Alcohol Use Disorder Day Treatment,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RX-8450.8100-180,Drug Use Disorder Day Treatment,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RX-1700.0500-330,Inpatient Medically Assisted Alcohol Detoxification,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
LH-0600.6500-950,Wigs,L,Health Care,Open211 Miami - AIRS,Service
FT-2700.0500,Advance Medical Directives,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
LH-3500.2500,General Health Insurance Information/Counseling,L,Health Care,Open211 Miami - AIRS,Service
PH-1400.6500-700,Patient to Patient Networking,P,Individual and Family Life,Open211 Miami - AIRS,Service
TR-1000.6000,Pharmacology Research,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
PH-2950.3050,Holiday Donations,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-1450.3300,Immigrant Mutual Assistance Associations,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
PL-7700.1300,Community Celebrations/Festivals,P,Individual and Family Life,Open211 Miami - AIRS,Service
TA-0500,Arts Festivals,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
TA-1550.2000,Ethnic/Cultural Festivals,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
TA-6800.6300,Playhouses,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
PS-8000,Social Clubs/Events,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
LJ-2000.0100-020,Abortion Expense Assistance,L,Health Care,Open211 Miami - AIRS,Service
LJ-2000.0100-030,Abortion Referrals,L,Health Care,Open211 Miami - AIRS,Service
LJ-2000.6500-650,Pro-Choice Pregnancy Counseling,L,Health Care,Open211 Miami - AIRS,Service
PS-9800.8500,Scouting Programs,P,Individual and Family Life,Open211 Miami - AIRS,Service
DT-8700.2000-270,First Time Homebuyer Tax Credit Information,D,Consumer Services,Open211 Miami - AIRS,Service
FN-5000,Missing Persons Location Assistance,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
PH-2000,Employee Assistance Programs,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-6300.8000,Supervised Living for Older Youth,P,Individual and Family Life,Open211 Miami - AIRS,Service
FJ-2600,Guardians ad Litem,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
PN-8100.0500-250,Gambling Addiction Support Groups,P,Individual and Family Life,Open211 Miami - AIRS,Organization/Facility Type
RX-8470.6900,Relapse Prevention Programs,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
JD-2000,Environmental Beautification,J,Environmental Quality,Open211 Miami - AIRS,Service
TD-1600.1800,Environmental Improvement Groups,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
PD-0700,Animal Regulation,P,Individual and Family Life,Open211 Miami - AIRS,Service
PD-7600.0300,Animal Lost and Found,P,Individual and Family Life,Open211 Miami - AIRS,Service
PD-7600.1500,Cruelty to Animals Investigation,P,Individual and Family Life,Open211 Miami - AIRS,Service
PD-7600.3100,Humane Animal Traps,P,Individual and Family Life,Open211 Miami - AIRS,Service
PD-9000.7000,Rabies Vaccinations,P,Individual and Family Life,Open211 Miami - AIRS,Service
PD-9000.0130,Animal Euthanasia Services,P,Individual and Family Life,Open211 Miami - AIRS,Service
PD-9000.6650,Pet Tracking Microchips,P,Individual and Family Life,Open211 Miami - AIRS,Service
PD-7600.0700,Animal Surrender Services,P,Individual and Family Life,Open211 Miami - AIRS,Service
PD-9000.9700,Well Animal Checkups,P,Individual and Family Life,Open211 Miami - AIRS,Service
BT-8400.8500,Transit Customer Service Centers,B,Basic Needs,Open211 Miami - AIRS,Organization/Facility Type
TI-1800.1500-800,Shoe Donation Programs,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
RP-6400.8000-620,Psychiatric Day Treatment,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
PH-2400.3300,In Home Assistance Registries,P,Individual and Family Life,Open211 Miami - AIRS,Service
LR-6200.2500,Geriatric Occupational Therapy,L,Health Care,Open211 Miami - AIRS,Service
PL-7000.4350-180,Chess,P,Individual and Family Life,Open211 Miami - AIRS,Service
RP-5000.6500,Psychological Testing,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RP-5000.6400,Psychological Assessment,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
FT-3200,General Legal Aid,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
FT-3000.1700,Divorce Assistance,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
FT-1000.9500,Welfare Rights Assistance,F,Criminal Justice and Legal Services,Open211 Miami - AIRS,Service
LH-0500.6300,Organ and Tissue Banks,L,Health Care,Open211 Miami - AIRS,Organization/Facility Type
LT-6200.1500,Corneal Transplants,L,Health Care,Open211 Miami - AIRS,Service
TI-1800.5000-250,Glasses Donation Programs,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
PX-0700,Arts and Culture Volunteer Opportunities,P,Individual and Family Life,Open211 Miami - AIRS,Service
TA-0480,Arts Centers,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
TA-9000.0300,Art Galleries/Exhibits,T,Organizational/Community/International Services,Open211 Miami - AIRS,Organization/Facility Type
HD-1800.6500-700,Public Preschools,H,Education,Open211 Miami - AIRS,Organization/Facility Type
HH-9000.8750,Vocational Centers,H,Education,Open211 Miami - AIRS,Organization/Facility Type
HL-2500.0500,Academic Counseling,H,Education,Open211 Miami - AIRS,Service
HL-2500.3000,Higher Education Bridge Programs,H,Education,Open211 Miami - AIRS,Service
PH-8000,Street Outreach Programs,P,Individual and Family Life,Open211 Miami - AIRS,Service
PH-2360.9500,Wraparound Facilitation/Community Support,P,Individual and Family Life,Open211 Miami - AIRS,Service
LV-8500,Telemedicine,L,Health Care,Open211 Miami - AIRS,Service
BH-8400.6000-800,Semi-Independent Living Residences for Adults With Disabilities,B,Basic Needs,Open211 Miami - AIRS,Organization/Facility Type
RX-0400.1500-150,Central Intake/Assessment for Alcohol Use Disorder,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RX-0400.1500-180,Central Intake/Assessment for Drug Use Disorders,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RM-3300.6600-150,Children's Psychiatric Inpatient Units,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Organization/Facility Type
RM-3300.6600-250,Geriatric Psychiatric Inpatient Units,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Organization/Facility Type
RP-5000.2000,Forensic Mental Health Evaluation,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
RP-6400.2000,Forensic Psychiatry,R,Mental Health Care and Counseling,Open211 Miami - AIRS,Service
BH-3900.7000,Relocation Assistance,B,Basic Needs,Open211 Miami - AIRS,Service
HH-8000.6500,Public Special Schools,H,Education,Open211 Miami - AIRS,Organization/Facility Type
PL-7000.9600,Wrestling,P,Individual and Family Life,Open211 Miami - AIRS,Service
PL-7000.5800-350,Judo,P,Individual and Family Life,Open211 Miami - AIRS,Service
PL-7000.5800-460,Kickboxing,P,Individual and Family Life,Open211 Miami - AIRS,Service
TJ-5500.6000-200,Foreign Language Newspapers,T,Organizational/Community/International Services,Open211 Miami - AIRS,Service
