"id","Timestamp","Organization","User","Event","Data Type","Field Type","Change From","Change To","Record ID"
"8","23-04-2021 16:07:01","United Planning Organization","admin","updated","Location","location_address","",", 2907 Martin Luther King Jr Ave SE","1288442867873978"
"9","23-04-2021 16:07:01","United Planning Organization","admin","updated","Service","service_description","When children are supported, motivated, and celebrated, there’s no end to what they can accomplish! That’s why it’s so important to keep them occupied and educated after school, over the summer, and whenever else they need attention and encouragement. UPO’s Children Reaching Educational Achievements Through Enrichment (C.R.E.A.T.E.) program provides a safe, secure place for children to interact with their friends as they learn new things, eat healthy snacks, and think differently.","When children are supported, motivated, and celebrated, there’s no end to what they can accomplish! That’s why it’s so important to keep them occupied and educated after school, over the summer, and whenever else they need attention and encouragement. UPO’s Children Reaching Educational Achievements Through Enrichment (C.R.E.A.T.E.) program provides a safe, secure place for children to interact with their friends as they learn new things, eat healthy snacks, and think differently.","824403148838289"
"9","23-04-2021 16:07:01","United Planning Organization","admin","updated","Service","service_status","Verified","Yes","824403148838289"
"9","23-04-2021 16:07:01","United Planning Organization","admin","updated","Service","access_requirement","none","yes","824403148838289"
"9","23-04-2021 16:07:01","United Planning Organization","admin","updated","Service","service_phones","(202) 610-2796, (202) 238-4609","(202) 610-2796, (202) 238-4609","824403148838289"
"9","23-04-2021 16:07:01","United Planning Organization","admin","updated","Service","service_details","","","824403148838289"
"7","23-04-2021 16:07:00","United Planning Organization","admin","updated","Location","location_phones","",",","683981038233399"
"7","23-04-2021 16:07:00","United Planning Organization","admin","updated","Location","location_address","",", 1649 Good Hope Rd SE","683981038233399"
"6","23-04-2021 16:06:44","","admin","updated","Contact","contact_phones","(202) 610-2796","(202) 610-2796","1342972404043177"
"4","23-04-2021 16:06:43","United Planning Organization","admin","updated","Location","location_phones","(202) 610-5900","","683981038233399"
"4","23-04-2021 16:06:43","United Planning Organization","admin","updated","Location","location_schedule","UPO Anacostia","","683981038233399"
"4","23-04-2021 16:06:43","United Planning Organization","admin","updated","Location","location_address","1649 Good Hope Rd SE","","683981038233399"
"5","23-04-2021 16:06:43","United Planning Organization","admin","updated","Location","location_phones","(202) 562-3800","","1288442867873978"
"5","23-04-2021 16:06:43","United Planning Organization","admin","updated","Location","location_schedule","UPO Petey Greene - Mon-Fri, UPO Petey Greene - Saturday","","1288442867873978"
"5","23-04-2021 16:06:43","United Planning Organization","admin","updated","Location","location_address","2907 Martin Luther King Jr Ave SE","","1288442867873978"
"3","21-04-2021 19:08:03","A Wider Circle","admin","updated","Organization","organization_locations","A Wider Circle Center for Community Service, A Wider Circle Mailing Address",", A Wider Circle Center for Community Service, A Wider Circle Mailing Address","618748399513081"
"1","21-04-2021 19:08:02","A Wider Circle","admin","updated","Location","location_organization","","A Wider Circle","1134996153077734"
"1","21-04-2021 19:08:02","A Wider Circle","admin","updated","Location","location_phones","(301) 608-3508, (301) 608-3508","(301) 608-3508, (301) 608-3508","1134996153077734"
"1","21-04-2021 19:08:02","A Wider Circle","admin","updated","Location","location_schedule","A Wider Circle Mon-Sat, A Wider Circle - Sunday","","1134996153077734"
"2","21-04-2021 19:08:02","A Wider Circle","admin","updated","Location","location_organization","","A Wider Circle","1293661242956981"
"2","21-04-2021 19:08:02","A Wider Circle","admin","updated","Location","location_services","","","1293661242956981"
"2","21-04-2021 19:08:02","A Wider Circle","admin","updated","Location","location_phones","(301) 608-3508, (301) 608-3508","(301) 608-3508, (301) 608-3508","1293661242956981"
"2","21-04-2021 19:08:02","A Wider Circle","admin","updated","Location","location_schedule","A Wider Circle Mon-Sat, A Wider Circle - Sunday","","1293661242956981"
