"Action","Ledger ID","SDOH Code","SDOH Code Domain","SDOH Code Resource","SDOH Code Description","SDOH Code Type","Rating","Service","Organization","Timestamp"
"Updated","188","G-8","5","Goal","Has adequate quality meals and snacks","Gravity","2","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Updated","189","G-7","5","Goal","Has adequate number of meals and snacks daily","Gravity","2","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Updated","190","1002224003","5","Procedure","Assessment for food insecurity (procedure)","SNOMED CT US","3","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Removed","191","","5","Procedure","Health Risk Assessment","Unknown","3","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Updated","192","N/A","5","Procedure","Assessment of household size","CRISPeR","3","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Updated","193","N/A","5","Procedure","Assessment of health insurance status","CRISPeR","3","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Updated","194","467761000124102","5","Procedure","Assistance with application for food prescription program (procedure)","SNOMED CT US","3","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Updated","195","464611000124102","5","Procedure","Coordination of care team (procedure)","SNOMED CT US","3","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Updated","196","711069006","5","Procedure","Coordination of care plan","SNOMED CT US","3","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Updated","197","1004110005","5","Procedure","Coordination of resources to address food insecurity (procedure)","SNOMED CT US","3","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Updated","198","441281000124104","5","Procedure","Counseling about nutrition using self-monitoring strategy (procedure)","SNOMED CT US","3","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Updated","199","441271000124102","5","Procedure","Counseling about nutrition using goal setting strategy (procedure)","SNOMED CT US","3","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Updated","200","441261000124109","5","Procedure","Counseling about nutrition using motivational interviewing strategy (procedure)","SNOMED CT US","3","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Updated","201","441041000124100","5","Procedure","Counseling about nutrition (procedure)","SNOMED CT US","3","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Updated","202","464241000124101","5","Procedure","Education about food prescription program (procedure)","SNOMED CT US","3","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Updated","203","61310001","5","Procedure","Nutrition education (procedure)","SNOMED CT US","3","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Updated","204","I-56","5","Procedure","Evaluation of eligibility for food prescription program","Gravity","3","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Updated","205","464721000124102","5","Procedure","Provision of food prescription (procedure)","SNOMED CT US","3","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Updated","206","464401000124102","5","Procedure","Provision of fresh fruit and vegetable voucher (procedure)","SNOMED CT US","3","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Updated","207","464061000124105","5","Procedure","Referral to food prescription program (procedure)","SNOMED CT US","3","Produce Rx","DC Greens","2021-11-10 19:00:00"
"Added","208","None","5","Procedure","Referral","Gravity Grouping","3","Produce Rx","DC Greens","2021-11-10 19:00:27"
"Updated","209","None","5","Procedure","Counseling","Gravity Grouping","3","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:42:38"
"Updated","210","Z59.43","5","Condition","Lack of safe drinking water or inadequate supply of drinking water","ICD-10-CM","1","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:42:38"
"Updated","211","Z59.423","5","Condition","Severe food insecurity (""The stage in the food insecurity spectrum best characterized by effects on food quantity"")","ICD-10-CM","1","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:42:38"
"Updated","212","Z59.422","5","Condition","Moderate food insecurity (""The stage in the food insecurity spectrum best characterized by effects on food quality and variety and safety"")","ICD-10-CM","1","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:42:38"
"Updated","213","Z59.4","5","Condition","Lack of adequate food and safe drinking water","ICD-10-CM","1","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:42:38"
"Updated","214","Z91.1","5","Condition","Patient’s noncompliance with medical treatment and regimen","ICD-10-CM","1","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:42:38"
"Updated","215","733423003","5","Condition","Food insecurity (finding)","SNOMED CT US","1","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:42:38"
"Updated","216","Z59.429","5","Condition","Food insecurity, unspecified and in need of referral","ICD-10-CM","1","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:42:38"
"Updated","217","Z59.421","5","Condition","Mild food insecurity (""The stage in the food insecurity spectrum best characterized by uncertainty and worry about adequate food resources and effects on cultural acceptability"")","ICD-10-CM","1","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:42:38"
"Updated","218","Z91.11","5","Condition","Patient's noncompliance with dietary regimen","ICD-10-CM","1","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:42:38"
"Updated","219","Z91.110","5","Condition","Patient’s noncompliance with dietary regimen due to financial hardship","ICD-10-CM","1","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:42:38"
"Updated","220","Z91.118","5","Condition","Patient’s noncompliance with dietary regimen due to other reason","ICD-10-CM","1","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:42:38"
"Updated","221","Z91.119","5","Condition","Patient’s noncompliance with dietary regimen due to unspecified reason","ICD-10-CM","1","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:42:38"
"Removed","222","","5","Procedure","Specified nutrition or medical counseling","Unknown","3","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:42:38"
"Added","223","None","5","Procedure","Education","Gravity Grouping","3","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:44:22"
"Added","224","1078229009","5","Goal","Food security (finding)","SNOMED CT US","1","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:44:22"
"Added","225","G-8","5","Goal","Has adequate quality meals and snacks","Gravity","1","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:44:22"
"Added","226","G-7","5","Goal","Has adequate number of meals and snacks daily","Gravity","1","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:44:22"
"Added","227","441281000124104","5","Procedure","Counseling about nutrition using self-monitoring strategy (procedure)","SNOMED CT US","3","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:44:22"
"Added","228","441301000124100","5","Procedure","Counseling about nutrition using social support strategy (procedure)","SNOMED CT US","3","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:44:22"
"Added","229","","5","Procedure","Education about hypertension and blood pressure reduction","Unknown","3","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:44:22"
"Added","230","I-25","5","Procedure","Content-related nutrition education","Gravity","3","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:44:22"
"Added","231","61310001","5","Procedure","Nutrition education (procedure)","SNOMED CT US","3","Blood Pressure Self-Monitoring (BPSM)","YMCA of Metropolitan Washington","2021-11-12 13:44:22"
"Updated","232","None","5","Procedure","Assessment","Gravity Grouping","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","233","None","5","Procedure","Counseling","Gravity Grouping","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","234","None","5","Procedure","Education","Gravity Grouping","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","235","Z59.43","5","Condition","Lack of safe drinking water or inadequate supply of drinking water","ICD-10-CM","1","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","236","Z59.423","5","Condition","Severe food insecurity (""The stage in the food insecurity spectrum best characterized by effects on food quantity"")","ICD-10-CM","1","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","237","Z59.422","5","Condition","Moderate food insecurity (""The stage in the food insecurity spectrum best characterized by effects on food quality and variety and safety"")","ICD-10-CM","1","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","238","Z59.4","5","Condition","Lack of adequate food and safe drinking water","ICD-10-CM","1","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","239","Z91.1","5","Condition","Patient’s noncompliance with medical treatment and regimen","ICD-10-CM","1","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","240","733423003","5","Condition","Food insecurity (finding)","SNOMED CT US","1","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","241","Z59.429","5","Condition","Food insecurity, unspecified and in need of referral","ICD-10-CM","1","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","242","Z59.421","5","Condition","Mild food insecurity (""The stage in the food insecurity spectrum best characterized by uncertainty and worry about adequate food resources and effects on cultural acceptability"")","ICD-10-CM","1","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","243","Z91.11","5","Condition","Patient's noncompliance with dietary regimen","ICD-10-CM","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","244","Z91.110","5","Condition","Patient’s noncompliance with dietary regimen due to financial hardship","ICD-10-CM","1","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","245","Z91.118","5","Condition","Patient’s noncompliance with dietary regimen due to other reason","ICD-10-CM","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","246","Z91.119","5","Condition","Patient’s noncompliance with dietary regimen due to unspecified reason","ICD-10-CM","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","247","1078229009","5","Goal","Food security (finding)","SNOMED CT US","1","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","248","G-8","5","Goal","Has adequate quality meals and snacks","Gravity","1","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","249","G-7","5","Goal","Has adequate number of meals and snacks daily","Gravity","1","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","250","1004109000","5","Procedure","Assessment of goals to achieve food security (procedure)","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","251","I-64","5","Procedure","Assessment of progress toward goals to achieve food security","Gravity","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","252","1002223009","5","Procedure","Assessment of progress toward goals to achieve food security (procedure)","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","253","1759002","5","Procedure","Assessment of nutritional status (procedure)","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","254","441341000124103","5","Procedure","Counseling about nutrition using relapse prevention strategy (procedure)","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","255","441241000124105","5","Procedure","Counseling about nutrition using social learning theory approach (procedure)","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","256","441331000124108","5","Procedure","Counseling about nutrition using cognitive restructuring strategy (procedure)","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","257","Z71.85","5","Procedure","Counseling for socioeconomic factors","ICD-10-CM","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","258","441321000124105","5","Procedure","Counseling about nutrition using stimulus control strategy (procedure)","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","259","I-101","5","Procedure","Counseling for barriers to goals","Gravity","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","260","441251000124107","5","Procedure","Counseling about nutrition using transtheoretical model and stages of change approach (procedure)","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","261","441311000124102","5","Procedure","Counseling about nutrition using stress management strategy (procedure)","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","262","I-102","5","Procedure","Counseling for readiness for engagement","Gravity","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","263","441281000124104","5","Procedure","Counseling about nutrition using self-monitoring strategy (procedure)","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Removed","264","","5","Procedure","Specified nutrition or medical counseling","Unknown","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","265","441291000124101","5","Procedure","Counseling about nutrition using problem solving strategy (procedure)","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","266","I-100","5","Procedure","Counseling for barriers to engagement","Gravity","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","267","441271000124102","5","Procedure","Counseling about nutrition using goal setting strategy (procedure)","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","268","441201000124108","5","Procedure","Counseling about nutrition using cognitive-behavioral theoretical approach (procedure)","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","269","441261000124109","5","Procedure","Counseling about nutrition using motivational interviewing strategy (procedure)","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","270","441301000124100","5","Procedure","Counseling about nutrition using social support strategy (procedure)","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","271","441041000124100","5","Procedure","Counseling about nutrition (procedure)","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","272","441231000124100","5","Procedure","Counseling about nutrition using health belief model (procedure)","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","273","441351000124101","5","Procedure","Counseling about nutrition using rewards and contingency management strategy (procedure","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","274","I-103","5","Procedure","Counseling for readiness for goals","Gravity","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","275","445291000124103","5","Procedure","Nutrition-related skills education (procedure)","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","276","I-25","5","Procedure","Content-related nutrition education","Gravity","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","277","61310001","5","Procedure","Nutrition education (procedure)","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Updated","278","445641000124105","5","Procedure","Technical nutrition education","SNOMED CT US","3","Nutrition Counseling","YMCA of Metropolitan Washington","2021-11-12 14:14:47"
"Removed","279","None","5","Procedure","Counseling","Gravity Grouping","3","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:38:02"
"Updated","280","Z59.43","5","Condition","Lack of safe drinking water or inadequate supply of drinking water","ICD-10-CM","1","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:38:02"
"Updated","281","Z59.423","5","Condition","Severe food insecurity (""The stage in the food insecurity spectrum best characterized by effects on food quantity"")","ICD-10-CM","1","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:38:02"
"Updated","282","Z59.422","5","Condition","Moderate food insecurity (""The stage in the food insecurity spectrum best characterized by effects on food quality and variety and safety"")","ICD-10-CM","1","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:38:02"
"Updated","283","Z59.4","5","Condition","Lack of adequate food and safe drinking water","ICD-10-CM","1","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:38:02"
"Updated","284","733423003","5","Condition","Food insecurity (finding)","SNOMED CT US","1","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:38:02"
"Updated","285","Z59.429","5","Condition","Food insecurity, unspecified and in need of referral","ICD-10-CM","1","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:38:02"
"Updated","286","Z59.421","5","Condition","Mild food insecurity (""The stage in the food insecurity spectrum best characterized by uncertainty and worry about adequate food resources and effects on cultural acceptability"")","ICD-10-CM","1","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:38:02"
"Updated","287","Z91.11","5","Condition","Patient's noncompliance with dietary regimen","ICD-10-CM","1","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:38:02"
"Updated","288","Z91.110","5","Condition","Patient’s noncompliance with dietary regimen due to financial hardship","ICD-10-CM","1","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:38:02"
"Updated","289","Z91.118","5","Condition","Patient’s noncompliance with dietary regimen due to other reason","ICD-10-CM","1","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:38:02"
"Updated","290","Z91.119","5","Condition","Patient’s noncompliance with dietary regimen due to unspecified reason","ICD-10-CM","1","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:38:02"
"Updated","291","1078229009","5","Goal","Food security (finding)","SNOMED CT US","1","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:38:03"
"Updated","292","G-8","5","Goal","Has adequate quality meals and snacks","Gravity","1","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:38:03"
"Updated","293","G-7","5","Goal","Has adequate number of meals and snacks daily","Gravity","1","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:38:03"
"Removed","294","","5","Procedure","Specified nutrition or medical counseling","Unknown","3","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:38:03"
"Updated","295","None","5","Procedure","Education","Gravity Grouping","3","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:43:13"
"Updated","296","445291000124103","5","Procedure","Nutrition-related skills education (procedure)","SNOMED CT US","3","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:43:13"
"Updated","297","464361000124107","5","Procedure","Education about Supplemental Nutrition Assistance Program (SNAP)","SNOMED CT US","3","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:43:13"
"Updated","298","I-25","5","Procedure","Content-related nutrition education","Gravity","3","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:43:13"
"Updated","299","61310001","5","Procedure","Nutrition education (procedure)","SNOMED CT US","3","Simple Cooking with Heart","YMCA of Metropolitan Washington","2021-11-12 14:43:13"
"Updated","300","None","5","Procedure","Assessment","Gravity Grouping","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","301","None","5","Procedure","Counseling","Gravity Grouping","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","302","None","5","Procedure","Education","Gravity Grouping","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","303","None","5","Procedure","Evaluation of eligibility","Gravity Grouping","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","304","None","5","Procedure","Provision","Gravity Grouping","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","305","None","5","Procedure","Referral","Gravity Grouping","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","306","Z59.43","5","Condition","Lack of safe drinking water or inadequate supply of drinking water","ICD-10-CM","1","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","307","Z59.423","5","Condition","Severe food insecurity (""The stage in the food insecurity spectrum best characterized by effects on food quantity"")","ICD-10-CM","2","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","308","Z59.422","5","Condition","Moderate food insecurity (""The stage in the food insecurity spectrum best characterized by effects on food quality and variety and safety"")","ICD-10-CM","2","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","309","Z91.1","5","Condition","Patient’s noncompliance with medical treatment and regimen","ICD-10-CM","1","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Removed","310","","5","Condition","Lack of adequate food, inadequate food, or lack of food","ICD-10-CM","2","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","311","733423003","5","Condition","Food insecurity (finding)","SNOMED CT US","2","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","312","Z59.429","5","Condition","Food insecurity, unspecified and in need of referral","ICD-10-CM","2","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","313","Z59.421","5","Condition","Mild food insecurity (""The stage in the food insecurity spectrum best characterized by uncertainty and worry about adequate food resources and effects on cultural acceptability"")","ICD-10-CM","2","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","314","Z91.11","5","Condition","Patient's noncompliance with dietary regimen","ICD-10-CM","1","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","315","Z91.110","5","Condition","Patient’s noncompliance with dietary regimen due to financial hardship","ICD-10-CM","1","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","316","Z91.118","5","Condition","Patient’s noncompliance with dietary regimen due to other reason","ICD-10-CM","1","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","317","Z91.119","5","Condition","Patient’s noncompliance with dietary regimen due to unspecified reason","ICD-10-CM","1","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","318","1002224003","5","Procedure","Assessment for food insecurity (procedure)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","319","I-64","5","Procedure","Assessment of progress toward goals to achieve food security","Gravity","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","320","N/A","5","Procedure","Assessment of race or ethnicity","CRISPeR","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","321","N/A","5","Procedure","Assessment of military or veteran status","CRISPeR","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","322","N/A","5","Procedure","Assessment of gender","CRISPeR","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","323","N/A","5","Procedure","Assessment of familial role (caregivers, dependents, spouse, etc.)","CRISPeR","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","324","N/A","5","Procedure","Assessment of income","CRISPeR","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","325","1759002","5","Procedure","Assessment of nutritional status (procedure)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Removed","326","","5","Procedure","Specified nutrition or medical counseling","Unknown","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","327","441041000124100","5","Procedure","Counseling about nutrition (procedure)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","328","464251000124105","5","Procedure","Education about congregate meal program (procedure)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","329","445291000124103","5","Procedure","Nutrition-related skills education (procedure)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","330","464231000124106","5","Procedure","Education about food pantry program (procedure)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","331","464341000124108","5","Procedure","Education about Senior Farmers' Market Nutrition Program (procedure)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","332","464361000124107","5","Procedure","Education about Supplemental Nutrition Assistance Program (SNAP)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","333","464281000124107","5","Procedure","Education about Special Supplemental Nutrition Program for Women, Infants and Children (WIC)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","334","464331000124103","5","Procedure","Education about Farmers' Market Nutrition Program for Women, Infants and Children (WIC)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","335","61310001","5","Procedure","Nutrition education (procedure)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","336","464641000124103","5","Procedure","Evaluation of eligibility for medically tailored meals program (procedure)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","337","464421000124107","5","Procedure","Provision of home-delivered meals (procedure)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","338","464431000124105","5","Procedure","Provision of medically tailored meals (procedure)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","339","710925007","5","Procedure","Provision of food (procedure)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","340","464021000124104","5","Procedure","Referral to care navigator (procedure)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","341","464011000124107","5","Procedure","Referral to care manager (procedure)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","342","462491000124104","5","Procedure","Referral to benefits enrollment assistance program (procedure)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","343","308440001","5","Procedure","Referral to social worker (procedure)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","344","464001000124109","5","Procedure","Referral to case manager (procedure)","SNOMED CT US","3","Home Delivered Meals","Food and Friends","2021-11-12 15:12:10"
"Updated","345","None","5","Procedure","Provision","Gravity Grouping","3","Commodity Supplemental Food Program","Capital Area Food Bank","2022-11-18 11:14:38"
"Updated","346","733423003","5","Condition","Food insecurity (finding)","SNOMED CT US","3","Commodity Supplemental Food Program","Capital Area Food Bank","2022-11-18 11:14:38"
"Updated","347","464421000124107","5","Procedure","Provision of home-delivered meals (procedure)","SNOMED CT US","3","Commodity Supplemental Food Program","Capital Area Food Bank","2022-11-18 11:14:38"
"Updated","348","710925007","5","Procedure","Provision of food (procedure)","SNOMED CT US","3","Commodity Supplemental Food Program","Capital Area Food Bank","2022-11-18 11:14:38"
"Added","349","105531004","3","Condition","Housing unsatisfactory (finding)","SNOMED CT US","2","Asthma Home Visits","Breathe DC","2023-03-28 20:48:20"
"Added","350","Z59.1","3","Condition","Inadequate housing","ICD-10-CM","2","Asthma Home Visits","Breathe DC","2023-03-28 20:48:20"
"Added","351","G-14","3","Goal","Housing meets inhabitants’ functional needs","Gravity","3","Asthma Home Visits","Breathe DC","2023-03-28 20:48:20"
"Added","352","G-11","3","Goal","Housing meets standards for internal environmental hazards","Gravity","3","Asthma Home Visits","Breathe DC","2023-03-28 20:48:20"
