service_recordid,service_name,service_alternate_name,service_organization,service_description,service_locations,service_url,service_email,service_status,access_requirement,service_taxonomy,service_application_process,service_wait_time,service_fees,service_accreditations,service_licenses,service_phones,service_schedule,service_contacts,service_details,service_address,service_metadata,service_program,service_code,SDOH_code,code_category_ids,procedure_grouping,service_tag,service_airs_taxonomy_x,flag,bookmark
821975197328764,"Family Housing",,918523571271755,"SOME’s affordable housing for families offers safe, dignified, and affordable apartments to families experiencing homelessness and/or poverty. SOME’s family housing includes playgrounds and community spaces for the enrichment of the children and adults in residence. SOME owns 219 family apartments, which includes the following amenities:

Amenities
Private units
Laundry facilities on-site
Manager who lives on the property
Common area with computer access (some units include cable and internet)
All utilities included in the rent
Playgrounds and, at some locations, special rooms for teen residents
Located close to public transportation
Services
All Family Housing programs provide on – site voluntary, flexible and person-centered programming that accommodates the changing needs of families over their lifetime.  Families live in a trauma-informed community with full access to services that meet their specific needs, while encouraging independence and growth.   We offer different levels of support, depending on the service needs of the individual/family.    SOME’s affordable housing for families provides the following on-site services:

Case Management
Recreational and Socialization Activities
Support Groups
Financial Literacy
On-site educational opportunities (i.e. computer classes)
Health and Wellness Groups
Recovery Support
After-School Programming
Youth Programming and Activities
Life Skills
Employment Support and Services
 Educational Support
SOME Place for Kids (SPFK) After-School Program
Resident Advocacy Groups",,https://www.some.org/services/housing/family-housing,FSintake@some.org,1,none,"1305774265925553,1218316969190320,594357854377389,982549491856586,629380122005095","Email for more information.

Eligibility: Applicants must be/have:

A head of household age 18 or over. The head of household’s dependent children must be under age 18
Eligible for Section 8 housing assistance
Preferably on DCHA public housing waitlists (Local Rent Supplement Program/LRSP, Housing Assistance Program/HAP/Section 8)
Employed full or part-time, actively engaged in a job training program, or enrolled and attending school
Earning no more than 30% of area median income
$600 for security deposit
Willing to participate in mandatory community meetings, case management for themselves and their children, and budgeting/saving activities
For some properties, all residents must have six months clean and sober
Preference is given to families that are currently experiencing homelessness—living outside, in an emergency shelter, in unsafe housing, or paying more than 50% of their income for rent.",,,,,,,,,,,,,,,,,,,
811588311148333,"Youth Academy",,901970914472025,"The Future Leaders Academy at YMCA Anthony Bowen & YMCA Alexandria

With so many demands on today’s families and the urgency of early brain development, kids need all the support they can get. We are proud to introduce the Future Leaders Academy at YMCA Anthony Bowen, a new preschool enrichment program that will inspire your child’s love for learning, social and emotional development, character and creativity.

The Academy is a place where kids ages 2 to 5 years learn early on how they can make a sincere contribution to the world around them.

It is designed to help your child grow through STEAM (Science, Technology, Engineering, Arts & Mathematics) and healthy living, a safe and nurturing environment, socially-conscious values, and positive social skills. Every activity and interaction instills the Y’s core belief that all children have great potential, and deserve the opportunity to discover it. Our inspiring team is committed to not only teach these values and beliefs but serve as role models.","991654914903385,716573413368445",https://www.ymcadc.org/programs/child-care/youth-academy/,,1,none,"1228385258535588,976566727118378,940079755845898","Space is limited, so call 1-800-473-9622 to schedule a tour, request more info or register.",,,,,987182190910986,,,,"736104421703506,1310277015717903",,,,,,,,,,
786777987046972,"Showers and Toiletries",,918523571271755,"SOME’s shower facilities are available for use every day of the year. Toiletries and towels will be provided. We offer standard morning blocks for men and women. Transgender persons, those with medical referrals, people with disabilities, and other authorized emergencies can shower by appointment in the afternoons.",1142163554566402,https://www.some.org/services/basic-needs,,1,none,893915418546777,"Contact: Visit the front desk at 71 O Street, NW or call 202.797.8806 ",,,,,828720521624019,,,,843557435036966,,,,,,,,,,
806942363715001,"Home-delivered Meals",,1275858156254689,"Through Seabury’s home delivered meal program, older adults in Washington, D.C. who are unable to travel to shop for food or prepare food themselves have meals delivered to their homes.",1281917418518969,https://www.seaburyresources.org/homdeliveredmeals,info@seaburyresources.org,1,none,"630013980013392,1212005456553071,819562758416858","Call to apply for services.",,,,,"10864665643390001086466564339000,","1338861885610431,1338861885610432,1338861885610433,1338861885610434,1338861885610435,1338861885610436,1338861885610437",,,1215798438097456,,,,1145,5,,,,,
819105625973846,Dental,,1287549685614240,"We keep smiles picture perfect! The friendly dentists and support staff at our state-of-the-art dental offices provide care for the whole family. Equipped with brand new, top-of-the-line tools, our skilled team takes great care with each patient and helps make sure your oral health is in excellent shape. Our highly trained staff care for all ages through a variety of services including:  

Adults and Seniors  
Preventive care: X-rays, cleanings, fluoride varnish, and oral hygiene instructions  
Restorative care:  Fillings, extractions, crowns, bridges, anterior root canals, and more  
Removable care:  We make complete and partial dentures  
Teeth whitening:  A bleaching tray will be made, and bleaching material provided 
Children and Teens   
Preventive care: X-rays (over 6 years old), cleanings, fluoride varnish, oral hygiene instructions, and sealants  
Restorative care:  Fillings, extractions, and stainless-steel crowns  
Referrals to orthodontist ","953875575104132,1202618027693441,1333682431246537",https://www.maryscenter.org/dental/,,,none,"1212005456553071,758960875077789","Call to make an appointment. We accept most insurance plans including Medicaid and Medicare. If you don’t have health insurance, we’ll help you apply for public benefits or provide care at a discount. Comprehensive list of insurances are available on our website.",,,,,"1129615071986566,975713005890497,","1338861885601387,1338861885601388,1338861885601389,1338861885601390,1338861885601391,1338861885601392,1338861885601393,1338861885601398",,,"1108677909528551,904876794525199,1105631318690559",,,,,,,,,,
826324408184019,"Health Promotion and Wellness",,879684021850075,"VIDA daily monitors the health condition of our participants. Vida has a Cuban geriatrician who fulfills the role of Health Advisor and Coordinator of the Health Promotion and Wellness Program. In addition, we have an Argentine Internist doctor, who supports this same task in our VIDA-Brightwood Meal-Site. As part of the Health Promotion program, our counselors routinely check the participants who register daily: their pressure is measured; their blood sugar levels are monitored; and their vital signs are supervised. Due to the high preparation of our counselors, when it is detected that the participant requires a medical appointment, the participants are referred to an appointment with their primary doctor or the needed specialist, if the case requires so. VIDA works with 7 hospitals in the city to which our counselors refer the participants when necessary. If the participant needs it, our social service counselor helps the participant to make the medical appointment. Sometimes the language barriers require this type of support. We also have a medication monitoring program to teach participants to know the benefits and side effects of the medications they take, so that they can understand the impact of their medications and identify if there is a problem. As part of the “Medication Monitoring Program”, a personalized follow-up of each person who enrolls in the program is carried out and a medication organizer pill is provided free of charge, so that they learn to take their medications on time and also learn to realize when they forget to take their pills. Likewise, VIDA also offers two weekly classes on common chronic diseases in older adults. Finally, Vida Senior Centers complements health education with the promotion of physical activity. VIDA offers arthritis exercise classes, chair exercise classes, dance and zumba classes, and yoga classes for seniors at its two locations. In summary, the activities offered by VIDA as part of the Health Promotion Program are the following:

• Daily monitoring of vital signs
• Diabetes Monitoring
• Weekly Chronic Disease classes in the Elderly
• Drug Adhesion Monitoring
• Training on how to be regular with medications
• Reference to medical consultations if necessary
• Support to make appointments with your doctors.","932502301190120,869647738071923",http://box2142.temp.domains/~vidasen1/health-promotion-and-wellness/,,1,none,"1276982655382389,885604845315230,819562758416858","Call to join the center.",,,,,751061458384755,1157784454037653,,,"965942365087326,948986432487608",,,,,,,2,,,
834474801815094,"Adult Psychotherapy",,1287549685614240,"Life can throw unexpected challenges your way and it’s important to know you’ve got someone to rely on when things get tough. Our compassionate and affirming behavioral health care team offers help and hope when you need it most. You can rely on the qualified team at Mary’s Center for your needs including:  

Individual Therapy: Sometimes life’s challenges are hard to face alone. When you come to individual therapy, a Mary’s Center therapist will work alongside you to address a lingering challenge, inspire change, and help you improve your overall quality of life.
Family and Couples Therapy: Coming to therapy as a family can be a beneficial tool towards healing. We offer understanding, confidential talk therapy for couples and families who want to improve their communication and resolve conflict in a healthy way. 
Group Therapy: Expressing your challenges to others who are in a similar circumstance can be very healing. Group therapy at Mary’s Center is led by one or more of our trained therapists in a safe, confidential and supportive setting.  
Psychiatry: For many people, medication is an integral part of mental health recovery. If you and your individual therapist decide medication is needed, our psychiatrists are available for ongoing medication management services. 
Whatever your challenge, our highly-trained therapists can meet your needs. Our team of providers specialize in a variety of behavioral health needs including:

Anxiety 
Depression 
Emotional or physical trauma, including post-traumatic stress disorder (PTSD)  
LGBTQIA needs 
Maternal mental health 
Substance Abuse","1202618027693441,953875575104132,1146850101014457",https://www.maryscenter.org/behavioral-health/adults-and-seniors/therapy/,,5,none,"879394671891223,1193736021448376,893915418546777,1276982655382389,1212005456553071,819562758416858,874406320909098","Mary’s Center is ready to partner with you on your health journey. Don’t hesitate to reach out to us using the information below:  

To make an appointment, call (844) 796-2797 anytime 
If you are a current behavioral health participant and need to contact Mary’s Center’s Behavioral Health department directly, please call: 
DC Behavioral Health Direct Line (202) 851-3671  
Maryland Behavioral Health Direct Line (240) 839-3401 

Behavioral Health Services  are by appointment only Monday-Friday from 8:00am to 6:00pm (other hours by arrangement).

We accept most insurance plans including Medicaid and Medicare. If you don’t have health insurance, we’ll help you apply for public benefits or provide care at a discount. Comprehensive list of insurances are available on our website.",,,,,"1109152836345796,587171591094373587171591094373,975713005890497,","1338861885603757,1338861885603758,1338861885603759,1338861885603760,1338861885603761,1338861885603762,1338861885603763",,,"1108677909528551,904876794525199,948876011596931",,,,,,,,,,
855469857598617,"Senior Services - We Are Family",,1290880981505786,"Our services currently include the following:

– monthly grocery deliveries
– weekly farmers market produce deliveries in the summer and fall
– shopping transportation
– friendly visits
– Thanksgiving food basket deliveries
– holiday gift deliveries and visits
– emergency food deliveries
– emergency cleaning
– advocacy w/ agencies and landlords",1249696647199145,https://www.wearefamilydc.org/what-we-do/services/,,1,none,893915418546777,"Call for more information.",,,,,909713164007592,,,,980902256958058,,,,,,,,,,
828981302922460,"Got Transition",,1287549685614240,"An online resource page. The transition from adolescence to adulthood can be both exciting and overwhelming, so it’s important to know you’re not alone. Using the “Got Transition” program as a guide, we’ve put together helpful resources to help you navigate this transition and continue caring for your emotional health.  

Are You Ready? Q",,https://www.maryscenter.org/behavioral-health/children-and-teens/got-transition/,,1,none,"1276982655382389,1091485627676359","Visit website and check out our resources.",,,,,,,,,,,,,,,,,,,
849877675917053,"Caregiver Programs",,1078800059400169,"When we care for our caregivers, we are caring for our entire community. That’s why DACL provides a variety of programs and services to support unpaid caregivers to our seniors and adults with disabilities. From caregiver respite programs to support groups, educational programs to case management. You are not alone in your journey—DACL is with you.",818197734902999,https://dacl.dc.gov/service/caregiver-programs,dacl@dc.gov,1,none,819562758416858,"Call for more information.",,,,,"767434507934353,791466840370210",,,,1193727390444096,,,,,,,,,,
868294682470679,"Addiction Treatment",,918523571271755,"SOME offers comprehensive treatment options that empower men and women to break the bonds of addiction, reunite with their families, and rejoin their communities. Services are person-centered: each person will be evaluated during their initial appointment, or intake, to determine the most effective treatment plan.

SOME offers addictions treatment in individual and group settings.

Services:
Residential Treatment: Treatment plans may incorporate residential treatment, offered at SOME’s facility in West Virginia. We also offer a safe house for clients prior to going to residential treatment and transitional housing for clients returning from that facility.
Outpatient Treatment:  Intensive outpatient services include three treatment groups a day, as well as individual study time, 12 step groups, and peer groups. Clients may meet one-on-one with a counselor. Our outpatient program includes one to two groups a week specifically focused on maintaining and working on recovery following residential treatment. 
SOME also offers alumni programs to our clients following their graduation. These services including monthly meetings, access to individual counseling, and peer support services as needed.","867480542956619,1288243545225450",https://www.some.org/services/social-services/addiction-treatment,"addictionservices@some.org ",1,none,"893915418546777,600702532354257","Location: Main SOME, 60 O Street, NW
Services: Intake, Counseling, and Group Sessions
Hours: Walk-in hours are from 8:00am to 11:00am, Mondays through Fridays. Drop-in Group Meetings are from 8:45am to 9:45am, Mondays through Fridays

Location: SOME’s Conway Center, 4430 Benning Road, NE
Services: Inpatient Treatment, Intensive Outpatient Treatment, Outpatient Treatment
Hours: By appointment only, call 202.797.8806 
Eligibility: Clients must be at least 18 years of age and a DC resident. SOME will assist patients with obtaining an ID card if necessary.",,,,,828720521624019,,,,"1105631318690559,654987694705915",,,,,,,,,,
877408991389663,"Pediatrics - Mary's Center",,1287549685614240,"Mary’s Center knows strong and healthy kids make for strong and happy families! Our goal is to help prevent sickness and injury while fostering your child’s optimal growth and development. Mary’s Center’s kind, family-focused pediatric providers are here to address your child’s medical, dental, and behavioral health needs (ages 0-21). Our pediatrics services include:   

Infants and Children (Newborns to age 11): 
Early childhood behavioral health services 
First dental care visits 
Immunizations 
Newborn’s first-days check-ups 
Adolescents and Teens (ages 12 through 21):  
Comprehensive behavioral health services 
Care for acute, chronic, and complex conditions like asthma and diabetes 
Dental care and referrals to orthodontists if needed  
Physicals (school, sport, camp, and pre-operative) 
Obstetrics and gynecological (OB/GYN) care  
Sexual health services including prevention, testing, and treatment 
We also invite you to enjoy access to our:  
24/7 medical on-call line  
Evening and Saturday clinic hours  
Pediatric provider meet-and-greets 
Pharmacy with free delivery  
Same-day sick visits ","1202618027693441,953875575104132,1146850101014457",https://www.maryscenter.org/medical/children-and-teens/pediatrics/,,1,none,1276982655382389,"Call to make an appointment. We accept most insurance plans including Medicaid and Medicare. If you don’t have health insurance, we’ll help you apply for public benefits or provide care at a discount. Comprehensive list of insurances are available on our website.",,,,,"1109152836345796,975713005890497,1249506930671270",,,,"1108677909528551,904876794525199,948876011596931",,,,,,,,,,
912682382040353,"Sexual Health - Mary's Center",,1287549685614240,"The capable and compassionate doctors and nurses at Mary’s Center provide comprehensive sexual health services in a confidential, safe, and inclusive environment. Mary’s Center also offers a wide range of sexual health prevention, testing, and treatment resources and services including:  

Prevention and Testing
Care and Treatment","1202618027693441,953875575104132,1146850101014457",https://www.maryscenter.org/medical/other-specialties-and-services/sexual-health/,,1,none,1276982655382389,"To reach the Sexual Health Resource Hotline, call (202) 851-3971  
To reach our HIV Care Navigation team, email BeSafeBeSure@maryscenter.org 
To make an appointment, call (844) 796-2797 anytime 

Please reach out if you need assistance with applying for Ryan White coverage or to learn more about AIDS Drug Assistance Program (ADAP) and various other discount programs for HIV medications.   

We accept most insurance plans including Medicaid and Medicare. If you don’t have health insurance, we’ll help you apply for public benefits or provide care at a discount. Comprehensive list of insurances are available on our website.",,,,,"1129615071986566,1109152836345796",,,,"1108677909528551,904876794525199,948876011596931",,,,,,,,,,
916595636524322,"Health at Home",,1287549685614240,"Get the care you need when you need it most. When coming to the clinic is a challenge, Mary’s Center “Health at Home” telemedicine program quickly connects you to a caring medical provider in a matter of moments, saving you precious time and energy at a time when you’re not feeling your best.  

The Health at Home program currently serves patients with plans through the following Medicaid Managed Care Organizations: 

AmeriHealth Caritas DC 
Trusted Health Plan 
Amerigroup DC   
By harnessing the power of technology, a Mary’s Center home visitor will come to your home and connect you to your Mary’s Center provider through a live video on a laptop computer. The home visitor will bring everything they need to connect, including a computer, Wi-Fi internet access, and medications.  

Regular management and follow-up of chronic conditions results in improved health. Our Health at Home team and our providers actively reach out to patients who may qualify for the program.  If you believe you may be a good fit for the “Health at Home” program but haven’t heard from our team or talked with your provider, please don’t hesitate to reach out to us.  
",,https://www.maryscenter.org/medical/other-specialties-and-services/health-at-home/,healthathome@maryscenter.org,1,none,1276982655382389,"Call to make an appointment. We accept most insurance plans including Medicaid and Medicare. If you don’t have health insurance, we’ll help you apply for public benefits or provide care at a discount. Comprehensive list of insurances are available on our website.",,,,,"878727208421151,1109152836345796",,,,,,,,,,,,,,
926086262623139,"Safe at Home",,1351080129222960,"The Department of Aging and Community Living's Safe at Home Program provides safety adaptations in and around the homes of qualifying Seniors and adults with disabilities.",818197734902999,https://dacl.dc.gov/service/safe-home,,1,none,"1305774265925553,892692765580900,958152786056493,1141891580359737,996413864069591,929932272422839,1212005456553071,742573749443370,1139839930624727,1238748896910244","Call to apply.",,,,,"767434507934353,791466840370210767434507934353,791466840370210,767434507934353,791466840370210,767434507934353,791466840370210,767434507934353,791466840370210,","1338861885610623,1338861885610624,1338861885610625,1338861885610626,1338861885610627",,,1193727390444096,,,,,,,2,,,
927583086660595,"Women's Health",,1287549685614240,"Mary’s Center is here for all your women’s health needs. Our skilled and kind providers will walk you through each stage of your health journey and offer comprehensive women’s health services including: 

Family Planning
Midwifery Services
Obstetrics and Gynecology (OB/GYN)
Prenatal Care","1202618027693441,953875575104132,1146850101014457",https://www.maryscenter.org/medical/adults-and-seniors/womens-health/,,1,none,"1276982655382389,874406320909098,819562758416858","Call to make an appointment. We accept most insurance plans including Medicaid and Medicare. If you don’t have health insurance, we’ll help you apply for public benefits or provide care at a discount. Comprehensive list of insurances are available on our website.",,,,,"1109152836345796,975713005890497,1249506930671270","1239905610045057,655172898058082,823973485555901,1184491209256204,892899945913453",,,"1108677909528551,904876794525199,948876011596931",,,,,,,,,,
928339115255252,"Seabury Connecter Card",,1275858156254689,"Seabury ConnectorCard provides subsidized transportation funds through a prepaid debit card to older adults in Washington, D.C.  so that they can get the transportation they need when they need it.",1281917418518969,https://www.seaburyresources.org/transportation,info@seaburyresources.org,1,none,"878852836579488,819562758416858","Call for more information.",,,,,1178796032559187,,,,1215798438097456,,,,,,,,,,
935391639326831,"Primary Care - Mary's Center",,1287549685614240,"Mary’s Center is committed to your overall health and well-being. From routine checkups to more serious ailments, our goal is to provide you high-quality, compassionate care in a convenient and comfortable setting.  

We offer adults and seniors routine primary and preventive care including: 
Annual physicals and check ups  
Healthy lifestyle assessments, such as nutrition assessments 
Health screenings for conditions like diabetes, high blood pressure, and sexually transmitted disease. Cancer screenings available based on your personal risk. 
Immunizations, like your annual flu shot and many of the vaccinations recommended prior to international travel  
Referrals to specialists when needed 
Sick visits for when you don’t feel well 
Treatment and management of acute and chronic conditions, such as diabetes, high blood pressure, obesity, asthma, and HIV 
Senior-focused care and disease prevention classes available to DC residents over 60 years old. Visit our  senior wellness centers for more information.  
We also offer the following convenient, on-site services and resources: 
Family medicine—we can see your whole family 
Group health education sessions available for diabetes and high blood pressure  
Laboratories for diagnostic testing 
Nutrition and healthy lifestyle programs  
Outpatient therapy and psychiatric services 
Pharmacy with free delivery ","1202618027693441,953875575104132,1146850101014457",https://www.maryscenter.org/medical/adults-and-seniors/primary-care/,,1,none,"1276982655382389,874406320909098,819562758416858","Call to make an appointment. We accept most insurance plans including Medicaid and Medicare. If you don’t have health insurance, we’ll help you apply for public benefits or provide care at a discount. Comprehensive list of insurances are available on our website.",,,,,"1109152836345796,975713005890497,1249506930671270","1184491209256204,892899945913453,1239905610045057,655172898058082,823973485555901",,,"1108677909528551,904876794525199,948876011596931",,,,,,,,,,
935921848165742,"Counseling Serivces",,918523571271755,"SOME supports women and men experiencing homelessness and/or poverty in stabilizing and maintaining their mental health through several programs.

We provide walk-in counseling and psychiatric services to individuals at our Health Services Clinic; Isaiah House, a therapeutic day program that provides a supportive environment for men and women who have been impacted by both homelessness and severe and persistent mental illness; and Jordan and Mary Claire Houses, a community alternative to psychiatric hospitalization.

Counseling Services
SOME’s therapists are there to provide additional support when life’s challenges become overwhelming. Our staff will listen without judgement and provide tools to ease suffering and find healthier ways of coping. Therapists help people cope by learning new behaviors, increasing insight into patterns, and providing a safe place to share feelings. Many individuals find that therapy helps them improve self-esteem, gain more control over emotions, improve communication, gain control over behaviors, and improve their outlook on life.",867480542956619,https://www.some.org/services/social-services/mental-health-services,,1,none,"893915418546777,1276982655382389","Call 202.797.8806 or email therapy@some.org",,,,,828720521624019,,,,1105631318690559,,,,,,,,,,
938270944825871,"Age in Place",,1275858156254689,"Having a healthy, safe, and comfortable place to call home is important for all of us. Seabury’s Age-In-Place® program supports older adults in Washington, D.C.’s Wards 4, 5, and 6 through transformative volunteer service projects that help people stay in their own homes.

​

Age-In-Place® engages volunteers as a critical piece of the safety net in D.C. by providing yard work and housing cleaning services.",637684733149897,https://www.seaburyresources.org/ageinplace,ageinplace@seaburyresources.org,1,none,"893915418546777,819562758416858","Call to receive services. Email to sign up to volunteer.",,,,,1142710446777555,593652380535594,,,1152665399777698,,,,,,,,,,
937541358474144,"Child Development Associate Job Training",,1287549685614240,"Train for a career working with young children! Briya Public Charter School offers a Child Development Associate (CDA) training program. The 10-month program prepares you for a career as an early childhood teacher or assistant teacher. During training, students learn educational theory and best practices while also getting hands-on teaching experience with children in a childcare or school setting.  

Upon completion of the Child Development Associate training program, you will be prepared to take the national CDA exam and submit a work portfolio for certification review. You will also be certified in CPR/First Aid and ready to begin your new career! 

To qualify for the CDA training, you must:  
Live in Washington, DC 
Be at least 18 years old 
Pass the entrance exam ",1202618027693441,https://www.maryscenter.org/education/job-training/child-development-associate/,,1,none,"976566727118378,1238748896910244,874406320909098","Program Details: 
Classes are held Monday-Thursday; 6:00-9:00 pm (English or Spanish) or 12:30-3:00 pm  (Spanish only) at Mary’s Center’s Ontario Road site 
480 hours of practicum experience is required and arranged through Briya  
Register for the course or call (202) 232-7777 for more information.  

Mary’s Center and Briya Public Charter School work together to provide health care, social services, and education for residents of D.C. ",,,,,765691996005770,,,,1108677909528551,,,,,,,,,,
963084111494175,"Ward 5 & 6 Aging Services",,1275858156254689,"Finding the right resources when in need can be very challenging. Seabury Ward 5 and 6 Lead Agency services are designed to provide older adults with ward-based and citywide supportive services, resources and referrals that assist them in continuing to live independently in their homes and community.","623911698639626,1281917418518969",https://www.seaburyresources.org/agingservices,info@seaburyresources.org,1,none,"1276982655382389,893915418546777,819562758416858","Call for more information.",,,,,"636390444955781,675750465096310",593652380535594,,,"764741814024308,1215798438097456",,,,,,,,,,
982207553498582,"Pro Bono Project",,828308705468984,"The Pro Bono Project enables Legal Counsel for the Elderly to provide comprehensive legal services to low-income, older people by recruiting attorneys who willingly contribute their valuable time to pro bono work. The Pro Bono Project handles approximately 600 cases annually. These cases come to the Pro Bono Project through LCE's Legal Hotline, LCE in-house staff attorneys and the Active Intake Project.

Scores of underserved seniors would be denied access to free legal services without the help of our dedicated pro bono attorneys. We count on our volunteer attorneys in the community to help us reach those in need.

The Pro Bono Project handles a multitude of civil legal issues affecting older D.C. residents with limited means, such as ensuring that seniors receive public benefits (Social Security, Medicaid, food stamps, etc.) or by preventing eviction or foreclosure of their homes through negotiation or court litigation.

LCE attorneys and staff first screen all cases to help ensure that they have legal merit and are well developed. Then, the Pro Bono Project refers these cases to private sector and government attorneys who have agreed to handle them on a pro bono basis. Our volunteers and staff periodically monitor these cases until closure.",1183173298558849,https://www.aarp.org/legal-counsel-for-elderly/what-we-do/info-2017/pro-bono-project.html?intcmp=AE-LCE-WWD-R1C1LL6,,1,none,"893915418546777,899387596744807,841905613386238","Call for information",,,,,931173517724084,1153058029513279,,,814164678263538,,,,,,,,,,
953571703501099,"Adult Protective Services",,1078800059400169,"If you believe that an adult you know is being mistreated, exploited, or abused, Adult Protective Services (APS) can help assess and provide support. Now housed within the Department of Aging and Community Living (DACL), APS team members work to protect vulnerable adults from physical, financial, or emotional abuse, as well as neglect and self-neglect. APS social workers help to ensure that DC residents in need of protection are connected to the services they need. 

Report Abuse
To report allegations of abuse, neglect, self-neglect, and/or exploitation, please call the APS Hotline at (202) 541-3950 available 24-hours 7-days a week; or

Visit the APS office at 500 K Street NE, Washington, DC 20002 between the hours of 8:45 am to 4:45 pm. Walk-ins are accepted.

APS is not a custodial agency. APS does not have the authority to take custody of any adult for any reason.",818197734902999,https://dacl.dc.gov/service/adult-protective-services-0,dacl@dc.gov,1,none,"893915418546777,1210001318958777,819562758416858","Call or walk in.",,,,,"1190783233284841,767434507934353,791466840370210",,,,1193727390444096,,,,,,,,,,
954742655318156,"Homebound Elderly Project (Project HELP)",,828308705468984,"Project HELP provides critically important legal assistance and advocacy to some of the most vulnerable seniors living in our community. These older neighbors are unable to play an active role in society because of their homebound status, which results in them becoming ""invisible"" and, consequently, this all too often leads to situations in which they are taken advantage of because of their decreased mobility and limited support network.

Project HELP utilizes a full-time staff attorney, para-professional support, volunteers, and a cadre of volunteer (pro bono) attorneys from private law firms and government organizations.

- Interview clients at home regarding legal problems;
- Draft or review legal documents that seniors may need, such as powers of attorney or wills;
- Administer a public-benefits checkup;
- Assist clients with securing and maintaining public benefits such as Social Security, Supplemental Security Income (SSI), Medicaid, Elderly and Persons with Physical Disabilities (EPD) Waiver, Medicare, Qualified Medicare Beneficiary (QMB) and Supplemental Nutrition Assistance Program (SNAP) benefits.
- Assist clients whose benefits or services have been threatened with termination, terminated, decreased or overpaid, through representation at all stages of the appeal process including personal conferences, requests for reconsideration, and fair hearings before the Office of Administrative Hearings (OAH). 
- Analyze their housing situation concerning any landlord problems or consumer problems or, in the case of homeowners, any problems with home repair, predatory lending or deed fraud;
- Ensure proper follow-up on the identified legal problems either directly or via LCE’s other program initiatives.

Volunteers
We are always looking for volunteers! We have a special need for attorneys and notaries, but anyone can volunteer to serve as a witness when we finalize important documents in seniors' homes.

If you are an attorney licensed in the District of Columbia, please consider taking a case from us pro bono. We have many homebound seniors who need legal assistance. Our staff often gives training presentations on basic estate planning at area law firms. Please let us know if you are interested in hosting a training session.
If you are a notary licensed in the District of Columbia, please consider volunteering to help our clients execute important documents. Periodically, we send emails to our volunteer notaries asking if they can meet us at certain times and places to notarize documents for our homebound clients. Please send us your email address, and we will add you to our list.",1183173298558849,https://www.aarp.org/legal-counsel-for-elderly/what-we-do/info-2017/homebound-elderly-project.html?intcmp=AE-LCE-WWD-R1C1LL4,,1,none,"893915418546777,899387596744807,841905613386238,985893316061112","Call for information",,,,,931173517724084,1153058029513279,,,814164678263538,,,,,,,,,,
958856187058355,"Cooking & Nutrition Classes",,901970914472025,"A top priority for the YMCA of Metropolitan Washington is to support the region’s health and well-being. We believe that this is achieved by taking a comprehensive approach to health for each individual and communities that we serve.

On the individual level, the prescription for achieving and maintaining health includes a lot: engaging in regular physical activity, maintaining proper hydration; eating nutritious meals that are appropriate for you, reducing stress, getting adequate sleep, and more. It is not easy.

There are factors we each face as unique individuals and others that we face as a community.

Similarly, nutrition is confusing and the food system is complex.  Some of our families struggle with food insecurity while others do not. Some individuals want to focus on cooking skills while others want a place to purchase produce. For these reasons, the Y’s food programs adopt community-specific programming that addresses the needs and desires of our families. We believe that by doing so we can make a change in our regional food system.

Our cooking classes are for those looking to increase their cooking skills and nutrition knowledge. We offer series-based cooking classes for kids, adults, seniors, and families. All classes are free and currently offered virtually.",,https://www.ymcadc.org/programs/health-fitness/cooking-classes/,Tessa.Mork@ymcadc.org,,none,"879394671891223,1090773917009436","Email for more information.

Visit this website for information on COVID-19 food distribution locations: https://www.ymcadc.org/wp-content/uploads/2020/07/ProduceDistribution_Updated7.16.20.pdf",,,,,"1200804357675895,","1338861885601277,1338861885601278,1338861885601279,1338861885601280,1338861885601281,1338861885601282,1338861885601283,1338861885601302",1207907839869079,,,,,,,,,,,,
978823191463999,"Food Pantry",,918523571271755,"SOME’s food pantry offers non-perishable food items and fresh produce (when available) to those who need extra help to ensure that they and their families have enough to eat. At SOME’s food pantry, we do our best to provide items that support healthy eating—whole grains, low-sodium and low-sugar products, and healthy snacks.",1142163554566402,https://www.some.org/services/basic-needs,,1,none,630013980013392,"Walk in or call for more information.",,,,,"828720521624019828720521624019,","1338861885610439,1338861885610440,1338861885610441,1338861885610442,1338861885610443,1338861885610444,1338861885610445",,,843557435036966,,,,1145,5,,,,,
988610275937141,"Model Cities Senior Wellness Center",,1275858156254689,"Model Cities Senior Wellness Center offers a variety of comprehensive programs, classes and activities designed to educate and promote active and healthy aging for older adults in DC. Free for DC residents 60 years of age and older. Come join us to learn, socialize, and engage in some fun healthy activities!",1320932553563772,https://www.seaburyresources.org/model-cities-senior-wellness-center,info@seaburyresources.org,1,none,"893915418546777,976566727118378,1212005456553071,819562758416858","Call to apply for services.",,,,,"785558330051645785558330051645,","1338861885610596,1338861885610597,1338861885610598,1338861885610599,1338861885610600",,,669837267515092,,,,,,,2,,,
