"id","name","service_id","location_id","service_at_location_id","weekday","valid_from","valid_to","opens","closes","dtstart","until","wkst","freq","interval","byday","byweekno","bymonthday","byyearday","description","opens_at","closes_at","schedule_holiday","schedule_closed","open_24_hours"
"874310083139450","Bread for the City Southeast Social Services Wednesday","761729408560878","","","Wednesday","","","2:00PM","4:00PM","","","","","","","","","","","","","","",""
"875230198299264","The United Church - Mon, Tue, Thur, Fri","","1091350492556485","","Monday, Tuesday, Thursday, Friday","","","10:30AM","6:00PM","","","","","","","","","","","","","","",""
"887709860440080","Asbury United Methodist Church - Downtown Cluster Geriatric Day Care","1106022191121920","1221541137308778","","Monday-Friday","","","7:45AM","5:45PM","","","","","","","","","","","","","","",""
"911626238453861","Deanwood Community Outreach","635982208196027","","","Wednesday & Saturday","","","9:00AM","11:00AM","","","","","","","","","","","","","","",""
"924248614472998","United Planning Organization","","877840974751997","","Monday - Friday","","","9:00AM","4:00PM","","","","","","","","","","","","","","",""
"926005126590070","Hughes Memorial UMC - Women's Veterans Resource Center","","","","","","","","","","","","","","","","","","","","","","",""
"927904724916378","Virginia Williams Family Resource Center - Mon - Thur","991462076076973,739062573866794,605385202624201,1003036537750667,1107276468708862,643156433763559","584215858451001","","Monday - Thursday","","","8:30AM","4:00PM","","","","","","","","","","","","","","",""
"869976109994289","Asian Pacific American Legal Resource Center","943521538490652,895263756347270,709150850319193,831230865396411,1220731362295108,1210758210255628","","","Monday-Friday","","","10:00AM","6:00PM","","","","","","","","","","","","","","",""
"927552782417167","Catholic Charities Legal Network - Mon, Tue, Fri","612333310679780","","","Monday, Tuesday, Friday (Closed 12-2pm)","","","9:30AM","4:30PM","","","","","","","","","","","","","","",""
"886088290054048","RAP Inc. Administrative Hours","","910542962335929","","Monday - Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"894173153490187","Rebuilding Together DC Alexandria","1120925823267751,1076835020018645,1107751503709452,1228697695545072","645897759928377","","Monday - Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"893592352798388","JSSA Rockville - Fallsgrove - Fri","1158805154331276,596509168605852,1224495074701354,1247441946122537,1189862050430597,842118695599527,1206515011255222,1249421918700941,956316316250592","803666590300951","","Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"899094628750656","Marvin Gaye Greening Center - Sat","1173093445425515,1258369939351491,595082261115094","890802848970199","","Saturday","","","10:00AM","2:00PM","","","","","","","","","","","","","","",""
"911370025578406","Ionia R. Whipper Home Program Facility","741133276923057","944001764606866","","Sunday - Saturday","","","24 Hours","","","","","","","","","","","","","","","",""
"915878107418606","Everyone Home DC Headquarters - Mornings","848785574110592,960664065602895,926618827303169,718763768520855","712658990764743","","Monday-Friday","","","9:00AM","1:00PM","","","","","","","","","","","","","","",""
"925785306725607","Legal Aid Society of DC - DV/Family Law Intake","795647463619947","1157647595052033,1264887939520326","","Monday - Friday","","","8:30AM","3:30PM","","","","","","","","","","","","","","",""
"933979437704378","Children's National Hospital - 24 Hours","681568772199807","908942274584388,804162820575251","","Monday - Sunday","","","24 Hours","","","","","","","","","","","","","","","",""
"943131285768670","Lutheran Church of the Reformation","1011096322447568","","","Monday - Thursday","","","9:00AM","4:00PM","","","","","","","","","","","","","","",""
"943579112260499","Damien Ministries - Mon - Thur","1132229411458875,620569007037808","967842377045809","","Monday - Thursday","","","9:00AM","6:00PM","","","","","","","","","","","","","","",""
"945498834138617","JSSA Brenner Escorted Transportation","1176914771702299","","","Monday-Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"896372222754824","The Commons at Stanton Square - Emotional Wellness Hours - Mon- Wed, Fri","915604912347301","1068693490671334","","Mon - Wed, Fri","","","9:00AM","6:00PM","","","","","","","","","","","","","","",""
"927004175290165","Martha's Table at the Maycroft - Market Hours","925876618282340","988814873768650","","Monday - Friday","","","11:00AM","3:00PM","","","","","","","","","","","","","","",""
"945553855134717","DC Healthy Start","990059361209852","","","Monday - Friday","","","8:15AM","4:45PM","","","","","","","","","","","","","","",""
"958217672820198","Central American Resource Center - Citizenship Classes Saturday Morning","","","","","","","","","","","","","","","","","","","","","","",""
"957234329170799","Upper Marlboro Outpatient Center","585745505232672","815051886893035","","Monday - Friday","","","8:30AM","5:00PM","","","","","","","","","","","","","","",""
"961869001898862","Misler Center - Administrative offices","","769953967292170","","Monday - Friday","","","8:00AM","4:30PM","","","","","","","","","","","","","","",""
"919555252496521","Food for Others","614870969341256","583377819980477","","Monday-Friday","","","9:30AM","5:00PM","","","","","","","","","","","","","","",""
"960200377777827","North Columbia Heights Green - Wed","1258369939351491","836560118683353","","Wednesday","","","6:00PM","8:00PM","","","","","","","","","","","","","","",""
"912117463553344","Bread for the City Health Care Wednesday","1038206932789964","","","Wednesday","","","8:30AM","7:00PM","","","","","","","","","","","","","","",""
"917334837513553","Lorton Registration Hours - Tuesday","614660449605719,827054024656401,1228983284901807","","","Tuesday","","","5:30PM","7:00PM","","","","","","","","","","","","","","",""
"924131380906668","Crowder Food Bank - Office Hours","","1089626392255953","","Monday - Friday","","","8:15AM","3:15PM","","","","","","","","","","","","","","",""
"933440838598051","RAP Inc. - Calvin Rolark - Sat - Sun","791536876977084,981268426186337,631018985097612,1095497824033311,1099503418949118","1333682431246522","","Saturday - Sunday","","","24 hours","","","","","","","","","","","","","","","",""
"933911626306222","Education, Outreach & ParkArts","1246702555861620","897641479895673","","Varies based on offered programming","","","","","","","","","","","","","","","","","","",""
"939730174420179","Marie Reed Health Center - Emotional Wellness Hours - Wednesday","915604912347301","810081831183407","","Wednesday","","","8:30AM","8:00PM","","","","","","","","","","","","","","",""
"937332900634998","St. Philip the Evangelist Food Bank","583988896816188","","","Monday, Wednesday","","","10:00AM","2:00PM","","","","","","","","","","","","","","",""
"947439152975265","HIPS - Mobile Outreach - Friday","1242580580751174","","","Friday","","","1:00PM","4:00PM","","","","","","","","","","","","","","",""
"953091599361984","Greater Washington Urban League","","861950181964621","","Monday - Friday","","","8:30AM","5:30PM","","","","","","","","","","","","","","",""
"964399004989535","Thrive DC - Laundry for Women","1275671248652557","","","Monday - Friday","","","3:00PM","6:00PM","","","","","","","","","","","","","","",""
"969860092875916","Evening ESL","1233124771884739","955494998117578","","Monday - Thursday","","","7:00PM","9:00PM","","","","","","","","","","","","","","",""
"969625139216337","Mary's Center - Fort Totten - Bridges Public Charter School","","953875575104132","","Monday - Friday","","","8:30AM","3:30PM","","","","","","","","","","","","","","",""
"944517344411336","YWCA - Main Hours","","666585505385556","","Monday - Friday","","","8:00AM","8:00PM","","","","","","","","","","","","","","",""
"949146033103041","NLSP Intake Hours (Phone and In-person)","1084455155861412,617717048691003,1245717986328193,1114942083297484,1125858260716274,886500049202807,1236006015638372","819741028296646,759833313909140,826158382123021","","Monday, Wednesday, Friday","","","10:00AM","3:00PM","","","","","","","","","","","","","","",""
"954677886295010","Nourish Now food distribution - Mon-Thur","795565312115643","","","Monday-Thursday","","","10:30AM","3:00PM","","","","","","","","","","","","","","",""
"993278178119199","Georgetown Ministry Center - Clubhouse","1118736926815724,852528117694344","","","Monday - Sunday","","","8:00AM","4:00PM","","","","","","","","","","","","","","",""
"970752175352860","Marthat's Table Headquarters - Main Hours - Saturday","753746449496571,905712024453663,810458383121333,1208941632060908","636848661261240","","Saturday","","","8:00AM","4:00PM","","","","","","","","","","","","","","",""
"969910937524360","Mary's Center - Pharmacy","561831919465625","991046422392107","","Monday - Friday","","","8:30AM","6:30PM","","","","","","","","","","","","","","",""
"984651245152732","LCDP - 15th St Mon-Tue & Thur - Fri","1095497824033311,948838805132982,952194300736035,1281848063989826,1095945124402776,841673521697595,1099208107604478,1252999982476801,770730332028956,1171107809657948,1182835937166583,1108270050321045","1116757915659329","","Mon - Tue & Thur - Fri","","","8:30AM","5:00PM","","","","","","","","","","","","","","",""
"983648192930732","Ayuda VA Office Schedule","","1171401871170354","","Monday-Friday","","","8:30AM","4:30PM","","","","","","","","","","","","","","",""
"985253172980044","Adult Literacy Resource Center","1173270438890110","625420662664147","","Monday - Thursday","","","9:30AM","9:00PM","","","","","","","","","","","","","","",""
"987463033140591","Deanwood Men's Ministry","1179146027456024","","","First Saturday","","","8:00AM","","","","","","","","","","","","","","","",""
"989271611200977","Manna Market - 1st Sat","1291646983149791","957027288949288","","1st Saturday of the month","","","9:00AM","12:00PM","","","","","","","","","","","","","","",""
"993133799161870","The Commons at Stanton Square - Emotional Wellness Hours - Thursday","915604912347301","1068693490671334","","Thursday","","","9:00AM","7:00PM","","","","","","","","","","","","","","",""
"936366038800546","Central American Resource Center - Citizenship Class Tue-Wed","","","","","","","","","","","","","","","","","","","","","","",""
"944132955189687","SHABACH! Emergency Empowerment Center","1079995367180066,980051444166145,604818206550536,1093343173920146,1257314642932231,1204018684568425,1174738273256108,680562197957511,676934928364883,1178657807139643","","","Monday - Friday","","","10:00AM","3:00PM","","","","","","","","","","","","","","",""
"961301127497564","Bread for the City Southeast Social Services Tuesday, Thursday","761729408560878","","","Tuesday and Thursday","","","9:30AM","11:30AM","","","","","","","","","","","","","","",""
"975661731559589","Everyone Home DC Shirley's Place Day Center - Mon, Wed, Thur, Fri","645639147901738,1311425782447298","1255666996034353","","Monday, Wednesday, Thursday, Friday","","","8:00AM","4:00PM","","","","","","","","","","","","","","",""
"1000313729865166","Jubilee Jobs Southeast - Mondays-Thursdays","788377494442735,768548905888033","1239287635408868,765146043026123","","Monday-Thursday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1005608634460893","Pathways to Housing","1131528502132736,998910660786600,833463361083754,1003127511248132,945829836126554","","","Monday - Friday","","","8:00AM","5:00PM","","","","","","","","","","","","","","",""
"975958286401068","Casa de Maryland - Culmer Worker Line","","","","","","","","","","","","","","","","","","","","","","",""
"1003280669828155","Mary's Center - Fort Totten - Behavioral Health Hours","834474801815094,1049979809257514,570279198497703,1171041183154896,1073305429578122,615102245607234,1281873572081806,1149133594765984,1054654881182092,567687090092713","953875575104132","","Monday - Friday","","","8:00AM","6:00PM","","","","","","","","","","","","","","",""
"1004258018380759","Clean and Sober Streets","","1300354176059967","","Monday - Sunday","","","7:00AM","10:00PM","","","","","","","","","","","","","","",""
"960960917484076","Sacred Heart Dinner Program","1308027877412141","634604766992517","","Monday - Friday","","","4:00PM","6:00PM","","","","","","","","","","","","","","",""
"965540960654761","City of Praise Road to College","1198304800320219","","","Fourth Sunday","","","Following church service","","","","","","","","","","","","","","","",""
"975413515685238","JSSA Northern Virginia - Fri","1158805154331276,596509168605852,1247441946122537,1189862050430597,842118695599527,1206515011255222,1249421918700941,956316316250592,943690370414778,1237618325820422,1330460837989046,822886605211738,609280054378490","1118558741921381","","Friday","","","8:00AM","2:00PM","","","","","","","","","","","","","","",""
"985065153697255","Samaritan Ministry - Next Steps General Schedule","1279930862215019","1136470398726733,827068480481455","","Monday-Friday","","","9:00AM","1:00PM","","","","","","","","","","","","","","",""
"988901956433340","Hughes Memorial UMC - Meal","660905682344295","","","Tuesday","","","5:30PM","6:30PM","","","","","","","","","","","","","","",""
"995342415018558","Pine Ridge Community Center - Tuesday - Friday","","750119883782411","","Tuesday - Friday","","","11:00AM","2:00PM","","","","","","","","","","","","","","",""
"1004866828511863","Elaine Ellis - DC - Tue & Thur","1225681361275050,778121485505827,864041028832460,1134389546347902,891245636047663,953570402846759,1049005398980524","1114551742239605","","Tuesday & Thursday","","","9:30AM","7:00PM","","","","","","","","","","","","","","",""
"1020867523036081","Andromeda Transcultural Health","1166038612489262","","","Monday-Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1029407439231359","Central Union Administrative Office - Staff Hours","","1173183937901099","","Monday - Friday","","","8:00AM","6:00PM","","","","","","","","","","","","","","",""
"1029747991384958","APALRC Walk in hours","943521538490652","","","Monday","","","1:00PM","4:00PM","","","","","","","","","","","","","","",""
"1078713175270884","Andromeda Transcultural Health","1135119642997578,1273614384596478,1229961680483259,1166038612489262,580060602461538,1107477274966494,853599380702227","","","Monday-Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1080839771597407","Conway Health and Resource Center - Medical Hours - Mon, Tue, Thur, Fri","573712074661708,1107196998383990","1279229683648851","","Mon, Tue, Thur, Fri","","","8:30AM","5:00PM","","","","","","","","","","","","","","",""
"1092647832650486","Lorton Registration Hours - Wednesday - Friday","614660449605719,827054024656401,1228983284901807","","","Wednesday - Friday","","","9:00AM","11:00AM","","","","","","","","","","","","","","",""
"1051008389625195","Bread for the City Food Program Southeast Center - Mon-Thur","1193500689688597","","","Monday-Thursday (Closes daily noon to 1pm)","","","8:30AM","5:00PM","","","","","","","","","","","","","","",""
"1053204389138300","Allen Chapel AME Food Pantry & Clothing Closet","1011096322447568,958276513381633","","","Friday","","","8:30AM","12:30PM","","","","","","","","","","","","","","",""
"1090422888040880","Father McKenna Center","1081615978709955,1011096322447568,850231451296174","","","Monday - Friday","","","7:00AM","1:00PM","","","","","","","","","","","","","","",""
"1098011682762590","Elaine Ellis - DC - Fourth Saturday","1225681361275050,778121485505827,864041028832460,1134389546347902,891245636047663,953570402846759,1049005398980524","1114551742239605","","Fourth Saturday","","","9:00AM","2:00PM","","","","","","","","","","","","","","",""
"1058643087146379","Family Matters of Greater Washington","667384544326235,1194227911974076","898209455512951","","Monday-Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1064107611989809","Progreso Center for Literacy & Citizenship​ Mon - Thur Evening","958235862658517","1331394191570751","","Monday - Thursday","","","6:00PM","9:00PM","","","","","","","","","","","","","","",""
"1065665567847663","Wheaton Welcome Center","","1191044209171136","","Monday - Saturday","","","6:00AM","2:00PM","","","","","","","","","","","","","","",""
"1080282319334964","Sacramento Neighborhood Center - Friday","636366666716828,712328327930380","1249100999590019","","Friday","","","10:00AM","6:00PM","","","","","","","","","","","","","","",""
"1094568191349687","Lorton's Attic - Mon - Fri","647876938997632","1141380228418615","","Monday - Friday","","","10:00AM","5:00PM","","","","","","","","","","","","","","",""
"1099102647584911","JSSA Silver Spring - Mon-Fri","869411193408138,637788539576170","1085137251641611","","Monday-Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1114579254252936","Friendship Heights Outpatient Center","585745505232672","950665445636496","","Monday - Friday","","","8:30AM","5:00PM","","","","","","","","","","","","","","",""
"1061969708258974","Welcome Center Drop-in Hours - Monday Afternoon","643156433763559,650989691735486,1285828968189382,1107517105201722,876445692954802,1317372777897148,1311425782447298,992859209726369,1117231582416420,637799341696955","1260258325512587","","Monday","","","1:00PM","4:00PM","","","","","","","","","","","","","","",""
"1081601334352404","Martha's Table Headquarters at the Commons - Early Learning Center Infant, Toddler & Preschool Program","667387929525624","636848661261240","","Monday - Friday","","","6:30AM","6:00PM","","","","","","","","","","","","","","",""
"1092472091063330","Coalition for the Homeless 24/7","1089668903464175,772373540242764,757996066878670,911538558546594,1246421144702219,1126118557955040,1155437863225575,647744623033900,1276572352527456","987681737906027,572575030404839,1117640220112945,1091227224514735,587809760292730,1155644945880700","","Monday-Sunday","","","24 hours","","","","","","","","","","","","","","","",""
"1116189860596908","24 Hour Mental Health Helpline","1255828431025209,606430121530643,894487344015737,765148434335618","","","Sunday - Saturday","","","24 Hours","","","","","","","","","","","","","","","",""
"1124435486943568","JSSA Rockville - Montrose - Wed-Fri","1249421918700941,943690370414778,1237618325820422,569171803920168,1330460837989046,822886605211738,609280054378490","603618233221428","","Wednesday-Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1128369250737834","Downtown Day Services Center","","","","","","","","","","","","","","","","","","","","","","",""
"1127513695675127","Mary's Center - Adams Morgan DC - WIC Hours - Saturday","1210844998367589","1146850101014457","","Saturday","","","9:00AM","1:00PM","","","","","","","","","","","","","","",""
"1080969616942746","Food Distribution - Glenmont United Methodist Church","1291646983149791","979262089777285","","Tuesday","","","4:00PM","7:00PM","","","","","","","","","","","","","","",""
"1089592208225810","Marie Reed Health Center - Medical Hours - Mon-Fri","573712074661708,1107196998383990","810081831183407","","Monday - Friday","","","8:30AM","5:00PM","","","","","","","","","","","","","","",""
"1088618226878520","Northeastern Presbyterian Church - Food Pantry","1011096322447568","1243562110622958","","Third Saturday","","","10:00AM","12:00PM","","","","","","","","","","","","","","",""
"1100949587936432","Baltimore Welcome Center","","1274248047601637","","Monday - Saturday","","","7:00AM","2:00PM","","","","","","","","","","","","","","",""
"1129637278669115","JSSA Hospice 24/7","1091696179482661","","","Monday-Sunday","","","24 hours","","","","","","","","","","","","","","","",""
"1132485145162044","UPO Anacostia","823287765002075,1272403811888637,1115773035158894,1097124274962034,1244177955657488,824403148838289,1222343403264201,782329565925103,828103015767690,1280097613047736,925701018774057,957811011700764,790527027022440,1234923855165980,1274090737385222,1131822692438420,944606179638640","683981038233399","","Monday - Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1137182863009936","N Street Village - Main Office Hours","643156433763559,744532051423737,1194872069892643,917340488183103,1129022337432214,912868472017219","604721858303896","","Monday - Thursday","","","8:00AM","4:30PM","","","","","","","","","","","","","","",""
"1097020346816600","Ayuda Administrative Office Schedule","","1170496916271417","","Monday-Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1108259875674319","Temporarily Closed - COVID-19","","584764537637617,850977498591612","","","","","","","","","","","","","","","","","","","","",""
"1105559485082130","Nineteenth Baptist Food Pantry","1011096322447568","","","Wednesday & Friday","","","9:00AM","12:00PM","","","","","","","","","","","","","","",""
"1126668816152463","Central Union Mission Administrative Offices - Visitor Hours","","1173183937901099","","Monday - Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1125296822026337","Central American Resource Center - Civics-focused English Classes - Wednesdays","766179643113383","","","Wednesday","","","6:00PM","8:00PM","","","","","","Wednesday","","","","","1080","1200","","",""
"1137278199980299","Conway Health and Resource Center - Medical Hours - Saturday","573712074661708,1107196998383990","1279229683648851","","Saturday","","","9:00AM","3:30PM","","","","","","","","","","","","","","",""
"1142621375390863","Barbara Chambers Children's Center","834804986562892,627561586053944,1297938251275210,1153101336983128","","","Monday - Friday","","","7:00AM","6:00PM","","","","","","","","","","","","","","",""
"1143177868554933","MBI - Intake","","1263123342132362","","Monday - Friday","","","9:00AM","5:30PM","","","","","","","","","","","","","","",""
"1150989024210050","Jefferson Academy Family Support Program","825698319066110,1205734509587882","920110206749977","","Monday - Friday","","","8:30AM","5:30PM","","","","","","","","","","","","","","",""
"1151842394063621","Sacramento Neighborhood Center - Sat","636366666716828,712328327930380","1249100999590019","","Saturday","","","10:00AM","2:00PM","","","","","","","","","","","","","","",""
"1094559397539025","Efforts from Ex-convicts","1117364513670581","","","Monday - Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1114360603230392","Creekside Village Community Center","636366666716828,712328327930380","661085324813258","","Monday - Friday","","","10:00AM","6:00PM","","","","","","","","","","","","","","",""
"1153200317080474","Thrive DC - Evening Program","1096873514597287","","","Monday - Friday","","","2:00PM","4:00PM","","","","","","","","","","","","","","",""
"1150092000785589","Open Arms Housing","1275679223903759,1331448293255479,910488601528452","601572087337202","","Monday - Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1153058029513279","AARP Legal Counsel for the Elderly","1108394531508208,982207553498582,1102203467116873,954742655318156,1146427923405605,1227451026876891,805290013325766,635645258311778,1122765390786822","978433964868542","","Monday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1155445837483426","Welcome Center Drop-in Hours - Monday Morning","643156433763559,650989691735486,1285828968189382,1107517105201722,876445692954802,1317372777897148,1311425782447298,992859209726369,1117231582416420,637799341696955","1260258325512587","","Monday","","","8:30AM","11:30AM","","","","","","","","","","","","","","",""
"1097237395169715","Silver Spring Welcome Center","","1006643802398414","","Monday - Saturday","","","6:00AM","2:00PM","","","","","","","","","","","","","","",""
"1099680579593890","Women's Collective","","995317546520269","","Monday - Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1106799266409790","Mary's Center - Petworth Health Center - Behavioral Health","834474801815094,570279198497703,1171041183154896,1073305429578122,615102245607234,1281873572081806,1149133594765984,1054654881182092,567687090092713","1202618027693441","","Monday - Friday","","","8:00AM","5:00PM","","","","","","","","","","","","","","",""
"1117440464367166","Lorton's Attic - Saturday","647876938997632","1141380228418615","","Saturday","","","11:00AM","4:00PM","","","","","","","","","","","","","","",""
"1121112153195461","Nourish Now food distribution - Fri","795565312115643","","","Friday","","","10:30AM","2:30PM","","","","","","","","","","","","","","",""
"1121063268456658","North Columbia Heights Green - Sat","1258369939351491","836560118683353","","Saturday","","","10:00AM","2:00PM","","","","","","","","","","","","","","",""
"1128677947729618","Sixth Presbyterian Church","1011096322447568","","","2nd & 4th Wednesday","","","12:00PM","","","","","","","","","","","","","","","",""
"1131129180411439","Anchor Counseling Services","1195264768754640","","","Monday-Friday","","","8:30AM","5:00PM","","","","","","","","","","","","","","",""
"1139622285743882","Northeast Site (Ward 5/Main site) Hours","833282615728356","1076247615804558","","Monday-Friday","","","9:00AM","9:00PM","","","","","","","","","","","","","","",""
"1154121006093505","PIDARC phone schedule","1296135146920487","","","Monday-Friday","","","6:00AM","2:30PM","","","","","","","","","","","","","","",""
"1168288696055432","Loaves & Fishes","646401850883937","","","Saturday - Sunday","","","12:00PM","","","","","","","","","","","","","","","",""
"1115874707410869","Northwest Center - Tue-Fri","1299749997616354,806763348310571","802247163324047","","Tuesday - Friday","","","9:30AM","5:30PM","","","","","","","","","","","","","","",""
"1113301285501635","Mary's Center - Petworth Health Center - Briya Public Charter School","","1202618027693441","","Monday - Friday","","","8:30AM","4:30PM","","","","","","","","","","","","","","",""
"1127647450839551","LAYC - DC Safe Drop-in Center - Main","","895829905770410","","Monday - Friday","","","10:00AM","5:00PM","","","","","","","","","","","","","","",""
"1147734698588683","Brighter Day Ministries Food Pantry & Clothing Closet","1011096322447568,958276513381633","","","Wednesday-Thursday","","","11:00AM","2:00PM","","","","","","","","","","","","","","",""
"1161686932460982","HBP Mon-Fri","1172189593592063,1317004978451196","","","Monday-Friday","","","9:00AM","5:45PM","","","","","","","","","","","","","","",""
"1159306460257356","Falls Church Welcome Center","640700715075294","1319844001361667","","Monday - Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1171799503916927","United Community - Main Office - Food Pantry - Wed","795565312115643","1245305987898697","","Wednesday","","","7:00AM","12:00PM","","","","","","","","","","","","","","",""
"1174098161618807","OIC/DC Tue-Thur","1118129820102814","1275795457873123","","Tuesday-Thursday","","","9:00AM","9:00PM","","","","","","","","","","","","","","",""
"1124761200952623","DC Action for Children","768947684418255,1044391885826553,943628495908545,1053662246534838,972287284892047","853629829456714","","Monday - Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1121761396617945","Community Outreach and Development","1011096322447568,958276513381633,1138627636801968,645620379335062","1195204292292590","","Monday - Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1133259298817799","Bread for the City Legal Clinic","851500386737857","","","Monday-Thursday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1144543884264901","Calvary Women's Services 24/7","569326528063960,1205629989379688,803289389092544,619066407387390","902244835227859","","Monday-Sunday","","","24 hours","","","","","","","","","","","","","","","",""
"1155808102397024","Miriam's Kitchen - Morning Office Hours","","1269099704638669","","Monday - Friday","","","6:30AM","9:45AM","","","","","","","","","","","","","","",""
"1161146557284538","Welcome Center Drop-in Hours - Wed-Thur Afternoon","643156433763559,650989691735486,1285828968189382,1107517105201722,876445692954802,1317372777897148,1311425782447298,992859209726369,1117231582416420,637799341696955","1260258325512587","","Wednesday - Thursday","","","1:00PM","3:00PM","","","","","","","","","","","","","","",""
"1148436825858381","Goodwill of Washington DC - Donation Hours - Mon-Sat","1293934201497994","","","Monday - Saturday","","","9:00AM","6:30PM","","","","","","","","","","","","","","",""
"1199480495190503","Martha's Table - Community Market - Commons","867810178957304","","","Fourth Friday of each month","","","4:00PM","6:00PM","","","","","","","","","","","","","","",""
"1204202332990496","National Baptist Memorial Church Office Hours","","833804515841086","","Tuesday - Friday","","","9:00AM","3:00PM","","","","","","","","","","","","","","",""
"1158254210885553","Casa Ruby - Mon-Fri","1228391315842600,1172610413356554,1166513065360124,829979157869352,761729408560878,962682510401278,1092865667584408","626384571287639","","Monday - Friday","","","10:00AM","6:00PM","","","","","","","","","","","","","","",""
"1174310184064907","Hughes Memorial UMC - Clothing &","","","","","","","","","","","","","","","","","","","","","","",""
"1200466560559152","Marie Reed Health Center - Emotional Wellness Hours - Saturday","915604912347301","810081831183407","","Saturday","","","9:00AM","3:30PM","","","","","","","","","","","","","","",""
"1169394852198293","MHCDO","813818370182701,1177461710635594,1304753692724881","1120606829940602","","Monday - Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1169477915773659","Legal Aid Society of DC - Main Office - General Intake - Monday","617717048691003,973325735749516,1245717986328193,761788898992773","1284378916833442","","Monday","","","12:30PM","6:00PM","","","","","","","","","","","","","","",""
"1172962546627475","Miriam's Kitchen Breakfast","1214461475383160","","","Monday - Friday","","","6:30AM","8:00AM","","","","","","","","","","","","","","",""
"1174733318796843","Damien Ministries - Friday","1132229411458875,620569007037808","967842377045809","","Friday","","","9:00AM","3:00PM","","","","","","","","","","","","","","",""
"1184491209256204","Mary's Center - Petworth Health Center - Medical - Monday, Wednesday","1135119642997578,927583086660595,778121485505827,1215666375374993,1222212212143407,771415038083007,1330210073954058,935391639326831","1202618027693441","","Monday, Wednesday","","","8:00AM","8:00PM","","","","","","","","","","","","","","",""
"1195932518500288","Elaine Ellis - MD - Friday","1225681361275050,778121485505827,864041028832460,1134389546347902,891245636047663,953570402846759,1049005398980524","1020706673677182","","Friday","","","9:00AM","2:00PM","","","","","","","","","","","","","","",""
"1199810856302974","VWFRC - Fri","603580181050118,781718626017793,1207720606469506","584215858451001","","Friday","","","8:00AM","12:00PM","","","","","","","","","","","","","","",""
"1212024849753899","The United Church - Wed","","1091350492556485","","Wednesday","","","10:30AM","2:30PM","","","","","","","","","","","","","","",""
"1157784454037653","Vida Senior Centers Main Hours","826324408184019,743196443052437,761729408560878,1188616906512182,1049005398980524","","","Monday - Friday","","","9:00AM","5:00PM","","","","","","","","","","","","","","",""
"1179944668219162","McKenna's Wagon - 15th and K St., NW","1298850689126022","849213479290179","","Sunday - Saturday","","","6:15PM","6:45PM","","","","","","","","","","","","","","",""
"1196041280360314","DASH - Housing Resource Clinic","857853579878864,754147676615710,929072757628683,1316670958147366,839695327342121,1096695050630138,1186669715768214,943806798890403,1122934207742346,1286870063123571","1048770784971224","","Wednesday","","","1:30PM","3:30PM","","","","","","","","","","","","","","",""
"1228774430226717","Back Porch Thrift Store","","1326321443548696","","Monday - Saturday","","","10:00AM","6:30PM","","","","","","","","","","","","","","",""
"1171433310715350","Everyone Home DC Headquarters - Afternoons","848785574110592,960664065602895,926618827303169,718763768520855","712658990764743","","Monday-Friday","","","2:00PM","5:00PM","","","","","","","","","","","","","","",""
"1191089929574994","Mc Kendree - Lunch","905929309244389","","","Wendesday","","","12:30PM","1:30PM","","","","","","","","","","","","","","",""
"1209479620456448","UMC Primary Care - Mon-Fri","658900524855990","","","Monday-Friday","","","8:00AM","8:00PM","","","","","","","","","","","","","","",""
"1224864827208470","ACSGW Office Hours","1060415349793008,1156215543966047,1193500689688597,870510285799257,965942393503991,645694919920041,1262506217054044,877165496793556","1117118492901641","","Monday - Thursday","","","10:00AM","2:30PM","","","","","","","","","","","","","","",""
"1225847031879527","Nourish Now phone schedule","","","","","","","","","","","","","","","","","","","","","","",""
"1175231291211959","Crowder Food Bank - Appointments","1011096322447568","","","Tuesday & Thursday","","","10:00AM","3:00PM","","","","","","","","","","","","","","",""
