ID,id,number,location_id,service_id,organization_id,contact_id,extension,type,language,description,phone_schedule,flag
280,911026869446678,"(202) 547-6175",1266604236381612,,1260225511804442,,,,,,,
281,929037191615824,202-388-9202,1284966614626832,"1105568722092716,894009414185445,721115353360225,1135621422748851,1215651158311524,784662874544792,699918289813778,1055385917949527,1109924174096172,597026276891169,1020934285482366,585407675930864,800132260226272,794816074234794,1206891395647206",1326157862705937,,,voice,,,,
282,923447387409370,"202745.000 ",,1304206816813795,,,,,,,,
283,933707492536577,"202) 635-4265",,,1219589148672769,,,fax,,,,
284,936399096455093,301-765-5430,1123014911424110,1176014704120176,,,,voice,,,,
285,940633061926387,"(202) 373-0336",644198517647426,"1337570408700851,765864786771732,1161420907803778",872299181857178,,,fax,,"OIC/DC Training Center",,
286,889533800044382,"(202) 895-3870",1262539583552576,,,,,fax,,,,
287,893306523408119,"(202) 373-0050",,,,,,,,,,
288,906987068756792,"(703) 339-5161",906651913636867,"1287738688707705,993984406526461,1153962275208345,807848846460860,611590713528319",930909694635560,,,voice,,,,
289,914445625577149," 571.421.2211",1318390042587758,1090898575973829,1140996665222837,,,voice,,"Front Desk",recGvaC6uyLZSTXhh,
290,922524162152948,2028443000,,1186072430576309,1180598613249590,,,voice,,,,
291,927713584191406,"(202) 637-7000",638978574424697,,837178101758888,,,,,,,
292,932680541439060,202-829-2773,,931334254553785,,,,voice,,,,
293,953481840997521,301.933.4461,939050372857166,,1140996665222837,,,voice,,Membership,recQ3NrbME3gVUV4l,
294,957130180146437,202-675-9385,,1084298429662110,,,,,,,,
295,958866684536217,202.724.4208,688457108968845,"573528188325499,1238532588650595,757654002604408,860779231100127,1128285304774272,1163310698125750",1286410465547920,,,voice,,,,
296,960509036831710,"202- 644-1406",,985012947614539,1326157862705937,recbSLM4mr0F0tyDd,,voice,,,,
297,906348724543792,"(202) 830-3512",,590149106022184,,reco1eWjzzXOD4A8S,,voice,,,,
298,916659889937804,"(202) 635-9384",1154084082448020,,1180598613249590,,,voice,,,,
299,928057873648589,"(202) 469-4699",,1226281254511848,,,,,,,,
300,933177707559584,202-893-6474,1324870517546321,1087433575244513,,,,,,,,
301,931894948994087,"(202) 783-0519",984058750613797,"592511260613384,1239703812521018,849919523533582",900455754248217,,,fax,,"Asbury United Methodist Church",recAwCIZtcTEVhEQG,
302,907595396415056,"(703) 271-0938",1229901678210145,653858529595915,,,,voice,,,,
303,927006793998791,703.768.7106,987030255962297,"1311595168931297,950454120432775,1048291243097604,1298911741733382,824288922961198,1180623233814950,1056286703581712",919690199169575,,,voice,,,,
304,930974123497646,202-526-1730,952434908769061,849003153117298,1097044507649764,,,voice,,,,
305,937322777502476,"(301) 585-6556",950009053464384,"990258942674234,804988563046565,668729683192909,822297863188980,1108768153867457,784134299150571,607885233270947,1080087105483732",1004391421304549,recxqtGjgpPJ4Wgfb,,voice,,,,
306,932602737976044,"(202) 889-1425",1286648129611472,"789456565791843,910059099567277,859629175967195,1178096298000358,979536491529478,813064675400914,1299121197634961,818563649469922",727757843857751,,,voice,,,,
307,939499390851181,202-675-9370,,958643940332296,,,,,,,,
308,938568918684495,1-800-369-2273,,"933469008966389,596938254485583,580209857140665,903471867323822,1148617267210635,1088727091600389",1265431689708141,,,voice,,,,
309,940726938687210,202-621-8617,778459456343468,,,,,fax,,,,
310,948692297893561,"(202) 588-1375",625764854102357,1191507987013016,,,,voice,,,,
311,958973665695309,240-491-5750,,617081192222015,1140996665222837,recBvp9dRT1Tjjiyr,,voice,,,"recX3X38JgeRvvnAy,recKtsShztYPT3HNo",
312,958720616157709,301.255.4204,"685766591979438,805806723754090","657179015884472,1134764669826308",855094084464049,,,voice,,,,
313,971023796358171,"(202) 292-4431",1005730911773458,,862349068568843,,,,,,,
314,976521643212097,"(202) 544-3863",843095304494507,"895973468150097,1174727442443930",1245236106154921,,,fax,,"Everyone Home DC Shirley's Place Day Center",,
315,919075870505440,"(202) 889-3660","867077559081285,692842183271323","1192518431630550,794527613963060",706476638607137,,,voice,,"Brighter Day Ministries - both locations",,
316,927493620278205,"(202) 645-7111",1291451614834077,,803996484769013,,,,,,,
317,942177684905081,202.232.7356,,,,,,,,,,
318,948338018712218,"(202) 442-5955",659628565110513,,922709314921881,,,,,,,
319,951898798534745,"(703) 204-9100",1321118518935089,,970560028876577,,,voice,,,,
320,971675983180149,"(202) 626-0710",1213006663268025,,1230770757213322,,,,,,,
321,966435484864334,202-830-3578,,626861523724993,,recmuGV0G9zgdvGcV,,,,,,
322,972837230977972,202-882-9343,,,855802893163707,,,fax,,,,
323,975426855483800,301-294-0897,856126341619748,,,,,fax,,,,
324,975486847076351,"(202) 387-2222",1166838878012103,,1165920736845072,,,,,,,
325,933188481288490,"(866) 724-1805",,1314427687239600,,,,,,,,
326,937785373035309,202.355.5155,572381295862246,"783798317190015,757050460311671,1285397708822108,771378282180941,647361700663696,1336511977669058,656905764489449,1332741706053106",577764298046742,,,voice,,,,
327,957166179094598,301.468.6280,,789912082269332,855094084464049,,,voice,,,,
328,956844133947886,202.658.9599,,"1298309949522497,1128282500996664,948283799474714,883344454564664",791950857737387,,,voice,,"Intake line",,
329,960390601927225,"(202) 465-8794",959373006921454,,636426656659289,,,voice,,"Office line",,
330,964860483808020,571.748.2674,764854375292129,"633702102837581,1136637606616454,759287871630149,1273431636145481",682552065545256,rec8MIyotOye1uWWG,,voice,,,,
331,963948373745242,"(202) 234-4863",788509441386056,"1199983060673417,642012149083751",,,,fax,,,,
332,966776474605843,"(202) 678-4300",616652943932532,565809012321458,641527619630164,,,voice,,,,
333,972096894860478,202-448-1455,,,,,,,,,,
334,978304346911390,202-476-5980,,"667209917494721,936510517377927,1095230986476849,1195217931217458,1291991254111763",1061724977026001,,,voice,,"Psychiatry and Behavioral Sciences",,
335,933430884294333,"(202) 253-5712",586004400786711,1277116846663193,,,,voice,,"Mobile Unit",,
336,940163636453224,"(202) 302-6669",,966657126572943,840733417398800,,,voice,,,,
337,960149581422207,"(202) 745-8685",953406517143083,,1300690778936362,,,,,,,
338,963793524928249,"(202) 535-1000",932196643976542,,874969319589202,,,,,,,
339,972386234094039,"(202) 529-2972",743353111808252,"1314823770834798,881012847859169,820685180498221,772580143837637,1123886368027680,862476176486863",976379482380679,,,voice,,,,
340,976818868031171,"(888) 793-4397",,1208776169183354,922709314921881,,,,,,,
341,1009882132687958,202.232.7356,984945374868800,,1195870505334629,,,,,,,
342,1011118711605616,301-735-0121,848686188808388,"1107243553438801,987007032021851,570068555050262,768832404265850,1266877916484133,951270390830894,831554257615200",877366768823409,,,voice,,,,
343,951901541718626,"(202) 767-0450",988704048030141,,845885697863453,,,,,,,
344,958138225979794,"(202) 232-7320",,,1131980011333623,,,,,,,
345,963370820777327,"(202) 727-2832",1254506542357377,665682144219766,,,,voice,,,,
346,986167438798239,202-387-6755,813926334906214,"1182157958552306,670644496333952,814817282883148,813051911788426",580772169029651,,,voice,,,,
347,990653723421604,"(202) 529-8701","765115819494380,1183011241112934","571969699128717,1290396892728753",1180598613249590,,,voice,,"Ward 5 location",,
348,1003126161348750,"(202) 686-4850",1089405934692969,,801265724461963,,,,,,,
349,1001002757285869,"(202) 554-2926",1140332291662029,,1120305351510755,,,,,,,
350,1008096048941764,240.491.5754,979563581148756,,1140996665222837,,,voice,,Membership,recJd6pGi2VUbCgQr,
351,1010948778594884,202-885-9613,1235846186580133,,,,,,,,,
352,1022412281964551,"(202) 269-6623",873273529728080,596474071852609,889845893875767,,,voice,,"Academy of Hope - Northeast Site (Ward 5/Main site)",,
353,972949389893061,"(202) 269-6632",873273529728080,596474071852609,889845893875767,,,fax,,"Academy of Hope - Northeast Site (Ward 5/Main site)",,
354,977837017262074,"(202) 713-0475",585101162574385,,1323195974089796,,,voice,,,,
355,976451647500271,"(202) 851-3278",,754669198968415,840733417398800,,,voice,,,,
356,990620232794956,202-895-3860,1262539583552576,,,,,voice,,,,
357,994216481827808,"(202) 529-5261",828471643877342,,1146223650874517,,,voice,,,,
358,1009972720361462,"(202) 470-1534","608497828316445,1282997809596504","1172793580060024,569770427910971,1229131972445514,1311031611561841,1086482131081597,688871630742360,1166105214343141",964889233755760,,,textphone,,,,
359,1010201225467528,"(202) 706-7150",1264011549910449,"1137250454182986,644620777168393,822696272964380,1111524873166786,856596013009881",,,,voice,,"Main line to Asian Pacific American Legal Resource Center",,
360,1028017499892150,"(202) 420-7122",,,,,,,,,,
361,1047807433568619,"(703) 896-7918",1321118518935089,"884244585280076,767255821745825,989819878149890,658231090559812,947357493854904,1173963793862866,970377297500925,1107634998787398,1127640457224641,762171918332918,678882337307747,964012421803449,1201397185768590,785647685413221,833788770520302",970560028876577,,,voice,,"Main line for JSSA in Virginia.",,
362,1046945308097127,703.652.1510,,789912082269332,855094084464049,,,voice,,,,
363,1066322983572364,202-399-7093,1282660521731521,"825451959778479,1282686227944763,1164661927797269,1106419147216738","761153930697275,1061460575455807",,,voice,,,,
364,1097812419353578,"(703) 444-7009",833655491101686,1098998360726289,795756022910298,,,voice,,"Ayuda VA office",,
365,1044619598652325,"(202) 806-4564",1163808823186351,,636208133431880,,,,,,,
366,1058012807425886,"(202) 328-1371",728145736382163,,809193297555798,,,textphone,,,,
367,1054597146068156,"(202) 469-4699",,767585807206000,,,,,,,,
368,1064747875068781,240.821.5816,818820237164190,,1140996665222837,,,voice,,Membership,rectmEYm6lkzad1qI,
369,1072627992557883,202-344-7849,,1234003496832541,1323195974089796,recNcZ2bg7PrGh0mp,,voice,,,,
370,1077212094599633,"(202) 508-0500",,915917142791989,,,,,,,,
371,1083606216852497,"(202) 550-4547",1188102183681608,,606159111308029,,,,,,,
372,1085521567553332,703.537.3071,,834471316045858,855094084464049,,,,,,,
373,1094848634511675,202-347-5476,,,1318451956583107,,,fax,,,,
374,1100526340352002,301.255.4200,,"1282487813090005,616047069998063,993493444765030,1141624870158332,1147690047097756,644091225156703,1280474482709655,588693422814528,955710918748274,1289508652850921,602724412494897,1106771248483191,893746684671899",855094084464049,,,voice,,,,
375,1049675423059160,844-370-6201,1293474810072073,1203671009935370,840733417398800,,,voice,,,,
376,1049625214474916,"(202) 667-7001",1118428224846105,,1196862576129712,,,,,,,
377,1071202278113160,"(800) 799-7233",,"672539129008408,1080520592440176",,,,voice,,"National Domestic Violence Hotline",recE12oc337KPi6b9,
378,1067100404223709,202.562.5576,861096970014349,"880988285788628,895095793944105,1054723852607588,937354212048327,1219974334671075",1253319258586656,,,voice,,,,
379,1080778313579001,"(202) 424-8697",,637918031832415,1323195974089796,rec9swbUhRkvidLQO,,voice,,,,
380,1083795033337940,"(202) 547-1619",1254506542357377,665682144219766,,,,fax,,,,
381,1097440010596926,"(202) 232-6100","861447627614096,920364967013405","1281204672852064,673534610271949,953777853543160,899463533628469,874272763703793,1332300140733520,771396624281852,1123263717880462,1222426882848143,846445553337660,784403343985076,1070582664052295,615186024715740,1105865058729494,946643663102938,651208869509343,1149122872651888,666406976354887,741770132344686,638393936667053,1157294466052185,968013894798831,633712201049185,1250906881501241","833556938177872,883186000200856",,,,,,,
382,1097481648548755,"(202) 715-2658",,993349225663598,1006551858895588,,,voice,,,,
383,1116577714869583,"(202) 889-7702",948736838709158,653858529595915,,,,voice,,,,
384,1118135668686826,"(202) 727-8473",638793416229400,928788698938707,804221482345419,,,,,,,
385,1076876608568522,"(202) 835-8376",1220017101351760,"1190183438277072,847425752356331,871817666202986,800290835408679,1012930231616826",1043249662316489,,,fax,,,,
386,1089348867989022,571.210.2521,,,1140996665222837,,,voice,,"Culmore Worker Line",rech8M2laFviU3XAH,
387,1090445511708047,202-518-0456,1191165945054651,"1182157958552306,670644496333952,814817282883148,813051911788426",580772169029651,,,voice,,,,
388,1087810688598243,"(202) 562-6339",656132195479560,,608021838760746,,,voice,,"Paramount Baptist Church",,
389,1117976446223168,"(202) 635-1900",1261619093567791,605724148465394,1180598613249590,,,voice,,,,
390,1118383435935760,2026359050,1112335428289741,567631577251008,1107997028998056,,,voice,,,,
391,1124292625920947,"(202) 547-7777",773029335736391,,,,,voice,,"Emergency line for Project Safe Place at Sasha Bruce",,
392,1126250650450819,"(202) 462-7275","938406735971229,1133664511724903,793256928193231","1318218238602449,1007199538654431,1237806236278461",640186123610411,,,voice,,,,
393,1068293081202730,"(202) 561-4024",994308933727557,"1174068491618790,642601279257974",1150695227682882,,,fax,,"Outreach Center",,
394,1087645166547434,"(202) 462-5696",1159564548417950,"1088833752301562,871635119190314",1323195974089796,,,fax,,,,
395,1090592201973063,240.491.5772,939050372857166,,1140996665222837,,,voice,,Employment,recQ3NrbME3gVUV4l,
396,1090977082368403,703.425.0999,,"1282487813090005,616047069998063,993493444765030,1141624870158332,1147690047097756,644091225156703,1280474482709655,588693422814528,955710918748274,1289508652850921,602724412494897,1106771248483191,893746684671899",855094084464049,,,voice,,,,
397,1093912479911840,202-882-4600,,"858697878378487,943922015489393,787765929715080,877620900930693",855802893163707,,,voice,,,,
398,1104551016510441,"(202) 830-3516",,1229115016596631,,recCKim3qYzZkNKzm,,voice,,,,
399,1110628963363122,"(202) 748-2611",,924435449967844,840733417398800,,,,,"DV Support line",,
400,1114638904926849,"(202) 234-6855","788509441386056,818839794992906","1199983060673417,642012149083751",644694600510926,,,voice,,"Main Line",,
401,1123129285610229,"(202) 442-4400",1298013609220199,,1213058378158421,,,,,,,
402,1129800077806599,"(301) 255-4250",,1342596886767460,855094084464049,,,voice,,,,
403,1129890724470136,"(800) 833-3722",1201917781354008,,647276391431213,,,,,,,
404,1130087923383067,"(202) 673-7440",1220839720071176,,777796010868947,,,,,,,
405,1135920101686862,"(202) 576-3102",,,1211152552512890,,,,,,,
406,1096946727548641,"(202) 332-5000","831454623275466,1274749149318878",940345726334678,756001362836549,,,,,,,
407,1102057898411791,"(202) 508-0500",,1316831396089328,,,,,,,,
408,1102555479175659,"(202) 698-4350",536496426622681,,1286410465547920,,,,,,,
409,1107310655120205,703.799.8830,806538913069520,946406110593174,919690199169575,rec7g4SGF7AUKRZJ5,,voice,,,,
410,1107027116589953,"(202) 367-1119",796479538430138,,562836772362344,,,voice,,,,
411,1114888612682654,"202) 204-5008",,"942712017441428,910741093310618",769893937425938,,,voice,,,,
412,1129255270268768,"(202) 832-6577","931728525653879,1053529725692782,647497712481280","940202748401268,813553671875388,806428640646955,1109436994306012,718050681265809,1224083578603659,1214476217655096",,,,voice,,,,
413,1126152989477652,"(703) 207-9204",1207006040801026,,891609880372190,,,fax,,,,
414,1130306195397865,"(202) 678-8877",1234289739881760,,996759849305541,,,,,,,
415,1130020356495609,"(202) 525-3467",920572231138004,"634028809032783,1024397676156151,1279217562065520",787727417537507,,,voice,,,,
416,1128108657108836,(202)503-1524,,1179313324156762,801110030219864,rec0UqrGES3BaEYup,,voice,,,,
417,1133561368089400,"(202) 855-1234",,"730763164086236,1285350837219213,561778285748604",1219589148672769,,,textphone,,,,
418,1138712052293951,202.844.4000,912957411649595,,1195870505334629,,,,,,,
419,1149605139139139,"(202) 888-4834",,1178649951131958,,,,,,,,
420,1090011879898457,"(202) 469-4699",,639340474137848,,,,,,,,
421,1111869997679664,571.320.1759,1091888223201074,1090898575973829,1140996665222837,,,voice,,Membership,rec18KXpG1BrWYjIn,
422,1123859846194392,"(202) 842-1112","1209121324412172,668036601632538","1224104445658687,612611049847328,1249294483746869,972989260139901,576988108950338",1187372282686349,,,,,,,
423,1153249159400548,"(301) 386-9400",1328933813930427,,584105465886479,,,voice,,,,
424,1154182835844763,"(202) 280-6899",875107767611380,"1172793580060024,569770427910971,1229131972445514,1311031611561841,1086482131081597,688871630742360,1166105214343141",964889233755760,,,voice,,,,
425,1096494296237143,"202) 503-1521",,1207414557990697,801110030219864,rechruomE12zSV1t8,,voice,,,,
426,1111158785593728,"(703) 207-9173","1207006040801026,1162558264395905",813497895890135,891609880372190,,,voice,,,,
427,1123181686957068," (888) 327-8060",763729877559385,"713046095331473,1082503758750664,1220807689850937,855252238426842",1169351687674186,,,voice,,"Toll free",recJr59tzq0Saeqef,
428,1125537818767812,"(202) 546-1512",1044869288351593,"599402007780126,907595418658961,822492274972082,845758882609427,1216556310653957,1180091016211141,984528775573917,586827752329383,789715981823462,793847249153498,915711679952561",802521051916688,,,,,,,
429,1158694379718344,202-328-9799,547920365968268,"657511678545226,688139575815288,810344496794884,821980999983631,1115196970236426,738209311024775,1100791575997951,1225863118799944,1251743719079225,1083719705858867,607894816484467,882877789489952,615976785591225,900680386991276,1273385977104878,1094845253700469,626403044236059",1116810105858975,,,,,,,
430,1165189569084809,240.670.4847,1283411988337750,,1140996665222837,,,voice,,Membership,recKqIytNPgfpAIgP,
431,1104511203133237,"(888) 793-4357",818839794992906,"1199983060673417,642012149083751",,,,voice,,"Access Line",,
432,1114612056687370,703.765.0909,1251056114217612,1270127715145648,919690199169575,,,voice,,,,
433,1123621293381489,"(202) 420-7005",,,840733417398800,,,,,,,
434,1124603488435393,"Phone No: (202) 638-0750",1179332074138565,,1200954196071495,,,,,,,
435,1132436893301256,202-829-8900,,,,,,,,,,
436,1129515195690409,"(202) 545-2024",,948956237360164,840733417398800,,,voice,,"Energy assistance program",,
437,1136094580538324,"(202) 292-4401",901614727736762,,1279370086426568,,,,,,,
438,1136418356307446,"(202) 574-6000",620132940242525,"635136975520891,960651180984847,605860875832060,1197999240060381,1163350819971430",1220981589179778,,,voice,,,,
439,1139434629285592,202-234-9404,1147823510376197,"838994053401205,1239721554358448,648224105090520,1172561205584676,1052496292978459",1138775501034023,,,voice,,,,
440,1143539813088254,"(202) 347-8870",,,,,,,,,,
441,1148220140221272,"(202) 289-1510",741750394643085,990367220887588,805167768269068,,,voice,,,,
442,1169367921365761,202-581-0496,1161640092680179,,1326157862705937,,,fax,,,,
443,1169215057325985,202.610.0066,1166799153375505,,769893937425938,,,voice,,,,
444,1174880928735577,"(202) 232-8150",,"775111969675006,836738857450646,937486843530248,911181735974447,642284944498747,1230658202367837,639467846851619,714211448512130",810479025131545,,,voice,,,,
445,1179726198865150,202-639-9762,,585407675930864,1326157862705937,recvlIvV35J4t1Zx5,,voice,,,,
446,1122048401320402,202-289-4595,579382634687033,,,,,fax,,,,
447,1117030301987604,"(202) 726-0800",561801011049427,,929124125579243,,,,,,,
448,1131051329814284,202-464-9200,602791638266539,1109924174096172,1326157862705937,,,voice,,,,
449,1137743103213639,202.624.0010,1108850981657232,"672539129008408,1080520592440176",769893937425938,,,voice,,,,
450,1148564700806737,"(202) 393-3572",1264011549910449,"830080281630476,1348541466880314",1141864402494387,,22,voice,,,,
451,1165471269627538,"(202) 695-1278",,"872556751746749,812376267113321",1323195974089796,recX2toDOp0HKLNvq,,voice,,,,
452,1181473804104391,"(301) 984-1742",,899139018547334,,,,voice,,"JSSA Premier Homecare",,
453,1188407277414757,"(202) 469-4699",,,1043772486617212,,,,,,,
454,1130023184198081,"(202) 727-2833",1254506542357377,665682144219766,,,,voice,,,,
455,1130743087965133,"(202) 829-0420",890234129642572,981580900656027,617116824616756,,,,,,,
456,1143026726991574,"(202) 667-3706",1170113060894673,"942312969809968,921815945825806,1181081521839444,1096755308957020,1119079742925957,890398981649041,543629082697964,1241974546153013,787452341993968,1235636405349063,674557198522049,1122242214354849",887352348953420,,,fax,,"Main fax number",,
457,1147869714969920,"202 - 483 - 5800","646558365152210,632725434790464","853468345123345,1106083468244471,780286718217610,785698484366760,810358604812792",1168436736852155,,,voice,,,,
458,1158808973498466,"(202) 726-2203",1218038521689235,1277276480508566,,,,voice,,,,
459,1159943619120642,"(202) 839-3076","644198517647426,635908414118431","765864786771732,1161420907803778",872299181857178,,,voice,,"OIC/DC Headquarters",,
460,1165101578457972,7036192800,1256916637146639,,919690199169575,,,voice,,,,
461,1168115571351187,"(301) 297-4050",847752209986828,,,,,fax,,,,
462,1179786506429029,202-526-3685,,"1166106416739636,1220865966040605,856023638190230",1007623446966696,,,voice,,"Outreach center",,
463,1181713169181704,"(301) 424-1130",1348564381004436,"1295568882348530,1098880366371154",1091687465844379,,,voice,,,,
464,1181321443798761,"(202) 785-1670",936750287730760,,1235926278832683,,,,,,,
465,1193950530495506,"(202) 400-5194",,850061472824026,,recSlNO43MW6cfvIE,,voice,,,,
466,1198575506619755,"(202) 319-2225",1159564548417950,"1088833752301562,871635119190314",1323195974089796,,,voice,,,,
467,1138656191558408,"(703) 379-9195",1199654488652628,873611419029370,572890347249315,,,fax,,,,
468,1139575083738151,"(202) 396-9330",716790716916689,,,,,,,,,
469,1146297245374974,"(240) 491-5784",818820237164190,,1140996665222837,,,voice,,Employment,rectmEYm6lkzad1qI,
470,1146453286231773,202-783-0101,,,1318451956583107,,,voice,,Outpatient,,
471,1154003895918016,"(202) 434-2120",1287901333269561,"1195448583131416,928612911758060,944036937200998,845999906983085,803655377623585,929396265497963,956658240049666,1292756176570822,819327215791900",1093127605400642,,,voice,,"AARP Legal Counsel for the Elderly main line",,
472,1166362596698965,202-624-1550,,,,recbC5uCUJvukSGvU,,voice,,,,
473,1167551989292288,202.248.0496,876397346396032,615519347288251,791950857737387,,,,,,,
474,1173443518827100,"(202) 675-9340","646605477191198,870889793389860,773029335736391","1249532731729968,1066884473551582,865371846794230,1119090357480675,753964791303094",1306699628219808,,,,,,,
475,1173484064031440,"(202) 626-0700",771897230838212,"1076980913864779,810517634677025,1297058844905012,1188218787305496,824247975076202,1142076553934088,1146566781515189",1230770757213322,,,voice,,,,
476,1190357120409678,202-842-1731,867745425991207,,726173106231202,,,voice,,,,
477,1211781059829341,202-388-4300,959978038980815,597026276891169,1326157862705937,,,voice,,,,
478,1148967777928261,202.476.5000,,1106825602268001,1061724977026001,,,voice,,"Hospital operator",rechCB5GjFdEy0fIw,
479,1152713868211992,202-562-3800,594960886051316,"1296433586474206,916436632015801",761153930697275,reccuMeNSpZ2syPvi,,voice,,,,
480,1153100898791474,"(202) 525-4864",1205522007643431,1225675874740777,,,,voice,,,,
481,1147736112287505,"(202) 543-9355",,805523882999344,,,,,,,,
482,1152989987737661,"(202) 733-2741",,1300980508291929,,,,,,,,
483,1162193804880983,"(202) 797-8806 ext 1311",616405328742379,,1118282953085799,,,,,,,
484,1172790209445624,"(202) 562-3653",656132195479560,,608021838760746,,,fax,,"Paramount Baptist Church",,
485,1171658960657370,"(202) 645-3200",1101386810121427,"927643315007217,902098981922569,1290043633447090,1138943294791040,1181830707554784,1153502278841700",1164024351359039,,,voice,,,,
486,1172806498907172,"(703) 339-5161",813250237828389,,930909694635560,,,voice,,,,
487,1184206268036011,"703) 836-1021",834887345290440,"1313580838903453,920302771339848,1293112150353032,939239658768708",623502983860633,,,voice,,,,
488,1184988992731200,"(866) 765-2272","1273044419277442,1091888223201074,1240567562394258,818820237164190,1283411988337750,979563581148756,939050372857166,1318390042587758","1241641820248132,834347484127358,914537946909052,627323919512057,886788508609002,1216690927743518,881475888864647",1140996665222837,,,voice,,"All centers",,
489,1196136931702216,"(202) 508-0500",,585676804126726,,,,,,,,
490,1198488947117166,202-803-2340,770635363010046,"956817646477291,822106893088278,609582364629457,1060160690284572,800106312438349,743182672086208,995363917586083",605134586578120,,,voice,,"DC Phone",,
491,1198829430756347,"(202) 398-7275",1052806219928789,"920973469831730,1007199538654431",640186123610411,,,voice,,,,
492,1222403878723639,"(202) 470-1534",,"1172793580060024,569770427910971,1229131972445514,1311031611561841,1086482131081597,688871630742360,1166105214343141",,,,,,,,
493,1161638800071039,"(202) 396-1200",1116781625364190,"770135966287034,831138417529715,1211572108731192",844234717265246,,,voice,,,,
494,1177200244281219,,,,,,,,,,,
495,1181058698920161,"(301) 441-2368",876205598154141,,610643317850454,,,,,,,
496,1186214099895257,"(202) 939-2402",1297060122320888,,624726610902590,,,,,,,
497,1188739171637564,"(202) 635-5953",1012923803825523,662641889613680,1331447374298751,,,voice,,"Anchor Counseling Services",,
498,1193975086196099,"(202) 362-2587",878783319164190,,1180598613249590,,,fax,,,,
499,1223289968887299,"(202) 508-0500",,574349076267569,,,,,,,,
500,1228368122652082,202-397-7300,,768961725734908,1204249190863211,,,,,"East River Family Strengthening Collaborative, Inc. (ERFSC)",,
501,1174596952831378,202.526.3020,1295311939008541,"926396312659010,906107564923489,1282973947484780,935467815186616",935708179993271,,,voice,,,,
502,1191551618847760,"(202) 889-2213",1286648129611472,"789456565791843,910059099567277,859629175967195,1178096298000358,979536491529478,813064675400914,1299121197634961,818563649469922",727757843857751,,,fax,,,,
503,1194161595371590,202-832-9400,"778459456343468,885824420758755,835499994326344,877263478223136,680609348421278","853798812414411,1108884623053766,895467915545937,1277069302008536",,recUGd1k63xKXonJW,,voice,,,,
504,1200120875116452,1-800-217-4273,1182935368999640,843621219939860,1331447374298751,,,voice,,"Toll free",,
505,1219550379088108,"(202) 562-6860",1295023062659721,,,,,,,,,
506,1224416978291385,"(202) 628-0009",984058750613797,"592511260613384,1239703812521018,849919523533582",900455754248217,,,voice,,"Asbury United Methodist Church",recAwCIZtcTEVhEQG,
507,1178055279307047,"(202) 667-7006","947853021041099,1189388637168303","1140570813901169,627629263527494,1243832082519507,841132371028942,705771849785076,581022793280171",574964812525513,,,voice,,,,
508,1186694314218565,"(202) 518-6414",1128869310018968,,1119446546918981,,,,,,,
509,1186759129130174,"(202) 724-7000",614054990318357,724876636641588,,,,voice,,,,
510,1200602057472122,"(202) 462-3375","836904778271068,621638073150979,1261460579474983","1209187247938710,607074649518713,792954474348824",612828763371641,,,voice,,"Mazique Parent Child Resource Center",,
511,1204679365500804,"(202) 338-3100",1109469871110801,,1185296657231877,,,,,,,
512,1212690067949838,"(202) 469-4699",,985132906099195,,,,,,,,
513,1218289339018813,240.560.2272,,1090898575973829,1140996665222837,,,voice,,"Citizenship Program",,
514,1235107925689722,"(202) 364-1419",931886810745529,"978590256683513,647772152541651,647183151936796,1305546200651894,838774263465115",791950857737387,,,voice,,,,
515,1239494728678928,"(202) 269-2277",,"730763164086236,1285350837219213,561778285748604",1219589148672769,,,voice,,,,
516,1240962571903687,"(202) 793-2141",955920420939787,653858529595915,,,,voice,,,,
517,1248521145824482,202-524-4344,818297935399976,605446506944549,,,,,,,,
518,1253513730301645,"(202) 238- 4600",,,647476689662846,,,,,,,
519,1186529718830668,"(202) 465-4065",,"1296730701251441,956342437760431",802521051916688,,,,,,,
520,1195584083587905,"(410) 732-2694",1273044419277442,,1140996665222837,,,voice,,Employment,rec7BiS3lGWcH1iUc,
521,1213542765723083,"(202) 882-1237","595592759444028,612166168856784","646395612481753,807542367996268",1114103792920259,,,voice,"en,es",,,
522,1215754131378315,703-896-7551,,"869725690004657,748177592722248",,,,voice,,,,
523,1215372861989264,301-433-2460,,985012947614539,1326157862705937,recbSLM4mr0F0tyDd,,voice,,,,
524,1226355078973829,240-903-0522,,1234003496832541,1323195974089796,recZRRY7134z8vYAj,,voice,,,,
525,1226809070395519,"(202) 207-2361",1272844736960116,,548126332764833,,,,,,,
526,1238122900635736,"(202) 667-9100",856110821321208,,1292630118544041,,,,,,,
527,1248093235818331,"(415) 412-3505",,1158010282443707,1323195974089796,recqKW5cJ3qMkDCb1,,voice,,,,
528,1256499247956610,"(202) 660-1636",,636733000958441,1323195974089796,recsumFWWF6tqz9Fm,,voice,,,,
529,1253449137217297,"(202) 846-8053",,586062612640149,840733417398800,,,,,"Maternal Mental Health program",,
530,1257072601349282,"(202) 527-7014",965499960712698,,1200699271788672,,,,,,,
531,1200396831468955,"(202) 561-3000",1287087731647843,,1274689026716619,,,,,,,
532,1202903945491491,202-347-8870,"1238893972656148,847934048599676,916613468118556,545659771156125","893345439899253,593910008000184","890469114349217,1085960322097234",,,voice,,,,
533,1243799484008483,202-715-7696,,,,,,,,,,
534,1256399030177407,"(800) 666-2229",,777481511640778,,,,,,,,
